canonical_entity,canonical_entity_id,source_sheet,source_row,source_row_ordinal,cml_licence_no,manufacturer_name_address_composite,licence_validity_date,licensed_is_text,licence_status,variety_brand,source_url,retrieved_at
FMCS,FMCS-02953,,1535,1534,CM/L-4100337074,Mahan Cement & Concrete Products Manufacturing FZ-LLC,NONE,IS 8042 : 2015,OTHER,"White Portland Cement, without optional requirement of transverse strength. :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02797,,1536,1535,CM/L-4100321463,CIMSA CIMENTO SANAYI VE TICARET A.S,NONE,IS 8042 : 2015,OTHER,"White Portland Cement, without optional requirement of transverse strength :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01139,,1537,1536,CM/L-4100144265,"KOEI CHEMICAL COMPANY, LIMITED",NONE,IS 8058 : 2018,OTHER,"Pyridine, Grade-1 only. :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00473,,1538,1537,CM/L-4100052765,GP Batteries (Vietnam) Limited Liability Company,NONE,IS 8144 : 1997,OTHER,"Multi purpose Dry batteries : SONY - SONATA - MAXELL - NIPPO, EVEREADY, POWERCELL - SONATA GOLD",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00841,,1539,1538,CM/L-4100108665,Hanoi Battery Joint Stock Company,NONE,IS 8144 : 1997,OTHER,"R03, R6S : GEEP - GIGA-TEK",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00591,,1540,1539,CM/L-4100072670,"T.G. Battery Co, (China) Limited",NONE,IS 8144 : 1997,OTHER,"Multi Purpose Dry Batteries Designation R03, R6P Multipurpose Dry Batteries,R6S, Nominal voltage 1.5V Multi : Giga-tek - NIPPO",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-03093,,1541,1540,CM/L-4100351068,CSM Tube SPA,NONE,IS 17876 : 2022,OTHER,Name of the product Stainless Steel Welded Pipes and Tubes for General Services Grade Designation/ Numerical :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01073,,1542,1541,CM/L-4100136569,MITSUBISHI HEAVY INDUSTRIES-MAHAJAK AIR CONDITIONERS CO.LTD.,NONE,IS 8148 : 2018,OTHER,Ducted and package air-conditioners as per IS 8148: 2018 for the following vareity: 1. Ducted/Package :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02065,,1543,1542,CM/L-4100247477,Pashupati Khadya Tel Udyog,NONE,IS 12029 : 2023,OTHER,Acid Oil :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01264,,1544,1543,CM/L-4100158680,Carrier Air Conditioning (Thailand) Co. Ltd.,NONE,IS 8148 : 2018,OTHER,"1. Ducted/Package AC, Function: Heating & Cooling with Air-cooled condenser, Cooling capacity: upto & :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01226,,1545,1544,CM/L-4100154874,MITSUBISHI ELECTRIC CONSUMER PRODUCTS (THAILAND) CO.LTD.,NONE,IS 8148 : 2018,OTHER,"1. Ducted/Package AC, Function: Heating & Cooling with Air-cooled condenser, Cooling capacity: upto & :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02003,,1546,1545,CM/L-4100241263,Mitsubishi Electric Consumer Products (Thailand) Co. Ltd.,NONE,IS 8148 : 2018,OTHER,"(a) Ducted/Package AC, Function: Heating & Cooling with Air-cooled condenser, Cooling capacity: upto :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00542,,1547,1546,CM/L-4100063871,Union Cement Company,NONE,IS 8229 : 1986,OTHER,"Oil Well Cement, Class G, High Sulphate Resistant Type :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00362,,1548,1547,CM/L-4100032355,Sharjah Cement Factory (A Division of Sharjah Cement and Industrial Development Co.),NONE,IS 8229 : 1986,OTHER,"Oil Well Cement, Class G, High Sulphate Resistant Type :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-03121,,1549,1548,CM/L-4100353981,"GENPACCO, INC",NONE,IS 9396,OTHER,Name of Product Three Piece Round Open Top Metal Cans for Foods and Beverages Types (Design Variations) One :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02088,,1550,1549,CM/L-4100249784,Hiho Wheel Mexico,NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number 8MA 601 025 F Maximum Vertical axle load capacity (kN) 15.2 Size designation 8.0J :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02074,,1551,1550,CM/L-4100248378,Stamford Sport Wheels Co. Ltd.,NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Variety 3 Part Number S348LP-1670 S385 – 17X8 S348LP – 17X8 Maximum Vertical :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02542,,1552,1551,CM/L-4100295892,PT. Bangun Sarana Alloy,NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number 343 Maximum Vertical axle load capacity (kN) 12.165 Size designation 14 x 6.0 :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01723,,1553,1552,CM/L-4100211961,"MAXION WHEELS ESPANA,S.L",NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Part Number 2190904 2190903 Maximum Vertical axle load capacity (kN) 18.640 14.126 Size :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01950,,1554,1553,CM/L-4100235975,"DICASTAL MEXICO,S.DE R.L.DE C.V.",NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Variety 3 Variety 4 Variety 5 Part Number 7HL09GSAAB 04755598AA 04755600AA 04755314AA 68579816AA Maximum :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01858,,1555,1554,CM/L-4100226671,PT Chemco Harapan Nusantara,NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Variety 3 Variety 4 Part Number TR20 TR30 TR06 TR07 Maximum Vertical axle load :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01856,,1556,1555,CM/L-4100226368,"Lizhong Mexico, S.DE R.L. DE C.V",NONE,IS 9436 : 2018,OTHER,Variety 1 2 3 4 5 6 7 8 9 10 Part Number 68629286AA 5A6F0F9 68629288AA 5A19DE0 5A6F100 68469724AA 5A6F119 5A6F120 8MA :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01857,,1557,1556,CM/L-4100226469,Yachiyoda Alloy Wheel Company Limited,NONE,IS 9436 : 2018,OTHER,"Variety 1 Variety 2 Part Number HEXA F6, VANGUARD 20 LX 7 Maximum Vertical axle load capacity (kN) 16.08 16.08 Size :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01473,,1558,1557,CM/L-4100184378,"Maxion Wheels Czech s,r,o",NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number 2170307 Maximum Vertical axle load capacity (kN) 14.716 kN Size designation 3.50B :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00849,,1559,1558,CM/L-4100109566,RONAL POLSKA SP Z.O.O,NONE,IS 9436 : 2018,OTHER,Variety Part Number 4258 Maximum Vertical axle load capacity (KN) 14.1264 Size designation 7.5J x :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00813,,1560,1559,CM/L-4100105457,Cevher Jant Sanayii A.S.(Cevher Alloy Wheels),NONE,IS 9436 : 2018,OTHER,"Performance Requirements and Test Methods for Wheels for Passenger Cars, Quadricycles and Mini Goods :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00814,,1561,1560,CM/L-4100105558,BORBET Thutinhrn GmbH,NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Part Number A 174 401 02 00 (MB00062) A 174 401 23 00 (MB00065) Maximum :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01813,,1562,1561,CM/L-4100221661,Hands Corporation Ltd.,NONE,IS 9436 : 2018,OTHER,"Annex - 1 Name of the product: Performance Requirements and Test Methods for Wheels for Passenger Cars, :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01425,,1563,1562,CM/L-4100178585,LENSO WHEEL COMPANY LIMITED,NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Variety 3 Variety 4 Part Number FJAY16705C+ 35MKSP F90117755G+40LE01 FJBB17755H+ :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01474,,1564,1563,CM/L-4100184479,Maxion Inci Jant Sanayi A.S. (Steel),NONE,IS 9436 : 2018,OTHER,"Variety 1 Part Number 2190203, 1674001400 Maximum Vertical axle load capacity (kN) 18.148 kN Size :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00857,,1565,1564,CM/L-4100110652,"Topy America, INC",NONE,IS 9436 : 2018,OTHER,"Performance requirements and methods of test for wheels for passenger cars, Quadricycles and Mini Goods :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01053,,1566,1565,CM/L-4100134363,NEW THAI WHEEL MANUFACTURING CO.LTD.,NONE,IS 9436 : 2018,OTHER,"Performance requirements and methods of test for wheels for passenger cars, Quadricycles and Mini Goods :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00915,,1567,1566,CM/L-4100117666,DIKA MOROCCO AFRICA.,NONE,IS 9436 : 2018,OTHER,Product: Performance requirements and test methods for wheels for passenger cars Variety 1 Variety :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00898,,1568,1567,CM/L-4100115359,Maxion Wheels (Thailand) Company Limited,NONE,IS 9436 : 2018,OTHER,"Performance requirements and methods of test for wheels for passenger cars, Quadricycles and Mini Goods :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00800,,1569,1568,CM/L-4100104051,BORBET Sachsen GmbH,NONE,IS 9436 : 2018,OTHER,Variety Part Number 5E3 601 025C Maximum Vertical axle load capacity (KN) 12.26 Size designation 7J :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00802,,1570,1569,CM/L-4100104253,BORBET Austria GmbH,NONE,IS 9436 : 2018,OTHER,Variety Part Number 4K0601025D Maximum Vertical axle load capacity (KN) 15.2 Size designation 8J :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00806,,1571,1570,CM/L-4100104758,Maxion Wheels Italia Srl con socio unico,NONE,IS 9436 : 2018,OTHER,Part Number 8717 Maximum Vertical axle load capacity (kN) 19.914 kN Size designation 9.5 J X 22 Material Aluminum :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01196,,1572,1571,CM/L-4100151363,Maxion Inci Jant Sanayi A.S. (Aluminium),NONE,IS 9436 : 2018,OTHER,"Variety 1 Variety 2 Part Number 83A.601.025.H 8501-1 83A.601.025K , 8503-1 Maximum :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01290,,1573,1572,CM/L-4100162166,RONAL QUERETARO S.A. de C.V,NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Variety 3 Part Number 4203 4204 4395 MaximumVertical axle load capacity :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01291,,1574,1573,CM/L-4100162267,RONAL SAN LUIS S.A. de C.V,NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Variety 3 Part Number 4923 4353 4355 Maximum Vertical axle load capacity (kN) 12.361 :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01297,,1575,1574,CM/L-4100162974,Synergies Castings LLC,NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Variety 3 Variety 4 Part Number 222-22X10 3190-22X10 444x22x10 333-20x9.5 Maximum :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01278,,1576,1575,CM/L-4100160768,CROMODORA WHEELS S.P.A,NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number CD570 Maximum Vertical axle load capacity (kN) 17.66 Size designation 9J x 21H2 Material Aluminum :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01279,,1577,1576,CM/L-4100160869,HYUNDAI SUNGWOO CASTING CORPORATION CHUNGGJU PLANT,NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Variety 3 Variety 4 Variety 5 Part Number 41730-36000 52910-2W300/310 41730-36100 52910-D4320 52910-G1210 Maximum :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01583,,1578,1577,CM/L-4100196284,SeAH Besteel Corporation,NONE,IS 9550 : 2001,OTHER,Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery As-rolled :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01687,,1579,1578,CM/L-4100207667,Cogne Acciai Speciali spa,NONE,IS 9550 : 2001,OTHER,Name of the product Bright Steel Bars Steel Designation/Grade and its properties As per Annexure-A enclosed Finished :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-03080,,1580,1579,CM/L-4100349788,UGITECH SA,NONE,IS 9550 : 2001,OTHER,Name of the product Bright Steel Bars Product Designation As per Annex-I Treatment Condition at Delivery Quenched :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01343,,1581,1580,CM/L-4100168986,Superalloy Industrial Co. Ltd.,NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Variety 3 Variety 4 Variety 5 Variety 6 Variety 7 Variety 8 Variety 9 Variety 10 Variety :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01363,,1582,1581,CM/L-4100171369,Superior Industries De Mexico S DE RL DE CV,NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number 04755610AA Maximum Vertical axle load capacity (kN) 8.339 Size designation 7.5J :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01364,,1583,1582,CM/L-4100171470,RONAL IBERICA SAU,NONE,IS 9436 : 2018,OTHER,"Variety 1 Part Number A 223 401 70 00, 4528 Maximum Vertical axle load capacity (kN) 16.677 kN Size :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01389,,1584,1583,CM/L-4100174476,Korea Wheel Corporation,NONE,IS 9436 : 2018,OTHER,Part Number DM1340 Maximum Vertical axle load capacity (kN) 18.148 kN Size designation 10.5J X 21 Material Aluminum :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01062,,1585,1584,CM/L-4100135264,"Daewon Al-Tec Co., Ltd. Jeonju Branch",NONE,IS 9436 : 2018,OTHER,"Performance requirements and methods of test for wheels for passenger cars, Quadricycles and Mini Goods :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01047,,1586,1585,CM/L-4100133765,MAXION WHEELS CZECH s.r.o,NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Part Number 982 601 025M 98.281.106.77 Maximum Vertical axle load 7.9kN 12.16kN Size :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01093,,1587,1586,CM/L-4100139272,CROMODORA WHEELS S.R.O,NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Part Number CDP402 CD643 (8B3.601.025.CE) Maximum Vertical axle load capacity :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01083,,1588,1587,CM/L-4100138169,SUPERIOR INDUSTRIES PRODUCTION POLAND SP.Z.O.O,NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number 9Y0.601.025.BL Maximum Vertical axle load capacity (KN) 8.30kN per wheel Size :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01172,,1589,1588,CM/L-4100148172,Borbet GmbH,NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number 5NA601 025 AD (VW00224) Maximum Wheel load capacity (KN) 7.31 Size designation 7J :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01141,,1590,1589,CM/L-4100144467,MW LublinSp.Z.O.O-CLN Group,NONE,IS 9436 : 2018,OTHER,"Part Number. 362X, A2234000100, A2234002400, 378X,A2474000900, A2474001100 Maximum Verticle axle load :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01032,,1591,1590,CM/L-4100132157,CMS JANT VE MAKINA SANAYI ANONIM SIRKETI,NONE,IS 9436 : 2018,OTHER,Part No. 6896764 Maximum wheel load capacity (kN) 7.70085kN Size designation 7.5JX17H2 Material Aluminium :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01033,,1592,1591,CM/L-4100132258,CMS JANT VE MAKINA SANAYI ANONIM SIRKETI.,NONE,IS 9436 : 2018,OTHER,Part No. 3J0071496 Maximum wheel load capacity (kN) 6.7689kN Size designation 7J-NX16H2 Material Aluminium :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01034,,1593,1592,CM/L-4100132359,CMS JANT VE MAKINA SANAYI ANONIM SIRKETI,NONE,IS 9436 : 2018,OTHER,Variety 1 Variety 2 Part Number A 174 401 49 00 A 174 401 48 00 Maximum Vertical Axle Load (kN) 7.357 :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01048,,1594,1593,CM/L-4100133866,RONAL CR s.r.o,NONE,IS 9436 : 2018,OTHER,"Performance requirements and methods of test for wheels for passenger cars, Quadricycles and Mini Goods :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01021,,1595,1594,CM/L-4100130759,RONAL CR s.r.o,NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number 4191 Maximum Vertical Axle load capacity (KN) 12.2625kN Size designation 7J :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00984,,1596,1595,CM/L-4100126667,RONAL POLSKA SP Z.O.O,NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number 4279 Maximum Wheel load capacity (KN) 17.658 Size designation 9J x 19 Material Aluminum :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00985,,1597,1596,CM/L-4100126768,RONAL POLSKA SP.Z.O.O,NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number 4154 Maximum vertical axle capacity (KN) 13.734 kN Size designation 9½ J X :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00780,,1598,1597,CM/L-4100100750,Steeltec AG,NONE,IS 9550 : 2001,OTHER,Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Cold :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01022,,1599,1598,CM/L-4100130860,TOPY INDUSTRIES LIMITED.,NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number 42700-T12-T510-M1 Maximum Wheel load capacity (KN) 4.613kN Size designation 15 :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00929,,1600,1599,CM/L-4100120150,SUPERIOR INDUSTRIES DE MEXICO S DE RL DE CV,NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number 8 MA.601.025.D Maximum Wheel load capacity (KN) 7.602 Size designation 8J –N :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00749,,1601,1600,CM/L-4100095884,LEGO Production S.R.O,NONE,IS 9873,OTHER,Sl No. Type Description of Toy Category Sub-Category Starting Age Series no. Applicable primary :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00969,,1602,1601,CM/L-4100124865,RONAL GmbH,NONE,IS 9436 : 2018,OTHER,Variety 1 Part Number 4595 Maximum Wheel load capacity (KN) 15.7941 Size designation 20 X 11J Material Aluminum :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02228,,1603,1602,CM/L-4100264174,T.W.R Industries (M) SDN BHD,NONE,IS 9438 : 2018,OTHER,Part Number 7.50-20 Maximum Vertical axle load capacity (kN) 78.46 kN Size designation 7.50 x 20 Material Ferrous :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00549,,1604,1603,CM/L-4100064772,"GUANGDONG LIANSU TECHNOLOGY INDUSTRIAL CO., LTD",NONE,IS 9537,OTHER,Conduits for electrical Installations Rigid Plain conduits of insulating material for the following :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-03014,,1605,1604,CM/L-4100343170,BGH Edelstahl Siegen GmbH,NONE,IS 9550 : 2024,OTHER,Name of the Product Bright Steel Bars Product Designation (Please refer Annex A for declared chemical :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-03024,,1606,1605,CM/L-4100344172,OGISO KOGYO CO. LTD,NONE,IS 9550 : 2024,OTHER,Name of the Product Bright Steel Bars Product Designation Unalloyed Steel (Low Carbon ( C < 0.25 :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02634,,1607,1606,CM/L-4100305061,HYUNDAI SPECIAL STEEL COMPANY,NONE,IS 9550 : 2024,OTHER,Name of the product Bright Steel Bars Product Designation (i) IS 9550 SUM43 Chemical composition: C: :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01058,,1608,1607,CM/L-4100134868,"SANYO SPECIAL STEEL CO., LTD.",NONE,IS 9550 : 2024,OTHER,Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Soft :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-02187,,1609,1608,CM/L-4100259989,Shree Shiva Shakti Ghee Udyog Pvt. Ltd.,NONE,IS 12029 : 2023,OTHER,Acid Oil :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01584,,1610,1609,CM/L-4100196385,STEELTEC GMBH,NONE,IS 9550 : 2024,OTHER,"Product Designation Treatment Condition at Delivery [As-rolled and peeled/turned (+SH), Cold Drawn (+C), :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01635,,1611,1610,CM/L-4100201756,CALVI S.P.a,NONE,IS 9550 : 2024,OTHER,Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Soft :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01515,,1612,1611,CM/L-4100189186,SeAH Special Steel Co. Ltd.,NONE,IS 9550 : 2024,OTHER,Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Cold :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00931,,1613,1612,CM/L-4100120655,Zapp Precision Metals GmbH,NONE,IS 9550 : 2024,OTHER,Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Cold :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01127,,1614,1613,CM/L-4100142968,TOHOKU STEEL CO.LTD.,NONE,IS 9550 : 2024,OTHER,Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Cold :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01267,,1615,1614,CM/L-4100158983,Voestalpine BOHLER Edelsthal GmbH & Co KG,NONE,IS 9550 : 2024,OTHER,Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Soft :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01234,,1616,1615,CM/L-4100155674,Villares Metals S.A.,NONE,IS 9550 : 2024,OTHER,Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Soft :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-00801,,1617,1616,CM/L-4100104152,SAMWONSTEEL CO.LTD,NONE,IS 9550 : 2024,OTHER,Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Cold :,https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
FMCS,FMCS-01120,,1618,1617,CM/L-4100142160,PAO Severstal,NONE,IS 10748 : 2004,OTHER,"Name of the Product Hot Rolled Steel strip for welded tubes and pipes Type Grade 1, Grade 2 and Grade :",https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php,2026-08-31
