canonical_entity,canonical_entity_id,source_sheet,source_row,source_centre_ids,centre_name,centre_code,address,city,district,state,pin,recognition_status,recognition_status_raw,validity,hallmarking_scope,services,source_url
HALLMARKING,HM-00938,,774,AHC-NRO-RAHC-R-160102,TIRUPATI ASSAYING & HALLMARKING CENTER,NRO/RAHC/R-160102,"FIRST FLOOR,SHOP NO-1,2,3, 214, ALAMGIRIGANJBAREILLY, BAREILLY, BAREILLY CITY, UTTAR PRADESH ,243001",BAREILLY CITY,BAREILLY,UTTAR PRADESH,243001,ACTIVE,Operative,13/05/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00939,,775,AHC-NRO-RAHC-R-160103,A ONE GOLD HALLMARKING CENTRE,NRO/RAHC/R-160103,"1ST FLOOR MATAN TOLASADAR, SHAHJAHANPUR, SHAHJAHANPUR CHAWK, UTTAR PRADESH ,242001",SHAHJAHANPUR CHAWK,SHAHJAHANPUR,UTTAR PRADESH,242001,ACTIVE,Operative,09/05/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00943,,776,AHC-NRO-RAHC-R-160108,RAJARAM GOLD TESTING CENTER,NRO/RAHC/R-160108,"2285/2,KILA CHOWK DARSHANI GATEPATIALA, PATIALA, PATIALA, PUNJAB ,147001",PATIALA,PATIALA,PUNJAB,147001,ACTIVE,Operative,07/09/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00944,,777,AHC-NRO-RAHC-R-160109,MS GOLD LAB,NRO/RAHC/R-160109,"KK COMPLEXMAHAJAN BAZAR, MANDI, MANDI, HIMACHAL PRADESH ,175001",MANDI,MANDI,HIMACHAL PRADESH,175001,ACTIVE,Operative,27/08/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00947,,778,AHC-NRO-RAHC-R-160112,DRB ASSAYING AND HALLMARKING LAB,NRO/RAHC/R-160112,"55/47 DHAMAWALA BAZARDEHRADUN, DEHRADUN, DEHRADUN CITY, UTTARAKHAND ,248001",DEHRADUN CITY,DEHRADUN,UTTARAKHAND,248001,ACTIVE,Operative,09/10/2028,"Yellow Gold,Silver Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00948,,779,AHC-NRO-RAHC-R-160113,JMK ENTERPRISES,NRO/RAHC/R-160113,"FIRST FLOOR, 25/34, WAKE MOHALLAGANDHIGHAR KA TAPRA, JHANSI, JHANSI CANTT., UTTAR PRADESH ,284001",JHANSI CANTT,JHANSI,UTTAR PRADESH,284001,ACTIVE,Operative,21/10/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00949,,780,AHC-NRO-RAHC-R-160116,MAA BAJRESHWARI GOLD COMPUTER TEST LAB,NRO/RAHC/R-160116,"1,1, SEHGAL MARKET,KANGRA,HIMACHAL PRADESH,176001, KANGRA, KANGRA, HIMACHAL PRADESH ,176001",KANGRA,KANGRA,HIMACHAL PRADESH,176001,SUSPENDED,Under Suspension,15/05/2027,"Gold,Yellow Gold Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00950,,781,AHC-NRO-RAHC-R-160117,HS HALLMARKINGCENTRE,NRO/RAHC/R-160117,"E.A 200 PAPRIAN BAZAR JALANDHAR CITY-144002E.A 200 PAPRIAN BAZAR JALANDHAR-144002, JALANDHAR, JALANDHAR CITY, PUNJAB ,144002",JALANDHAR CITY,JALANDHAR,PUNJAB,144002,ACTIVE,Operative,30/11/2028,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00953,,782,AHC-NRO-RAHC-R-160121,Shree Balaji Hallmark Centre,NRO/RAHC/R-160121,"Basement of Mahadev Sadan, Chan, Khazanchain BazarHisar-125001 (Haryana), HISSAR, HISAR, HARYANA ,125001",HISAR,HISSAR,HARYANA,125001,ACTIVE,Operative,01/02/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00955,,783,AHC-NRO-RAHC-R-160124,KASHMIR HALLMARKING CENTRE,NRO/RAHC/R-160124,"2ND FLOOR, OPPOSITE KHANA KHAZANA hotel ,hari singh high street, LALCHOWK, Srinagar,, SRINAGAR, LAL CHOWK, JAMMU & KASHMIR ,190001",LAL CHOWK,SRINAGAR,JAMMU & KASHMIR,190001,ACTIVE,Operative,13/12/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00956,,784,AHC-NRO-RAHC-R-160125,POOJA HALLMARKING CENTRE,NRO/RAHC/R-160125,"SHOP NO 1756, MAIN BAZAR, MANIMAJRA, CHANDIGARH, CHANDIGARH, MANIMAJRA, CHANDIGARH ,160101",MANIMAJRA,CHANDIGARH,CHANDIGARH,160101,ACTIVE,Operative,12/07/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00957,,785,AHC-NRO-RAHC-R-160126,Luxmi Narayan Hallmark,NRO/RAHC/R-160126,"Bal Bhawan Vali Gali, Near Raj FalaxThakkar Basti, FATEHABAD, FATEHABAD (FATEHABAD), HARYANA ,125050",FATEHABAD (FATEHABAD),FATEHABAD,HARYANA,125050,ACTIVE,Operative,21/10/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00959,,786,AHC-NRO-RAHC-R-160128,A B Hallmarking Centre,NRO/RAHC/R-160128,"137 D, Shanti Katra, Near Bangali Kali Bari, SeshpurGorakhpur, Uttar Pradesh, GORAKHPUR, GORAKHPUR, UTTAR PRADESH ,237005",GORAKHPUR,GORAKHPUR,UTTAR PRADESH,237005,ACTIVE,Operative,19/10/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00960,,787,AHC-NRO-RAHC-R-1610554,R S HALLMARKING AND ASSAYING CENTER,NRO/RAHC/R-1610554,"SC-828, Second Floor, Main Shivalik Enclave MarketMadhya Marg, Chandigarh, CHANDIGARH, MANIMAJRA, CHANDIGARH ,160101",MANIMAJRA,CHANDIGARH,CHANDIGARH,160101,ACTIVE,Operative,07/09/2026,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00961,,788,AHC-NRO-RAHC-R-1618997,SUDESH HALLMARKING CENTRE,NRO/RAHC/R-1618997,"SCEOND FLOOR SCO7SECTOR 23C CHANDIGARH, CHANDIGARH, SECTOR 23 ( CHANDIGARH), CHANDIGARH ,160023",SECTOR 23 ( CHANDIGARH),CHANDIGARH,CHANDIGARH,160023,ACTIVE,Operative,23/08/2025,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00963,,789,AHC-NRO-RAHC-R-1625633,CHANDIGARH HALLMARKING CENTRE,NRO/RAHC/R-1625633,"SCO-09, SECOND FLOOR, SECTOR 23C, CHANDIGARH, CHANDIGARH, SECTOR 23 ( CHANDIGARH), CHANDIGARH ,160022",SECTOR 23 ( CHANDIGARH),CHANDIGARH,CHANDIGARH,160022,ACTIVE,Operative,14/07/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00966,,790,AHC-NRO-RAHC-R-1719792,RENUKA HALLMARKING AND ASSAYING CENTER,NRO/RAHC/R-1719792,"1ST FLOOR, RENUKA HALLMARKING, DOONGA BAZAR KANGRA, KANGRA, KANGRA TOWN, HIMACHAL PRADESH ,176001",KANGRA TOWN,KANGRA,HIMACHAL PRADESH,176001,SUSPENDED,Under Suspension,14/11/2027,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00970,,791,AHC-NRO-RAHC-R-1815746,SHREE RADHE HALLMARK CENTRE,NRO/RAHC/R-1815746,"1ST FLOOR SANT PHARMACYMAIN BAZAR, UDHAMPUR, UDHAMPUR, JAMMU & KASHMIR ,182101",UDHAMPUR,UDHAMPUR,JAMMU & KASHMIR,182101,ACTIVE,Operative,16/03/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00971,,792,AHC-NRO-RAHC-R-1815746-O1-,SHREE RADHE HALLMARK CENTRE,NRO/RAHC/R-1815746(O1),"1ST FLOOR SANT PHARMACYMAIN BAZAR, UDHAMPUR, UDHAMPUR, JAMMU & KASHMIR ,182101",UDHAMPUR,UDHAMPUR,JAMMU & KASHMIR,182101,ACTIVE,Operative,16/03/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00972,,793,AHC-NRO-RAHC-R-1817192,Sahil Hallmarking & Assaying Centre,NRO/RAHC/R-1817192,"Ground floor, H no 224, Lakhdata bazar, Jammu,Jammu Kashmir, JAMMU, JAMMU, JAMMU & KASHMIR ,180001",JAMMU,JAMMU,JAMMU & KASHMIR,180001,ACTIVE,Operative,11/12/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00973,,794,AHC-NRO-RAHC-R-1817420,Balaji Kuber LLP,NRO/RAHC/R-1817420,"42-C, INDUSTRIAL ESTATE, DIGIANAJAMMU, JAMMU AND KASHMIR 180010, JAMMU, INDUSTRIAL ESTATE (JAMMU), JAMMU & KASHMIR ,180010",INDUSTRIAL ESTATE (JAMMU),JAMMU,JAMMU & KASHMIR,180010,ACTIVE,Operative,20/09/2025,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00976,,795,AHC-NRO-RAHC-R-1822586,MAYRA HALLMARKING CENTER,NRO/RAHC/R-1822586,"1 AND 2, 189, JAIN BAZAR, CHOWK CHABUTRA, JAMMU,, JAMMU, JAMMU, JAMMU & KASHMIR ,180001",JAMMU,JAMMU,JAMMU & KASHMIR,180001,ACTIVE,Operative,10/06/2027,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00977,,796,AHC-NRO-RAHC-R-1822646,SHREE HALLMARK CENTER,NRO/RAHC/R-1822646,"HOUSE NO.4, WARD NO.6,RAILWAY ROADVIJAYPUR, SAMBA, SAMBA, JAMMU & KASHMIR ,184120",SAMBA,SAMBA,JAMMU & KASHMIR,184120,ACTIVE,Operative,14/04/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00979,,797,AHC-NRO-RAHC-R-1827089,Makkar Assaying and Hallmark centre,NRO/RAHC/R-1827089,"Laxmi market, Dayalchak, Hiranagar, KathuaJammu and kashmir, KATHUA, HIRANAGAR, JAMMU & KASHMIR ,184142",HIRANAGAR,KATHUA,JAMMU & KASHMIR,184142,ACTIVE,Operative,07/06/2025,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00980,,798,AHC-NRO-RAHC-R-1914015,SRINAGAR HALLMARKING CENTRE,NRO/RAHC/R-1914015,"!st Floor, Near Budsha Flats, HSH Street, SRINAGAR, SRINAGAR G.P.O., JAMMU & KASHMIR ,190001",SRINAGAR G.P.O,SRINAGAR,JAMMU & KASHMIR,190001,SUSPENDED,Under Suspension,18/07/2025,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00981,,799,AHC-NRO-RAHC-R-1928457,AHMAD MUHARKAN HALLMARKING CENTRE,NRO/RAHC/R-1928457,"02,NALLAMAR ROAD SRINAGARSRINAGAR, SRINAGAR, SRINAGAR G.P.O., JAMMU & KASHMIR ,190002",SRINAGAR G.P.O,SRINAGAR,JAMMU & KASHMIR,190002,ACTIVE,Operative,07/01/2027,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00983,,800,AHC-NRO-RAHC-R-2415957,AS ASSAYING & HALLMARK CENTRE,NRO/RAHC/R-2415957,"H. NO. 40/3, NEW NO. 99/40/3DHAMAWALA MOHALLA, DEHRADUN, DEHRADUN, DEHRADUN CITY, UTTARAKHAND ,248001",DEHRADUN CITY,DEHRADUN,UTTARAKHAND,248001,ACTIVE,Operative,17/05/2029,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00984,,801,AHC-NRO-RAHC-R-2417823,SHRI MAHALAXMI HALLMARK,NRO/RAHC/R-2417823,"13/1178/5-1/2, Mohalla BisatiyanNear Heeraganj, Laxmi Market, SAHARANPUR, SAHARANPUR CITY, UTTAR PRADESH ,247001",SAHARANPUR CITY,SAHARANPUR,UTTAR PRADESH,247001,ACTIVE,Operative,18/06/2027,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00985,,802,AHC-NRO-RAHC-R-2424457,Shiv Shakti Hallmark Centre,NRO/RAHC/R-2424457,"GROUND FLOOR MOHALLA KHATIYAN NEAR OLD SABZI MANDIPURANA DHAMPUR, DHAMPUR, BIJNOR (U.P), BIJNOR, DHAMPUR, UTTAR PRADESH ,246761",DHAMPUR,BIJNOR,UTTAR PRADESH,246761,ACTIVE,Operative,18/03/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00986,,803,AHC-NRO-RAHC-R-2425135,MAA DHARI ASSAYING AND HALLMARKING CENTRE,NRO/RAHC/R-2425135,"FLOOR NO.: 1,5/62 ANAND GROCERIES BUILDINGGOLA BAZAR, PAURI GARHWAL, SRINAGAR (PAURI GARHWAL), UTTARAKHAND ,246174",SRINAGAR (PAURI GARHWAL),PAURI GARHWAL,UTTARAKHAND,246174,ACTIVE,Operative,07/02/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00987,,804,AHC-NRO-RAHC-R-2426237,RD ASSAYING & HALLMARKING CENTRE,NRO/RAHC/R-2426237,"GROUND FLOOR,35/5,DHAMAWALA,MOHALLA,DEHRADUN,DEHRADUN,UTTARAKHAND-248001, DEHRADUN, DEHRADUN CITY, UTTARAKHAND ,248001",DEHRADUN CITY,DEHRADUN,UTTARAKHAND,248001,ACTIVE,Operative,23/04/2029,"Gold,Yellow Gold,Silver,Gold & Silver Both Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00988,,805,AHC-NRO-RAHC-R-2427697,MAHADEV HALLMARKING CENTER,NRO/RAHC/R-2427697,"VILL HEET NAGARSWAD SADHAN, RUDRAPRAYAG, RUDRAPRAYAG, UTTARAKHAND ,246171",RUDRAPRAYAG,RUDRAPRAYAG,UTTARAKHAND,246171,ACTIVE,Operative,07/07/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00989,,806,AHC-NRO-RAHC-R-2428366,P K ASSAYING & HALLMARKING CENTRE,NRO/RAHC/R-2428366,"MOHALLA LAKDHARAN, (NEAR SARAFA BAZAR))JWALAPUR, HARIDWAR-249407, HARIDWAR, JWALAPUR, UTTARAKHAND ,249407",JWALAPUR,HARIDWAR,UTTARAKHAND,249407,ACTIVE,Operative,28/02/2025,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00990,,807,AHC-NRO-RAHC-R-2428366-O1-,P K ASSAYING & HALLMARKING CENTRE,NRO/RAHC/R-2428366(O1),"MOHALLA LAKDHARAN, (NEAR SARAFA BAZAR))JWALAPUR, HARIDWAR-249407, HARIDWAR, JWALAPUR, UTTARAKHAND ,249407",JWALAPUR,HARIDWAR,UTTARAKHAND,249407,ACTIVE,Operative,28/02/2025,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00991,,808,AHC-NRO-RAHC-R-2514948,SHRI MAHAKAL ASSAYING AND HALLMARKING,NRO/RAHC/R-2514948,"35/2, PATIYAN SARAFA BAZAR, SARAFA BAZARMUZAFFARNAGAR, MUZAFFARNAGAR, MUZAFFARNAGAR, UTTAR PRADESH ,251002",MUZAFFARNAGAR,MUZAFFARNAGAR,UTTAR PRADESH,251002,SUSPENDED,Under Suspension,14/04/2027,"Gold,Yellow Gold Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00992,,809,AHC-NRO-RAHC-R-2610783,S S HALLMARKING CENTRE,NRO/RAHC/R-2610783,"NEAR PATEL CHOWKSAHUKARA LINE, NAINITAL, HALDWANI, UTTARAKHAND ,263139",HALDWANI,NAINITAL,UTTARAKHAND,263139,ACTIVE,Operative,20/10/2025,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00993,,810,AHC-NRO-RAHC-R-2611990,MAHADEV HALLMARK CENTRE,NRO/RAHC/R-2611990,"PARIDHAN COLLECTION ,JOHARI BAZAR ALMORAKHAZANCHI BAZAR ROAD ALMORA UTTARAKHAND, ALMORA, ALMORA, UTTARAKHAND ,263601",ALMORA,ALMORA,UTTARAKHAND,263601,ACTIVE,Operative,05/11/2026,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00994,,811,AHC-NRO-RAHC-R-2613795,ANUGRAH GOLD ASSAY & HALLMARKING CENTER PRIVATE LIMITED,NRO/RAHC/R-2613795,"3, C/O ANJU MEHRA,CHAUDHRY COMPLEXSAHUKARA LINE PATEL CHOWK, NAINITAL, HALDWANI, UTTARAKHAND ,263139",HALDWANI,NAINITAL,UTTARAKHAND,263139,ACTIVE,Operative,14/09/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00995,,812,AHC-NRO-RAHC-R-2615196,DEV BHOOMI HALLMARKING CENTRE,NRO/RAHC/R-2615196,"FLOOR NO. 1, BUILDING NO. 1, GOVIND LAL CHAUDHARIPITHORAGARH, UTTARAKHAND 262502, PITHORAGARH, PITHORAGARH, UTTARAKHAND ,262502",PITHORAGARH,PITHORAGARH,UTTARAKHAND,262502,ACTIVE,Operative,12/02/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00996,,813,AHC-NRO-RAHC-R-2618916,G M HALLMARK CENTER,NRO/RAHC/R-2618916,"Purani Bazar, Ishwari Lal, Pithoragarh,Uttarakhand-262501, PITHORAGARH, PITHORAGARH, UTTARAKHAND ,262501",PITHORAGARH,PITHORAGARH,UTTARAKHAND,262501,ACTIVE,Operative,16/08/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00997,,814,AHC-NRO-RAHC-R-2619825,UTTARAKHAND HALLMARKING CENTRE,NRO/RAHC/R-2619825,"11/20, First FloorPatel Chowk, Near Pipleshwar Mandir, NAINITAL, HALDWANI, UTTARAKHAND ,263139",HALDWANI,NAINITAL,UTTARAKHAND,263139,ACTIVE,Operative,31/12/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-00999,,815,AHC-NRO-RAHC-R-2626168,SES ANALYTICALS PRIVATE LIMITED,NRO/RAHC/R-2626168,"Plot No-CP-31, 3rd Floor, Sector City Park,SIIDCUL, PNDT IIE,, UDHAM SINGH NAGAR, RUDARPUR, UTTARAKHAND ,263153",RUDARPUR,UDHAM SINGH NAGAR,UTTARAKHAND,263153,ACTIVE,Operative,04/03/2029,"Gold,White Gold Nickel based Hallmarking",Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01000,,816,AHC-NRO-RAHC-R-2629661,Krishana Hallmark Center,NRO/RAHC/R-2629661,"Selakhola, Near Huka ClubKhazanchi Mohalla, ALMORA, ALMORA, UTTARAKHAND ,263601",ALMORA,ALMORA,UTTARAKHAND,263601,ACTIVE,Operative,23/07/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01001,,817,AHC-NRO-RAHC-R-4421695,GOLD GURU TESTING & HALLMARKING CENTRE,NRO/RAHC/R-4421695,"GALI KHAI WALI, JAIN SCHOOL WALIBHADRA BAZAR, SIRSA, SIRSA, BHADRA, HARYANA ,125055",BHADRA,SIRSA,HARYANA,125055,ACTIVE,Operative,27/02/2025,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01002,,818,AHC-SRO-RAHC-R-4010360,SIDDHNATH HALLMARKING CENTRE,SRO/RAHC/R-4010360,"2NdFloor,SNo.204/205,RelianceAtria,IsadoroBastistaRoad,Opp.Gold StarHotel,Pajifond,Margao,South Goa,, SOUTH GOA, MARGAO, GOA ,403601",MARGAO,SOUTH GOA,GOA,403601,ACTIVE,Operative,10/06/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01005,,819,AHC-SRO-RAHC-R-4022477,LAXMINARAYAN HALLMARKING CENTRE,SRO/RAHC/R-4022477,"Second Floor, Shop No S-1 H No 14/3703 Shop No S-2H No 14/3704, Sweet Home Symphony Complex, Railway, SOUTH GOA, MARGAO, GOA ,403601",MARGAO,SOUTH GOA,GOA,403601,ACTIVE,Operative,09/01/2027,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01006,,820,AHC-SRO-RAHC-R-5010075,SANJEEV HALLMARKING CENTRE,SRO/RAHC/R-5010075,"6-4-64, Pedda Bazar Road, Kothagudem,Dist: Bhadradri Kothagudem, Telangana-507101, BHADRADRI KOTHAGUDEM, KOTHAGUDEM, TELANGANA ,507101",KOTHAGUDEM,BHADRADRI KOTHAGUDEM,TELANGANA,507101,ACTIVE,Operative,28/04/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01007,,821,AHC-SRO-RAHC-R-5011152,SS HALLMARK CENTRE,SRO/RAHC/R-5011152,"23-16 ,MAIN BAZAR,MIRYALAGUDA,NALGONDA, NALGONDA, MIRYALGUDA, TELANGANA ,508207",MIRYALGUDA,NALGONDA,TELANGANA,508207,ACTIVE,Operative,07/11/2028,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01008,,822,AHC-SRO-RAHC-R-5011517,NEW GBR HALLMARKING CENTER,SRO/RAHC/R-5011517,"Third Floor, 7-2-817/1, 817Dry Fish Market, HYDERABAD, SECUNDERABAD, TELANGANA ,500003",SECUNDERABAD,HYDERABAD,TELANGANA,500003,ACTIVE,Operative,12/11/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01009,,823,AHC-SRO-RAHC-R-5012273,QUALITY ASSAY & HALLMARKING CENTRE PRIVATE LIMITED,SRO/RAHC/R-5012273,"Second Floor, Door No:3A,Door No:3B, TGIIC GENERALMaheshwaram Cross Road, Rangareddy, Telangana, 501, RANGA REDDY, MAISARAM, TELANGANA ,501359",MAISARAM,RANGA REDDY,TELANGANA,501359,ACTIVE,Operative,06/07/2028,Gold & Silver Both Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01011,,824,AHC-SRO-RAHC-R-5013258,SRI SURYA HALLMARK CENTRE,SRO/RAHC/R-5013258,"POTTI SRI RAMULU ROAD, 2-3-353, GANDHI GUNJGANDHI CHOWK, KHAMMAM, TELANGANA, KHAMMAM, GANDHICHOWK (KHAMMAM), TELANGANA ,507003",GANDHICHOWK (KHAMMAM),KHAMMAM,TELANGANA,507003,ACTIVE,Operative,20/06/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01013,,825,AHC-SRO-RAHC-R-5013673,ARCHANA GOLD TESTING,SRO/RAHC/R-5013673,"1-8-22/2 TO 6, JUGGE VISHWANATH, HUSNABAD, ARMOOR,NIZAMABAD, TELANGANA, 505325, NIZAMABAD, ARMOOR, TELANGANA ,505325",ARMOOR,NIZAMABAD,TELANGANA,505325,SUSPENDED,Under Suspension,15/03/2028,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01014,,826,AHC-SRO-RAHC-R-5014520,SURYA HALLMARKING CENTRE,SRO/RAHC/R-5014520,"1-5-259 TO 262 KALASIGUDA MAIN ROADSECUNDERABAD HYDERABAD TELANGANA, HYDERABAD, SECUNDERABAD, TELANGANA ,500003",SECUNDERABAD,HYDERABAD,TELANGANA,500003,ACTIVE,Operative,23/04/2029,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01015,,827,AHC-SRO-RAHC-R-5014656,NEW CENTURY HALLMARKING CENTRE,SRO/RAHC/R-5014656,"1st floor no 3-2-117 to 3-2-123/B general bazarsecunderabad, HYDERABAD, SECUNDERABAD, TELANGANA ,500003",SECUNDERABAD,HYDERABAD,TELANGANA,500003,ACTIVE,Operative,02/06/2029,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01017,,828,AHC-SRO-RAHC-R-5015084,TSS Hallmarking & Refinery,SRO/RAHC/R-5015084,"Ground Floor, 7-2-601 to 603/A & C,Takkar Basti, Pot Market, HYDERABAD, SECUNDERABAD, TELANGANA ,500003",SECUNDERABAD,HYDERABAD,TELANGANA,500003,ACTIVE,Operative,07/12/2026,Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
HALLMARKING,HM-01018,,829,AHC-SRO-RAHC-R-5015268,KHARAA SONA ASSAYING AND HALLMARKING CENTRE,SRO/RAHC/R-5015268,"A Unit of S.A.I. Kharaa Sona Pvt. Ltd., 213,A BLOCK, 2ND FLOOR, MAYUR KUSHAL COMPLEX, ABIDS,, HYDERABAD, HYDERABAD G.P.O., TELANGANA ,500001",HYDERABAD G.P.O,HYDERABAD,TELANGANA,500001,ACTIVE,Operative,13/03/2027,Yellow Gold Hallmarking,Assaying & Hallmarking,https://www.manakonline.in/MANAK/AHCListForWebsite
