canonical_entity,canonical_entity_id,source_sheet,source_row,source_legal_ids,instrument_number,title,issuing_authority,release_date,effective_date,subject,related_is_text,implementation_instructions,document_url,source_url
LEGAL,LEGAL-00105,,110,CIRC-23 Apr 2018-2876857148573263690,,Implementation of IS 16333 (Part 3) for Mobile Phones,Bureau of Indian Standards (BIS),2018-04-23,2018-05-01,Implementation of IS 16333 (Part 3) for Mobile Phones,IS 16333 (Part 3) | IS13252 (Part 1) | IS16333 (Part 3),"Registration Department 81S, HQ Our Ref: Registration/16:16333-3 23042018 Subject: Implementation of IS16333 (Part 3) for Mobile Phones As per MeitY's order dated 17.01.2018, the last date of implementation of Indian LanguageSupport for Mobile Phone Handsetsas per IS16333 (Part 3) : 2016 was 23 02 2018. The last date hasthereafter been extended by Ministry of Electronics & Information Technology (MeitY) upto 01 05 2018 in order to facilitate the industry for smooth implementation of CRO. Provision to apply for compliance to IS 16333 (Part 3) for existing registered manufacturer for Mobile Phoneshasalready been re-enabled and will be available upto 01 05 2018. The test report{s) along with undertaking{s) should be submitted to BISfor processingaccordingly. In casethe registered manufacturer do not apply for implementation of IS16333 (Part 3) till the stipulated date, it would be presumed that they are no longer interested in continuing the said registration and as such the registration will be cancelledwithout any further reference. New application{s)/inclusion{s) for Mobile Phonesonly asper IS13252 (Part 1) will be processedfor grant by BISsubject to submission of undertaking that registered manufacturer will ensure to implement the guidelines for implementation of IS 16333 (Part 3) on or before 01.05.2018, failing which it would be presumed that they are no longer interested in continuing the said registration/application and as such the registration will be cancelled/application will be rejected without any further reference.. Registered manufacturers submitting new inclusion requests for Mobile Phones wherein the software solution/utility for implementation of Indian LanguageSupport for Mobile Phonesasper IS16333 (Part 3) is same as that of previously registered model will also require to submit a test report to establish implementation of Indian LanguageSupport for Mobile Phonesas per IS16333 (Part 3). All other procedures for the implementation of Indian LanguageSupport for Mobile Phone asper IS16333 (Part 3) remain the same asper the earlier guidelines Ref:CMD 111/16:IS16333 (Part 3) dated 13-06-2017 and CMD 111/16:IS16333 (Part 3) dated 04-08-2017. Signature of CEO/Authorized Representative Name & Designation, Date: Seal: Signature of Authorized Indian Representative (for foreign manufacturer) Name & Designation, Date: Seal:",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20180423_Implementation_of_IS_16333.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00015,,111,CIRC-10 Apr 2018-5799360669868151006,,Corrigendum to Standard Mark for products notified by Ministry of New and Renewal Energy under CRO,Bureau of Indian Standards (BIS),2018-04-10,,Corrigendum to Standard Mark for products notified by Ministry of New and Renewal Energy under CRO,,,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/CORRIGENDUM.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00108,,112,CIRC-28 Dec 2017-3397476084463469857,,Implementation of revised IS 16333 (Part 3): 2017,Bureau of Indian Standards (BIS),2017-12-28,,Implementation of revised IS 16333 (Part 3): 2017,IS 16333 | IS 16333 (Part 3) | IS 16350 | is 29,"CENTRAL MARKS DEPARTMENT III Our Ref: CMD III/16: IS 16333 (Part 3) 28 12 2017 Subject: Guidelines for implementation of Revised IS 16333 (Part 3): 2017 1. The last date for implementation of the revised Standard is 29 May 2018 after which the old Standard shall stand withdrawn. It shall be ensured that the product conforms to all the requirements, as applicable, as per the revised Standard. Table I Sl No Clause Requirement a 5.1(b) & 5.2(b) Consequent to inclusion of Urdu in IS 16350, Testing for inputting in Urdu (if declared as additional Indian language) and readability in Urdu is now required b 5.1(a) & 5.2(a) Inputting and readability of characters in English shall be as per Annex A. Considerable variation in shape and proportion is to be expected in actual fonts as manufacturers and font designers may use different fonts. If the presentation of characters displayed on mobile phones are different from that of the characters displayed in IS 16350 due to font variation, then the manufacturer shall provide a comparison chart for the variations at the time of testing. Characters mentioned in Annex C shall be implemented through normalized form mentioned in Annex C. Items at Sl Nos b, c and d of Table I above can be considered for immediate implementation. The guidelines for implementation of the revised Standard is given below: A. For Registered Users who have implemented IS 16333 (Part 3): 2016 (i) All Registered Users who have already implemented IS 16333 (Part 3): 2016 shall switchover to the revised Standard by 29 May 2018.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Revision_of_16333_3.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00016,,113,CIRC-19 Dec 2017-2463012626100862478,,Coverage of products under Phase-III of CRO,Bureau of Indian Standards (BIS),2017-12-19,,Coverage of products under Phase-III of CRO,,It is for kind information to all applicants and existing registered manufacturers that MeitY has extended the scope of certain categories.,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20171219_coverage_of_products_under_phase-III_of_CRO.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00061,,114,CIRC-17 Oct 2017-9133394976196162743,,Gazette notification for Standard Mark for products under phase III of CRO,Bureau of Indian Standards (BIS),2017-10-17,2017-10-17,Gazette notification for Standard Mark for products under phase III of CRO,IS 10322 | IS 13252 (Part 1) | IS 16242 (Part 1) | IS 302 (Part 1) | IS 616,"The use of the Standard Mark as at column (2) below shall denote the use of the words ""Self declaration -- Conforming to IS….."" mentioned in sub-rule (1) of the Rule 16F of the Bureau of Indian Standards Rules, 1987.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/179854.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00090,,115,CIRC-13 Sep 2017-5122676549286482538,,Guidelines for implementation of revised IS 616:2017/IEC 60065:2014,Bureau of Indian Standards (BIS),2017-09-13,,Guidelines for implementation of revised IS 616:2017/IEC 60065:2014,IS 616,"CENTRAL MARKS DEPARTMENT-III Our Ref: CMD-III: 16/IS 616 13-09-2017 Subject: Guidelines for implementation of revised IS 616:2017/IEC 60065:2014 superseding IS 616:2010/IEC 60065:2005 -Audio, Video and similar electronic apparatus- Safety requirements 1. The concurrent running of IS 616:2010/IEC 60065:2005 and IS 616:2017/IEC 60065:2014 is permitted till 27 June 2018 and IS 616:2010/IEC 60065:2005 shall stand cancelled after 27 June 2018. 13.6)  Requirements specified for planar transformers (Cl.14.4.3)  Compliance to be checked as per IEC 60730-1 for a device providing Type 2.AL action (Cl.14.6.4)  Portable secondary sealed cells and batteries (other than button) containing alkaline or other non-acid electrolyte shall comply with IEC 62133 (Cl.14.11.1)  Change in optocoupler requirements (Cl.14.12)  Additional compliance in case of surge suppression varistors (Cl.14.13)  Change in requirements for Plugs and sockets (Cl.15.1)  Added requirements for provisions for protective earthing (Cl.15.2)  Intrinsically protected tubes including those having integral protective screens shall comply to IEC 61965(Cl.18.1)  Modified requirements for “Non-intrinsically protected picture tubes” (Cl.18.2)  Change in requirements for Stability and mechanical hazards (Cl.19)  Change in requirements of printed boards (Cl.20.2.5) 4. Considering the above changes, the following additional/modified tests are to be conducted for changeover for the Registered Manufacturers: Clause No. Requirement 3.3 Requirements for “Constructions and components not specifically covered” 3.4 Consideration of “Components and subassemblies that comply with IEC 62368-1” 4.2.2 Specified settings for rated current consumption or rated power consumption measurement of television sets 4.2.5(e) Tests for equipment containing multi-channel amplifiers 5.2 Requirements for “Identification and supply ratings” 5.4 Requirements for caution marking 5.5.2 i, j Requirements for instruction for installation or use 6.3 Light Emitting Diodes (LEDs) 9.1.6 Requirements for testing for withdrawal of MAINS plug 9.2 Requirement of electric shock hazard under normal operating conditions for loudspeaker systems 10.3 New test conditions for humidity treatment for checking of insulation requirements 11.2.2 Additional requirements for measurement of temperature rise 11.2.4 Requirements of heating for parts, other than windings and printed boards, providing electrical insulation 11.2.7 Requirements added for printing boards 12.1.5 Requirements for “Drop Test” 12.1.6 Requirements for “Stress Relief Test” 12.3 Modified requirements for mechanical strength test of remote control devices held in hand 12.7 New requirements for apparatus containing coin/button cell batteries 13.2 Determination of working voltage 13.3.1 Requirements of clearances Table 10 Requirements for minimum clearances in circuits not conductively connected to the MAINS 13.4,Table 11 Creepage Distance 13.5.2 Requirements for multilayer printed board constructions 13.6 Requirements for transformers, magnetic couplers and similar devices 14.4.3 Requirements for planar transformers 14.6.4 Compliance to be checked as per IEC 60730-1 for a device providing Type 2.AL action 14.11.1 Requirements for Batteries 14.12 Optocoupler requirements 14.13 Surge suppression varistors 15.1 Requirements for Plugs and sockets 15.2 Requirements for provisions for protective earthing 18.1 Intrinsically protected tubes including those having integral protective screens shall comply to IEC 61965 18.2 Requirements for “Non-intrinsically protected picture tubes” 19 Requirements for Stability and mechanical hazards 20.2.5 Requirements of printed boards 5. c) For Applications/Inclusions processed as per old version, manufacturer shall switchover to new version on or before 27 June 2018 failing which such Application(s)/ Inclusion(s) shall be processed for closure/rejection as per norms. d) All Registered Manufacturers shall switchover to the new version on or before 27 June 2018 by submitting Amendment Test Report for all the base models covered in the Scope of Registration from any BIS approved lab for the additional/modified requirements as per the revised Standard. e) If the Registered Manufacturer switchover to revised version on or before 27 June 2018 for select models only, all the remaining models shall stand deleted from the Scope of Registration w.e.f 28 June 2018. In case Registered Manufacturer fails to switchover to revised version on or before 27 June 2018 for any of the registered models, such Registration shall deemed to have been cancelled w.e.f 28 June 2018. f) Letter regarding changeover to revised Standard shall be issued by BIS indicating the Product name and model(s) that are conforming to the revised Standard.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/IS%20616_guidelines.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00022,,116,CIRC-13 Sep 2017-3075504065566996157,,Electronic Labelling (e-labelling) Guidelines,Bureau of Indian Standards (BIS),2017-09-13,,Electronic Labelling (e-labelling) Guidelines,,"The guidelines shall apply to all devices which have an integral (non-removable) display screen and e-labelling of products shall not be mandatory. The Registered User shall have the option of using physical labels or e-labels or both. Devices utilizing e-labels shall have a physical label on the packaging of the product at the time of import, storage for sale and sale or distribution. Devices shall not require any special accessory/tool or supplemental plug-in (e.g., the installation of a SIM/USIM card) to access the e-label. The compliance related information shall be programmed by the responsible party and the information shall be secured in such a manner that third-party cannot modify it. Users shall be able to access the information without requiring special access codes or permissions and, in all cases the information shall be accessible in no more than four steps in a device’s menu. Users shall be provided specific instructions on how to access the information. The instructions shall be included in the user’s manual, operating instructions, or as an insert in the package of the product, or other similar means. Alternately, the instructions to access the information may be available on the product related website. The instructions on how to access the website shall be provided in the user’s manual or package of the product.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/E%20LABELLING%20GUIDELINES%20registration.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00054,,117,CIRC-29 Aug 2017-404736298618604570,,Gazette Notification concerning expansion of list of items under CRO-Phase III,Bureau of Indian Standards (BIS),2017-08-29,,Gazette Notification concerning expansion of list of items under CRO-Phase III,IS 10322 | IS 13252 (Part 1) | IS 16242 (Part 1) | IS 302 (Part 1) | IS 616,"The provisions of “Electronics and Information Technology Goods (Requirements for Compulsory Registration) Order, 2012” shall apply on the items added by virtue of this Order to the schedule of the said Order on the expiry of six months from the date of publication of this notification in the official Gazette.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Gazette_notification_phase_3_CRO.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00133,,118,CIRC-04 Aug 2017-4192507936731039320,,Revised Guidelines for Implementation of IS 16333 (Part 3): 2016,Bureau of Indian Standards (BIS),2017-08-04,2017-07-01,Revised Guidelines for Implementation of IS 16333 (Part 3): 2016,IS 13252 (Part 1) | IS 13252(Part 1) | IS 16333 (Part 3) | IS 16333(Part 3),"CENTRAL MARKS DEPARTMENT III Our Ref: CMD III/16: IS 16333 (Part 3) 04-08-2017 Subject: Revised Guidelines for Implementation of IS 16333 (Part 3): 2016 - ‘Mobile Phone Handsets-Part 3 - Indian Language Support for Mobile Phone Handsets - Specific Requirements’ 1. This has reference to “Guidelines for Implementation of IS 16333 (Part 3): 2016 - ‘Mobile Phone Handsets-Part 3 - Indian Language Support for Mobile Phone Handsets - Specific Requirements” dated 13 June 2017. The guidelines dated 13 June 2017 for implementation of IS 16333 (Part 3): 2016 have been modified based on representations received from the Industry and MeitY’s request. The following revised guidelines shall come into force with immediate effect: Registered Manufacturers: 4. All existing Registered Manufacturers of Mobile Phones as per IS 13252 (Part 1): 2010 shall ensure that all Models marked with Standard Mark/Self Declaration Compliance Statement conform to all the requirements of IS 16333 (Part 3): 2016 as well. Necessary approval shall be obtained from BIS on or before 30 Sept 2017. No Registered Manufacturer shall be under operation from 1 October 2017 without ensuring additional conformity of the Registered Models to the requirements of IS 16333 (Part 3): 2016. For verification of additional compliance w.r.t IS 16333 (Part 3):2016, selection of Representative Model shall be from the existing Models covered in the scope of Registration. As such, Test Reports of any new Inclusion Model showing compliance to IS 16333 (Part 3):2016 shall not be accepted for the purpose of verification of additional compliance of the Models already covered in the scope of Registration. All existing Registered Manufacturers of Mobile Phones as per IS 13252 (Part 1): 2010 shall give an Undertaking in the enclosed format (Annex A) indicating those Registered Models which can be grouped into series based on the same software solution/utility and which support the same Indian Official Language(s) as per IS 16333 (Part 3).",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/IS%2016333%20Revised%20Guidelines%2004%20aug.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00018,,119,CIRC-23 Jun 2017-795007917741600536,,Discontinuation of Demand Draft,Bureau of Indian Standards (BIS),2017-06-23,2017-07-01,Discontinuation of Demand Draft,,"Between 01 July 2017 and 03 July 2017 no payment, whether through DD or online payment gateway shall be accepted. With effect from 04 July 2017 payment through payment gateway only shall be accepted.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20170623_Discontinuation_of_DD.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00080,,120,CIRC-13 Jun 2017-2864700881006249787,,Guidelines for Implementation of IS 16333 (Part 3): 2016 - Mobile Phone Handsets Part 3 - Indian Language Support for Mobile Phone Handsets - Specific Requirements,Bureau of Indian Standards (BIS),2017-06-13,2017-07-01,Guidelines for Implementation of IS 16333 (Part 3): 2016 - Mobile Phone Handsets Part 3 - Indian Language Support for Mobile Phone Handsets - Specific Requirements,IS 13252 | IS 13252 (Part 1) | IS 13252(Part 1) | IS 16333 (Part 3) | IS 16333 (Part3) | IS 16333(Part 3),"CENTRAL MARKS DEPARTMENT III Our Ref: CMD III/16: IS 16333 (Part 3) 13-06-2017 Subject: Guidelines for Implementation of IS 16333 (Part 3): 2016 - ‘Mobile Phone Handsets- Part 3 - Indian Language Support for Mobile Phone Handsets - Specific Requirements’ 1. The guidelines for implementation of IS 16333 (Part 3): 2016 have been developed and are as follows: Registered Manufacturers: 3. All existing Registered Manufacturers of Mobile Phones as per IS 13252 (Part 1): 2010 shall ensure that all Models marked with Standard Mark/Self Declaration Compliance Statement conform to all the requirements of IS 16333 (Part 3): 2016 as well. Necessary approval shall be obtained from BIS on or before 30 June 2017. No Registered Manufacturer shall be under operation from 1 July 2017 without ensuring additional conformity of the Registered Models to the requirements of IS 16333 (Part 3): 2016. For verification of additional compliance w.r.t IS 16333 (Part 3):2016, selection of Representative Model shall be from the existing Models covered in the scope of Registration. As such, Test Reports of any new Inclusion Model showing compliance to IS 16333 (Part 3):2016 shall not be accepted for the purpose of verification of additional compliance of the Models already covered in the scope of Registration. All existing Registered Manufacturers of Mobile Phones as per IS 13252 (Part 1): 2010 shall give an Undertaking in the enclosed format (Annex A) indicating those Registered Models which can be grouped into series based on the same software solution/utility which supports Indian Official Languages as per IS 16333 (Part3). From the groups of Models so formed, additional compliance to IS 16333 (Part 3) shall be ensured by testing one Model from each group to cover the entire Models in that group. All such cases for ensuring compliance to IS 16333 (Part 3) shall be processed based on Test Reports indicating conformity to IS 16333 (Part 3) from any BIS approved Laboratory.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20170613_IS_16333_Guidelines.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00030,,121,CIRC-15 Feb 2017-3096541917867539984,,Extension of date of implementation of Amendment 1 to IS 15885 (Part 2/Sec 13) : 2012,Bureau of Indian Standards (BIS),2017-02-15,,Extension of date of implementation of Amendment 1 to IS 15885 (Part 2/Sec 13) : 2012,IS 15885 (Part 2 | IS 15885(Part 2,Registration Department Ref : Registration / IS 15885 (Part 2/Sec 13) Date : 15 Feb 2017 Subject: Extension of date of implementation of Amendment 1 to IS 15885 (Part 2/Sec 13) : 2012 This has reference to the Guidelines for Implementation of Amendment 1 to IS 15885 (Part 2/Sec 13) : 2012 – Safety of Lamp Controlgear Part 2 Particular Requirements Sec 13 d.c. All other procedures of implementation of the above amendment shall remain same. Sd/- Head (Registration) Annex A (Revised) UNDERTAKING FOR APPLICANTS/ REGISTERED MANUFACTURERS 1. Name and address of Manufacturer/ Applicant (Factory): 2. 1 to IS 15885(Part 2/Sec 13) : 2012 as per BIS guidelines for registered manufacturer will be conducted from BIS approved lab and test report shall be submitted to BIS latest by 20 Jun 2017 failing which BIS may take action as per Rules including cancellation of registration granted to us. 1) shall be marked with Standard Mark after Registration. (Signature and seal of CEO /Authorised representative of the factory) Name: Date Place Countersigned by Authorised Indian Representative (In case of Foreign Manufacturer Only),https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20170215_Extention_of_A1_to_IS15885_2_13.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00031,,122,CIRC-30 Dec 2016-1066746199215622799,,Extension of date of implementation of Amendment 2 to IS 13252 (Part 1):2010,Bureau of Indian Standards (BIS),2016-12-30,2017-05-14,Extension of date of implementation of Amendment 2 to IS 13252 (Part 1):2010,IS 13252 (Part 1) | IS 13252 (Part1),CENTRAL MARKS DEPARTMENT- III Our Ref: CMD-III/16:13252 30-12-2016 Subject: Extension of date of implementation of Amendment 2 to IS 13252 (Part 1):2010 This has reference to the subject mentioned above. The last date for implementation of Amendment 2 to IS 13252 (Part1):2010 was 31 Dec 2016 as communicated vide CMD III circular number CMD-3/16: 13252(Part 1): 2010 dated 23 Feb 2016. The Competent Authority of the Bureau has now permitted extension of the date of implementation of the above amendment up to 14 May 2017. All other procedures of implementation of the above amendment shall remain the same.,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20161230_Extextension%20of%20date%20of%20implemention.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00168,,123,CIRC-29 Dec 2016-2212345714382896985,,Testing facility for &#34;LED lamps&#34; in BNBOL (Electrical Lab:Input for CRS website),Bureau of Indian Standards (BIS),2016-12-29,,Testing facility for &#34;LED lamps&#34; in BNBOL (Electrical Lab:Input for CRS website),IS 16102,The test facilities can be utilized by all the manufacturers of LED Lamps and also by Ministry of Electronics and Information Technology for the testing of surveillance samples.,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/LED%20Lamp-1.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00067,,124,CIRC-14 Dec 2016-2843942645837524467,,Guidelines for implementation of Amendment 1 to IS 15885 (Part 2/Sec 13) : 2012,Bureau of Indian Standards (BIS),2016-12-14,,Guidelines for implementation of Amendment 1 to IS 15885 (Part 2/Sec 13) : 2012,IS 15885 (Part 2 | IS 15885(Part 2,"BUREAU OF INDIAN STANDARDS (Registration Department) Our Ref: Registration/16: IS 15885(Part 2/Sec 13) Date: 14-12-2016 Sub: Guidelines for Implementation of Amendment No. 2) The Guidelines for Implementation of the Amendment are enclosed. Sd/- Head (Registration) BUREAU OF INDIAN STANDARDS (Registration Department) Our Ref: Registration/16: IS 15885(Part 2/Sec 13) Date: 14-12-2016 Sub: Guidelines for Implementation of Amendment 1 to IS 15885(Part 2/Sec 13) : 2012 – Safety of Lamp Controlgear Part 2 Particular Requirements Section 13 d.c. The procedure for implementation of Amendment 1 to IS 15885(Part 2/Sec 13):2012 shall be as given below: A. 1) shall be submitted by the applicant to BIS latest by 20 Jan 2017. c) New applications and Inclusion Requests shall not be recorded/received by BIS after 20.01.2017 onwards, if the test report does not indicate compliance to IS 15885(Part 2/Sec 13):2012 (with amendment no. Existing registered manufacturer’s case a) Registered manufacturer shall submit any one base model for which registration is granted (out of all the base and series models registered till date) to BIS recognized Lab and get it tested for the applicable tests mentioned at Annex-I –Particular Additional Requirements for SELV dc or ac supplied electronic control gears for LED modules as per IS 15885(Part 2/Sec 13) : 2012 (with amendment no. The said test report shall be submitted to BIS latest by 20 Jan 2017. b) In case, the registered manufacturer submits a test report for inclusion of a base model which complies to IS 15885(Part 2/Sec 13) : 2012 (with amendment no. The registered manufacturer shall also submit an undertaking as per prescribed format (Annex A) that all models of the product (base and series models) manufactured after 20 Jan 2017 shall conform to IS 15885(Part 2/Sec 13):2012 (with amendment no.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20161214_IS_15885_2_13A1_guidelines.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00068,,125,CIRC-02 Dec 2016-1972430200249717735,,Guidelines for implementation of Amendment 2 to IS 16102 (Part -1): 2012,Bureau of Indian Standards (BIS),2016-12-02,,Guidelines for implementation of Amendment 2 to IS 16102 (Part -1): 2012,IS 16102 | IS 16102 (Part 1) | IS 16102(Part 1) | is 31,"REGISTRATION DEPARTMENT Ref: Registration/16:16102(Part 1) 02 Dec 2016 Subject: Guidelines for implementation of Amendment No. The Guidelines for implementation of Amendment No. Further as decided by Competent Authority, Registered manufacturer are also required to submit Undertaking as per Annex-2 by 31 Dec 2016. Sd/- Head(Registration) CENTRAL MARKS DEPARTMENT - III Our Ref: CMD-III/16:16102 (Part 1) 28 11 2016 Subject: Guidelines for Implementation of Amendment No. The last date for implementation of the amendment is 31 Dec 2016. The guidelines for implementation of the amendment is given below: a) All Registered Manufacturers shall ensure that the Models marked with Standard Mark/Self Declaration Compliance Statement conforms to all the requirements of IS 16102 (Part 1): 2012 including amendment 2. However if the processing of such cases extends beyond 31 Dec 2016, the following shall be ensured: i. The rated wattage/rated voltage/lamp cap shall be restricted as per the requirements given in Amendment 2. An undertaking as per Annex 1 shall be obtained from the Manufacturer. However in such cases the following shall be ensured: i.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/16102_1_guideline_%20for_amendment_2.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00136,,126,CIRC-26 Oct 2016-1549786126516388450,,Revised undertaking for Implementation of Revised IS 16046,Bureau of Indian Standards (BIS),2016-10-26,,Revised undertaking for Implementation of Revised IS 16046,IS 16046 | IS 16046 | IS16046,"Registration Department BIS,HQ Our Ref: IS16046IPolicy 26 October 2016 Subject: Revised undertaking for Implementation of Revised IS 16046 : 2015IIEC 62133 : 2012 superseding IS 16046 :20121IEC 62133 : 2002 This has reference to Guidelines for Implementation of Revised IS 16046 : 2015 llEC 62133 : 2012 supersedingIS 16046 :2012/IEC 62133:2002issued vide circular reference IS 160461P0licy dated 09 February 2016 and extension of concurrent running period of IS 16046 : 2015 issued vide circular reference CMD-3/16 : 16046dated 12August 2016. All newapplicants whose applications are as per IS 16046:2012 shall give an undertaking (Format at Annex 1)that they shall switchover to IS 16046 : 2015 before 31 August 2017. All existing registered manufacturers shall also submit an undertaking (Format at Annex 2) that all models of the product (base and series models) conforms to IS 16046:2015/IEC 62133: 2012 and only those products found conforming to the revised standard shall be marked with the Standard Mark! the words 'Self Declaration-Conforming to IS 16046:2015IIEC 62133:2012' along with Registration number and products as per old version of Standard shall not be marked. We are also aware that this Standard has been revised as IS 16046:2015/IEC 62133: 2012 and that the old version of the Standard shall stand cancelled after 31 August 2017. We shall take timely actions to ensure for changeover to the new version before 31 August 2017. We also undertake that only those models conforming to IS 16046 :2015/ IEC 62133 : 2012 shall be marked with Standard Mark/ the words ‘Self Declaration-Conforming to IS 16046 : 2015/IEC 62133 :2012 after receiving intimation from BIS on changeover to the Revised Standard. We also undertake that after 31 August 2017, models as per old version of the Standard shall not be marked with Standard Mark/Self Declaration Compliance Statement. We also understand that in case changeover to the revised Standard is not completed before 31 August 2017, the Registration granted to us shall be liable to be cancelled by BIS. Signature of CEO/Authorised Representative Name: Designation: Counter Signature of Authorized Indian Representative: (For Foreign Manufacturers) Name: Annex 2 UNDERTAKING (for Registered Manufacturers) (Revised) 1.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20161026_Revised%20undertaking%20for%20Implementation%20of%20Revised%20IS%2016046.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00040,,127,CIRC-09 Sep 2016-6571597122019097211,,Extension of payment by DD,Bureau of Indian Standards (BIS),2016-09-09,,Extension of payment by DD,,,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/20160909_Circular_Extension%20of%20payment%20by%20DD.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00028,,128,CIRC-16 Aug 2016-7345566149927785593,,Extension of concurrent running period of IS 16046:2012 and IS 16046:2015,Bureau of Indian Standards (BIS),2016-08-16,,Extension of concurrent running period of IS 16046:2012 and IS 16046:2015,IS 16046 | IS16046,"F & Head (CMD-3) Circulated to all RO/BO/SBOs Copy to: ITS for hosting on Intranet BUREAU OF INDIAN STANDARDS [Central Marks Department - 3] Our Ref: CMD-3/16: IS 16046 Date: 12.08.2016 Subject: Extension of concurrent running period of IS 16046:2012 and IS 16046:2015 - Secondary Cells and Batteries containing alkaline or other non-acid electrolytes This has reference to the Guidelines for Implementation of Revised IS 16046:2015/IEC 62133: 2012 superseding IS 16046:2012/IEC 62133: 2002 issued vide circular reference IS16046/Policy dated 09 Feb 2016 wherein the concurrent running of both the Indian Standards was permitted till 16 Sept 2016. Accordingly IS 16046:2012/IEC 62133: 2002 shall stand cancelled after 31 August 2017. Even if the test report has been issued by the Lab prior to 31 March 2017, such cases shall not be accepted if the hardcopy is received after 31 March 2017. For Applications submitted as per the old version, if the manufacturer fails to get Registration before 31 August 2017, such Application(s) shall be processed for closure/rejection as per norms. All registered manufacturers shall switchover to the new version IS 16046:2015 on or before 31.08.2017. In case any Registered manufacturer fails to switch over to the revised version on or before 31 August 2017, steps would be initiated for cancellation of such Registrations. If the Registered Manufacturers who are having models as per both 2012 and 2015 versions in their scope fail to changeover completely to the revised version on or before 31 August 2017, all existing models as per 2012 version shall be processed for deletion from the scope of Registration. The models which have been changed over or included as per 2015 version shall only be allowed to continue in the scope.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Extension_of_battery_changeover.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00040,,129,CIRC-11 Aug 2016-6571597122019097211,,Extension of payment by DD,Bureau of Indian Standards (BIS),2016-08-11,,Extension of payment by DD,,,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Circular_Extension_of_payment_DD.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00023,,130,CIRC-02 Aug 2016-1127593728590067007,,Enquiry related to status of application,Bureau of Indian Standards (BIS),2016-08-02,,Enquiry related to status of application,,,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Enquiry_related_to_status.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00160,,131,CIRC-02 Aug 2016-9173738671571487132,,Submission of documents related to CRS,Bureau of Indian Standards (BIS),2016-08-02,,Submission of documents related to CRS,,,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Submission_of_Documents_20160802.pdf,https://www.crsbis.in/BIS/wtsnew.do
