s_no,cml_no_raw,name_address_raw,validity_date_raw,standard_no_raw,status_raw,variety_brand_raw,source_URL,retrieved_at
"1546","4100063871","Union Cement Company | Address : P.O Box 170, Ras Al Khaimah, Khor Khwair Area | City : AbuDhabi | Country : United Arab Emirates","30-APR-27 00:00:00","IS 8229 : 1986","Operative","Oil Well Cement, Class G, High Sulphate Resistant Type :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1547","4100032355","Sharjah Cement Factory (A Division of Sharjah Cement and Industrial Development Co.) | Address : P.O. Box 2083, 14th floor, Al Hisn Tower Bank Street (Borj Avenue) Al Rolla Area | City : AbuDhabi | Country : United Arab Emirates","30-APR-27 00:00:00","IS 8229 : 1986","Operative","Oil Well Cement, Class G, High Sulphate Resistant Type :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1548","4100353981","GENPACCO, INC | Address : BRGY. PITTLAND, CITY OF CABUYAO, LAGUNA | City : - | Country : Philippines","16-AUG-27 00:00:00","IS 9396 : Part 1 : 1987","Operative","Name of Product Three Piece Round Open Top Metal Cans for Foods and Beverages Types (Design Variations) One :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1549","4100249784","Hiho Wheel Mexico | Address : Av. Herminia Castro Cruz Manzana 10, Lotes 7 al 18 # 100 Col. Parque Industrial Amistad Chuy Maria, Apaseo el Grande, Guanajuato | City : Azcapotzalco, | Country : Mexico","17-JUN-26 00:00:00","IS 9436 : 2018","Deferred","Variety 1 Part Number 8MA 601 025 F Maximum Vertical axle load capacity (kN) 15.2 Size designation 8.0J :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1550","4100248378","Stamford Sport Wheels Co. Ltd., | Address : 111/2, 1115/5, 111/8 and 111/9, Mu 2, Highway 340 Suphanburi Rd., Saiyai, Sainoi Nonthaburi | City : - | Country : Thailand","17-JUN-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Variety 3 Part Number S348LP-1670 S385 – 17X8 S348LP – 17X8 Maximum Vertical :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1551","4100295892","PT. Bangun Sarana Alloy | Address : JL. Industri Raya III Block AF No.-8, Kelurahan Bunder Kecamatan Cikupa, Tangerang, Banten 15710 | City : - | Country : Indonesia","20-JAN-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number 343 Maximum Vertical axle load capacity (kN) 12.165 Size designation 14 x 6.0 :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1552","4100211961","MAXION WHEELS ESPANA,S.L | Address : CALLE DE LA LEMMERZ,41 | APARTADO 102 | 08240 MANRESA | City : - | Country : Spain","02-MAR-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Part Number 2190904 2190903 Maximum Vertical axle load capacity (kN) 18.640 14.126 Size :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1553","4100235975","DICASTAL MEXICO,S.DE R.L.DE C.V. | Address : Avenida Johnson Controls No. 2000 Industrial Park Santa Maria Zip Code 25933 Ramos Arizpe Coahuila | City : Azcapotzalco, | Country : Mexico","08-MAY-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Variety 3 Variety 4 Variety 5 Part Number 7HL09GSAAB 04755598AA 04755600AA 04755314AA 68579816AA Maximum :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1554","4100226671","PT Chemco Harapan Nusantara | Address : Kawasan INdustri Mitra Karawang Jl. Mitra Raya ii Kav. e7-12, Kab Karawang, Jawa Barat | City : - | Country : Indonesia","10-APR-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Variety 3 Variety 4 Part Number TR20 TR30 TR06 TR07 Maximum Vertical axle load :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1555","4100226368","Lizhong Mexico, S.DE R.L. DE C.V | Address : Boulevard Interpuerto Monterrey 205, Salinas Victoria, Frac Industrial Interpuerto Monterrey, Nuevo Leon | City : Azcapotzalco, | Country : Mexico","03-APR-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 2 3 4 5 6 7 8 9 10 Part Number 68629286AA 5A6F0F9 68629288AA 5A19DE0 5A6F100 68469724AA 5A6F119 5A6F120 8MA :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1556","4100226469","Yachiyoda Alloy Wheel Company Limited | Address : 101/52 Moo 20, Navanakorn Industrial Real Estate Klongnung Klong Luang Pathum-Thani, | City : - | Country : Thailand","03-APR-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Part Number HEXA F6, VANGUARD 20 LX 7 Maximum Vertical axle load capacity (kN) 16.08 16.08 Size :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1557","4100184378","Maxion Wheels Czech s,r,o | Address : Vratimovska 707 | City : - | Country : Czech Republic","04-JUL-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number 2170307 Maximum Vertical axle load capacity (kN) 14.716 kN Size designation 3.50B :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1558","4100109566","RONAL POLSKA SP Z.O.O | Address : UL,WROCLAWSKA 95 | City : | Country : Poland","15-DEC-26 00:00:00","IS 9436 : 2018","Operative","Variety Part Number 4258 Maximum Vertical axle load capacity (KN) 14.1264 Size designation 7.5J x :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1559","4100105457","Cevher Jant Sanayii A.S.(Cevher Alloy Wheels) | Address : EGE Free Zone | Akcay Cad No. 144/1 | Gaziemir/Izmir/Turkiye, | Aegean Provence Izmir | City : - | Country : Turkey","13-OCT-26 00:00:00","IS 9436 : 2018","Operative","Performance Requirements and Test Methods for Wheels for Passenger Cars, Quadricycles and Mini Goods :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1560","4100105558","BORBET Thutinhrn GmbH | Address : Am Fliegerhorst 17 | 99947 Bad Langensalza | City : - | Country : Germany","13-OCT-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Part Number A 174 401 02 00 (MB00062) A 174 401 23 00 (MB00065) Maximum :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1561","4100221661","Hands Corporation Ltd., | Address : 50, Gajeong-ro 37 Beon-gil, Seogu, Incheon, 22836 | City : - | Country : South Korea","26-MAR-27 00:00:00","IS 9436 : 2018","Operative","Annex - 1 Name of the product: Performance Requirements and Test Methods for Wheels for Passenger Cars, :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1562","4100178585","LENSO WHEEL COMPANY LIMITED | Address : 100 MOO 1, WELLGROW ESTATE, BANGNA-TRAD KM.36, HOMSIN, BANGPAKONG DISTRICT, CHACHEONGSAO 24130 THAILAND | City : - | Country : Thailand","12-MAY-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Variety 3 Variety 4 Part Number FJAY16705C+ 35MKSP F90117755G+40LE01 FJBB17755H+ :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1563","4100184479","Maxion Inci Jant Sanayi A.S. (Steel) | Address : Organize Sanayi Bolgesi, 2, Kisim Kecilikoyosb Mah. Mustafa Kemal Blv. No 2, Yunusemre/Manisa, Turkiye | City : - | Country : Turkey","04-JUL-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number 2190203, 1674001400 Maximum Vertical axle load capacity (kN) 18.148 kN Size :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1564","4100110652","Topy America, INC | Address : 980 Chenault Road, | Frankfort, Franklin KY, | City : - | Country : United States","26-DEC-26 00:00:00","IS 9436 : 2018","Operative","Performance requirements and methods of test for wheels for passenger cars, Quadricycles and Mini Goods :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1565","4100134363","NEW THAI WHEEL MANUFACTURING CO.LTD. | Address : 7/318 MOO 6 | City : - | Country : Thailand","24-APR-26 00:00:00","IS 9436 : 2018","Operative","Performance requirements and methods of test for wheels for passenger cars, Quadricycles and Mini Goods :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1566","4100117666","DIKA MOROCCO AFRICA. | Address : CR AMER SFLIA AFZ RN4, KENITRA, MOROCCO - | City : | Country : Morocco","23-JAN-27 00:00:00","IS 9436 : 2018","Operative","Product: Performance requirements and test methods for wheels for passenger cars Variety 1 Variety :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1567","4100115359","Maxion Wheels (Thailand) Company Limited | Address : 42 Moo 5, Nongplakradi Road | City : - | Country : Thailand","16-JAN-27 00:00:00","IS 9436 : 2018","Operative","Performance requirements and methods of test for wheels for passenger cars, Quadricycles and Mini Goods :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1568","4100104051","BORBET Sachsen GmbH | Address : Industriestrasse 3 | D-02923 Kodersdorf | Germany | City : - | Country : Germany","27-SEP-26 00:00:00","IS 9436 : 2018","Operative","Variety Part Number 5E3 601 025C Maximum Vertical axle load capacity (KN) 12.26 Size designation 7J :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1569","4100104253","BORBET Austria GmbH | Address : LAMPRECHTSHAUSENER STRASSE 77 | A-5282 RANSHOFEN-BRAUNAU | City : | Country : Austria","29-SEP-26 00:00:00","IS 9436 : 2018","Operative","Variety Part Number 4K0601025D Maximum Vertical axle load capacity (KN) 15.2 Size designation 8J :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1570","4100104758","Maxion Wheels Italia Srl con socio unico | Address : Via Roma nr 200 - 25020 Dello Brescia IT Dello Brescia | City : - | Country : Italy","09-OCT-26 00:00:00","IS 9436 : 2018","Operative","Part Number 8717 Maximum Vertical axle load capacity (kN) 19.914 kN Size designation 9.5 J X 22 Material Aluminum :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1571","4100151363","Maxion Inci Jant Sanayi A.S. (Aluminium) | Address : Kecilikoyosb Mah. Organize Dsnsyi Bolgesi 3 | Kisim, Mustafa Kemal Bulvari No. 14 | City : - | Country : Turkey","20-AUG-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Part Number 83A.601.025.H 8501-1 83A.601.025K , 8503-1 Maximum :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1572","4100162166","RONAL QUERETARO S.A. de C.V | Address : San Pedrito 108 PIQ, | Queretaro Potosi, STA, Rosa Jauregui, | City : Azcapotzalco, | Country : Mexico","22-NOV-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Variety 3 Part Number 4203 4204 4395 MaximumVertical axle load capacity :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1573","4100162267","RONAL SAN LUIS S.A. de C.V | Address : Frankfurt 203, | San Luis Potosi, Vila de Reyes | City : Azcapotzalco, | Country : Mexico","22-NOV-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Variety 3 Part Number 4923 4353 4355 Maximum Vertical axle load capacity (kN) 12.361 :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1574","4100162974","Synergies Castings LLC | Address : Sohar Industrial City, P.O.69, P.C.327, Sultanate of Oman | City : Albatinah | Country : Oman","29-NOV-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Variety 3 Variety 4 Part Number 222-22X10 3190-22X10 444x22x10 333-20x9.5 Maximum :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1575","4100160768","CROMODORA WHEELS S.P.A | Address : VIA MONTICHIARI,20 GHEDI BS, 25016 | City : - | Country : Italy","22-OCT-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number CD570 Maximum Vertical axle load capacity (kN) 17.66 Size designation 9J x 21H2 Material Aluminum :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1576","4100160869","HYUNDAI SUNGWOO CASTING CORPORATION CHUNGGJU PLANT | Address : 344, CHUNGJUHOSU-RO, CHUNGJU-SI, CHUNGCHENGBUK-DO, | City : - | Country : South Korea","29-OCT-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Variety 3 Variety 4 Variety 5 Part Number 41730-36000 52910-2W300/310 41730-36100 52910-D4320 52910-G1210 Maximum :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1577","4100196284","SeAH Besteel Corporation | Address : 522, Oehang-ro, Gunsan-si, Jeonbuk-do, Republic of Korea | City : - | Country : South Korea","16-DEC-26 00:00:00","IS 9550 : 2001","Operative","Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery As-rolled :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1578","4100207667","Cogne Acciai Speciali spa | Address : Via Paravera 16, Aosta AO | City : - | Country : Italy","11-FEB-26 00:00:00","IS 9550 : 2001","Deferred","Name of the product Bright Steel Bars Steel Designation/Grade and its properties As per Annexure-A enclosed Finished :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1579","4100349788","UGITECH SA | Address : Avenue Paul Girod 73400 Ugine | City : - | Country : France","03-AUG-29 00:00:00","IS 9550 : 2001","Operative","Name of the product Bright Steel Bars Product Designation As per Annex-I Treatment Condition at Delivery Quenched :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1580","4100168986","Superalloy Industrial Co. Ltd., | Address : 80 Yun-Ko Road Sec. 3, Dou-Liu City, Yun-Lin County 64064 | City : - | Country : Taiwan","04-FEB-26 00:00:00","IS 9436 : 2018","Deferred","Variety 1 Variety 2 Variety 3 Variety 4 Variety 5 Variety 6 Variety 7 Variety 8 Variety 9 Variety 10 Variety :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1581","4100171369","Superior Industries De Mexico S DE RL DE CV | Address : Libramiento Oriente 1 7100 Parque Industrial, Chihuahua Sur Chihuahua, Chihuahua 31090 Mexico | City : Azcapotzalco, | Country : Mexico","25-FEB-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number 04755610AA Maximum Vertical axle load capacity (kN) 8.339 Size designation 7.5J :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1582","4100171470","RONAL IBERICA SAU | Address : Poligono La Paz s/n | Teruel A.P. 14, | City : - | Country : Spain","28-FEB-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number A 223 401 70 00, 4528 Maximum Vertical axle load capacity (kN) 16.677 kN Size :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1583","4100174476","Korea Wheel Corporation | Address : 165, Gwanchanggongdan-gil, Jugyo-myeon, Boryeong-si, Chungcheongnam-do | City : - | Country : South Korea","22-APR-27 00:00:00","IS 9436 : 2018","Operative","Part Number DM1340 Maximum Vertical axle load capacity (kN) 18.148 kN Size designation 10.5J X 21 Material Aluminum :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1584","4100135264","Daewon Al-Tec Co., Ltd. Jeonju Branch | Address : 133, Wanjusandan4-ro, Bongdong-eup, Wanju-gun, Jeollabuk-do, KoreaJeollabuk-do | City : - | Country : South Korea","01-MAY-27 00:00:00","IS 9436 : 2018","Operative","Performance requirements and methods of test for wheels for passenger cars, Quadricycles and Mini Goods :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1585","4100133765","MAXION WHEELS CZECH s.r.o | Address : VRATIMOVSKA 707 | City : | Country : Czech Republic","25-APR-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Part Number 982 601 025M 98.281.106.77 Maximum Vertical axle load 7.9kN 12.16kN Size :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1586","4100139272","CROMODORA WHEELS S.R.O | Address : PRUMYSLOVA 369 | City : -- | Country : Czech Republic","24-MAY-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Part Number CDP402 CD643 (8B3.601.025.CE) Maximum Vertical axle load capacity :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1587","4100138169","SUPERIOR INDUSTRIES PRODUCTION POLAND SP.Z.O.O | Address : UL.IGNACEGA MOSCICKIEGO 2, 37-450 STALOWA WOLA, | POLAND | City : | Country : Poland","25-APR-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number 9Y0.601.025.BL Maximum Vertical axle load capacity (KN) 8.30kN per wheel Size :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1588","4100148172","Borbet GmbH | Address : Hauptstrasse 5 | 59969 Hallenberg-Hesborn | City : - | Country : Germany","31-JUL-29 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number 5NA601 025 AD (VW00224) Maximum Wheel load capacity (KN) 7.31 Size designation 7J :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1589","4100144467","MW LublinSp.Z.O.O-CLN Group | Address : MW LublinSp.Z.O.O-CLN Group | Melgiewska 7/9 Lublin | City : | Country : Poland","03-JUL-27 00:00:00","IS 9436 : 2018","Operative","Part Number. 362X, A2234000100, A2234002400, 378X,A2474000900, A2474001100 Maximum Verticle axle load :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1590","4100132157","CMS JANT VE MAKINA SANAYI ANONIM SIRKETI | Address : CMS JANT VE MAKINA SANAYI A S, A.O.S.B 10006/1 SOK NO.12 35620 CIGLI | LZMIR TURKIYE, TURKEY | City : - | Country : Turkey","16-APR-27 00:00:00","IS 9436 : 2018","Operative","Part No. 6896764 Maximum wheel load capacity (kN) 7.70085kN Size designation 7.5JX17H2 Material Aluminium :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1591","4100132258","CMS JANT VE MAKINA SANAYI ANONIM SIRKETI. | Address : KEMAPLPASA CAD NO.302 35060 PINARBASI LZMIR TURKIYE | TURKEY | City : - | Country : Turkey","16-APR-27 00:00:00","IS 9436 : 2018","Operative","Part No. 3J0071496 Maximum wheel load capacity (kN) 6.7689kN Size designation 7J-NX16H2 Material Aluminium :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1592","4100132359","CMS JANT VE MAKINA SANAYI ANONIM SIRKETI | Address : ERKUT SOKAK NO 11, EGE SERBEST BOLGESI GAZIEMIR LZMIR TURKIYE | City : - | Country : Turkey","16-APR-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Variety 2 Part Number A 174 401 49 00 A 174 401 48 00 Maximum Vertical Axle Load (kN) 7.357 :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1593","4100133866","RONAL CR s.r.o | Address : Jungmannova 1117, | Jicin | Hardec Kralove | City : | Country : Czech Republic","25-APR-27 00:00:00","IS 9436 : 2018","Operative","Performance requirements and methods of test for wheels for passenger cars, Quadricycles and Mini Goods :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1594","4100130759","RONAL CR s.r.o | Address : U Pardubicky 282-Stare Civice, Pardubice Kraj | Czech Republic-53000 | City : | Country : Czech Republic","05-APR-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number 4191 Maximum Vertical Axle load capacity (KN) 12.2625kN Size designation 7J :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1595","4100126667","RONAL POLSKA SP Z.O.O | Address : UL WROCLAWSKA 95 | City : | Country : Poland","20-MAR-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number 4279 Maximum Wheel load capacity (KN) 17.658 Size designation 9J x 19 Material Aluminum :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1596","4100126768","RONAL POLSKA SP.Z.O.O | Address : UL.W.ORKANA 155WALBRZYCH | City : | Country : Poland","16-MAR-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number 4154 Maximum vertical axle capacity (KN) 13.734 kN Size designation 9½ J X :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1597","4100100750","Steeltec AG | Address : Emmenweidstrasse 72,6020 Emmenbrucke, Switzerland. | City : Switzerland | Country : Switzerland","16-AUG-29 00:00:00","IS 9550 : 2001","Operative","Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Cold :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1598","4100130860","TOPY INDUSTRIES LIMITED. | Address : TOYOKAWA FACTORY 3-30 HONOHARA,TOYOKAWA-SHI, AICHI, JAPAN -442-8506 | City : Aichi | Country : Japan","05-APR-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number 42700-T12-T510-M1 Maximum Wheel load capacity (KN) 4.613kN Size designation 15 :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1599","4100120150","SUPERIOR INDUSTRIES DE MEXICO S DE RL DE CV | Address : East Liberation 1, No. 8100, Chihuahua, Chihuahua, Mexico, 31090Chihuahua | City : Azcapotzalco, | Country : Mexico","26-FEB-27 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number 8 MA.601.025.D Maximum Wheel load capacity (KN) 7.602 Size designation 8J –N :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1600","4100095884","LEGO Production S.R.O | Address : Jutska 2779,Psc-27201, Klando, Czech Republic | City : - | Country : Czech Republic","24-MAR-27 00:00:00","IS 9873 : Part 1 : 2019","Operative","Sl No. Type Description of Toy Category Sub-Category Starting Age Series no. Applicable primary :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1601","4100124865","RONAL GmbH | Address : Landkommissaerstrasse 18, | Landau, Rhineland-Palatinat | City : - | Country : Germany","05-MAR-26 00:00:00","IS 9436 : 2018","Operative","Variety 1 Part Number 4595 Maximum Wheel load capacity (KN) 15.7941 Size designation 20 X 11J Material Aluminum :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1602","4100264174","T.W.R Industries (M) SDN BHD | Address : 8 & 9, Persiaran Perindustrian Kanthan 5, Kawasan Perindustrian Kanthan, 31200 Chemor, Perak, | City : - | Country : Malaysia","03-SEP-26 00:00:00","IS 9438 : 2018","Operative","Part Number 7.50-20 Maximum Vertical axle load capacity (kN) 78.46 kN Size designation 7.50 x 20 Material Ferrous :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1603","4100064772","GUANGDONG LIANSU TECHNOLOGY INDUSTRIAL CO., LTD | Address : Liansu Industrial Estate, Longjiang Town, Shunde District, Foshan City, Guangdong ProvinceFoshan | City : Shunde | Country : China","14-MAY-24 00:00:00","IS 9537 : Part 3 : 1983","Deferred","Conduits for electrical Installations Rigid Plain conduits of insulating material for the following :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1604","4100343170","BGH Edelstahl Siegen GmbH | Address : Industriestrabe 9, Siegen | City : - | Country : Germany","16-JUN-27 00:00:00","IS 9550 : 2024","Operative","Name of the Product Bright Steel Bars Product Designation (Please refer Annex A for declared chemical :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1605","4100344172","OGISO KOGYO CO. LTD | Address : 2-1, Tomifune, Nakagawa, Nagoya 454-0823 | City : - | Country : Japan","06-JUL-27 00:00:00","IS 9550 : 2024","Operative","Name of the Product Bright Steel Bars Product Designation Unalloyed Steel (Low Carbon ( C < 0.25 :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1606","4100305061","HYUNDAI SPECIAL STEEL COMPANY | Address : 151, Daesong-ro, Nam-gu, Pohang-si,Gyeongsangbuk-do, 790-300 | City : - | Country : South Korea","14-JAN-27 00:00:00","IS 9550 : 2024","Operative","Name of the product Bright Steel Bars Product Designation (i) IS 9550 SUM43 Chemical composition: C: :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1607","4100134868","SANYO SPECIAL STEEL CO., LTD. | Address : 3007, NAKASHIMA, | SHIKAMA-KU HIMEJI-SHI, HYOGO, | JAPAN-8 | City : - | Country : Japan","26-APR-27 00:00:00","IS 9550 : 2024","Operative","Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Soft :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1608","4100259989","Shree Shiva Shakti Ghee Udyog Pvt. Ltd. | Address : Jeetpur-Simara Sub Metropolitan City, Ward No.-7, Bhawanipur, Bara District, Narayani Zone, Nepal | City : - | Country : Nepal","03-AUG-26 00:00:00","IS 12029 : 2023","Operative","Acid Oil :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1609","4100196385","STEELTEC GMBH | Address : EUPENERSTRASSE70,40549 DUSSELDORF, | GERMANY | City : - | Country : Germany","15-DEC-26 00:00:00","IS 9550 : 2024","Operative","Product Designation Treatment Condition at Delivery [As-rolled and peeled/turned (+SH), Cold Drawn (+C), :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1610","4100201756","CALVI S.P.a | Address : Via IV Novembre, 2 | 23807 MERATE (LC) | City : - | Country : Italy","23-JAN-27 00:00:00","IS 9550 : 2024","Operative","Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Soft :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
"1611","4100189186","SeAH Special Steel Co. Ltd. | Address : 40, Goedong-Ro, Nam-Gu, Pohang-Si, Gyeongsangbuk-Do Korea | City : - | Country : South Korea","29-SEP-26 00:00:00","IS 9550 : 2024","Operative","Name of the product Bright Steel Bars Product Designation As per Annex-A Treatment Condition at Delivery Cold :","https://www.services.bis.gov.in/php/BIS_2.0/fmcs/All_fmcs_list.php","2026-08-31"
