id,related_IS,title
169,IS 963: 1958,विमान उपयोग हेतु क्रोम मोलिब्डेनम स्टील बार एवं रॉड
170,IS 4454 (भाग 4): 2001,यांत्रिक स्प्रिंग हेतु स्टील वायर – भाग 4: स्टेनलेस स्टील वायर
171.,IS 1993 : 2018,कोल्ड-रिड्यूस्ड इलेक्ट्रोलाइटिक टिन प्लेट
172.,IS 12591:2018,कोल्ड-रिड्यूस्ड इलेक्ट्रोलाइटिक क्रोमियम / क्रोमियम ऑक्साइड कोटेड स्टील
173.,IS 412:1975,सामान्य प्रयोजन हेतु विस्तारित स्टील शीट
174.,IS 2100: 1970,"बॉयलर हेतु स्टील बिलेट, बार एवं सेक्शन"
175.,IS 2589: 1975,अपहोल्स्ट्री स्प्रिंग हेतु हार्ड ड्रॉन स्टील वायर
176.,IS 3298: 1981,जहाज निर्माण हेतु माइल्ड स्टील रिवेट बार
177.,IS 4072: 1975,स्प्रिंग वॉशर हेतु स्टील
178.,IS 8510 (भाग II): 1977,आर्मेचर एवं रोटर बैंडिंग हेतु स्टील वायर – भाग II (मैग्नेटिक बैंडिंग वायर)
179.,IS 8510 (भाग III): 1977,आर्मेचर एवं रोटर बैंडिंग हेतु टिनयुक्त स्टील वायर – भाग III (नॉन-मैग्नेटिक)
180.,IS 8563: 1977,स्प्लिट पिन बनाने के लिए हाफ राउंड माइल्ड स्टील वायर
181.,IS 8564: 1977,सुईयों के लिए स्टील वायर
182.,IS 8565: 1977,हील्ड वायर
183.,IS 8566: 1977,रीड्स के लिए स्टील वायर
184.,IS 8917: 1978,गैल्वनाइजिंग पॉट्स के लिए प्लेट्स
185.,IS 9442: 1980,"कृषि डिस्क बनाने के लिए हॉट रोल्ड स्टील प्लेट्स, शीट्स और स्ट्रिप्स"
186.,IS 9485: 1980,पोरसलेन एनामलिंग के लिए कोल्ड-रिड्यूस्ड और हॉट-रोल्ड कार्बन स्टील शीट
187.,IS 10794: 1984,कोटर पिन के लिए माइल्ड स्टील वायर
188.,IS 12262:1988,स्प्रिंग वॉशर्स के लिए ट्रैपेज़ॉइडल स्टील वायर
189,IS 1470: 2013,सिलिकोमैंगनीज – विनिर्देश
190,IS 15911:2010,संरचनात्मक स्टील (सामान्य गुणवत्ता)
191,IS 1171: 2011,फेरोमैंगनीज – विनिर्देश
192,IS 4431: 1978,कार्बन और कार्बन-मैंगनीज फ्री-कटिंग स्टील
193,IS 4432: 1988,केस हार्डनिंग स्टील
194,IS 5518: 1996,ड्रॉप फोर्जिंग के लिए डाई ब्लॉक्स के लिए स्टील
195,IS 8748: 1978,फोर्ज्ड/रोल्ड CTC सेगमेंट्स
196,IS 12145: 1987,प्रेशर वेसल के लिए क्वेंच्ड और टेम्पर्ड एलॉय स्टील फोर्जिंग
197,IS 13387: 1992,मेटल फॉर्मिंग के लिए टूल स्टील फोर्जिंग
198,IS 14698:1999,"डिफेंस सेवाओं में उपयोग होने वाले शेल बॉडीज़ और प्रूफ़ शॉट बनाने के लिए कार्बन और लो एलॉय बिल्लेट्स, ब्लूम्स, स्लैब और बार्स"
199,IS/ISO 11951 : 2016,कोल्ड-रिड्यूस्ड टिनमिल प्रोडक्ट्स – ब्लैकप्लेट
200.,IS 3930: 1994,फ्लेम और इंडक्शन हार्डनिंग स्टील
201.,IS 5478: 1969,थर्मोस्टैट मेटल शीट और स्ट्रिप
202,IS 13352: 1992,"कंटीन्यसली कास्ट ब्लूम्स, बिल्लेट्स और स्लैब्स से उत्पादित फोर्जिंग के लिए स्टॉक"
203,IS 16644: 2018,"प्रेशर-स्टील कंक्रीट के लिए स्ट्रेस-रिलीव्ड, लो रिलेक्षन स्टील वायर"
204,IS 17404 : 2020,इलेक्ट्रोगैल्वनाइज्ड हॉट रोल्ड और कोल्ड रिड्यूस्ड कार्बन स्टील शीट्स और स्ट्रिप्स
205,IS 18316: 2023,सेमी/फुली प्रोसेस्ड नॉन-ग्रेन ओरिएंटेड या फुली प्रोसेस्ड ग्रेन ओरिएंटेड इलेक्ट्रिकल स्टील के लिए हॉट रोल्ड और कोल्ड रोल्ड स्टील स्ट्रिप्स
206,IS 18384: 2023,"पाइपलाइन ट्रांसपोर्टेशन सिस्टम के लिए वेल्डेड स्टील पाइप हेतु हॉट-रोल्ड स्टील स्ट्रिप, शीट और प्लेट्स"
207,IS 18385: 2023,ऑटोमोटिव अनुप्रयोगों के लिए हॉट-डिप गैल्वनाइज्ड/गैल्वानेल्ड स्टील शीट्स और स्ट्रिप्स
208,IS 18513: 2023,"हॉट-डिप जिंक-एल्यूमिनियम-मैग्नीशियम मिश्र धातु कोटेड स्टील शीट्स, प्लेट्स और स्ट्रिप्स"
209,IS 1469: 1993,फेरोमॉलीब्डेनम – विनिर्देश
210,IS 1466: 1985,फेरो वेनेडियम के लिए विनिर्देश
211.,IS 8329 : 2000,"पानी, गैस और सीवेज के लिए सेंट्रीफ्यूगली कास्ट (स्पन) डक्टाइल आयरन प्रेशर पाइप्स","11. डक्टाइल आयरन प्रेशर पाइप्स और फिटिंग्स (गुणवत्ता नियंत्रण) आदेश, 2009
S.O. No. 1544(E) दिनांक 25-06-2009
उपरोक्त आदेश को DIPP द्वारा गजट नोटिफिकेशन संख्या 2681(E) दिनांक 23 अक्टूबर 2009 के माध्यम से रद्द कर दिया गया और नई नोटिफिकेशन संख्या 2749(E) दिनांक 30-10-2009 जारी की गई।"
212.,IS 9523:2000,"पानी, गैस और सीवेज के लिए प्रेशर पाइप्स के डक्टाइल आयरन फिटिंग्स"
213.,IS 1161:2014,संरचनात्मक प्रयोजनों के लिए स्टील ट्यूब्स,"माइल्ड स्टील ट्यूब्स (सीमलेस ट्यूब और API विनिर्देश के अनुसार ट्यूब्स को छोड़कर) (गुणवत्ता नियंत्रण) आदेश, 1978 और संशोधन आदेश, 1983
G.S.R. No. 374(E) दिनांक 18-07-1978
 के द्वारा प्रतिस्थापित
12. स्टील ट्यूब्स (गुणवत्ता नियंत्रण) आदेश 2020
S.O. 281 दिनांक 21/01/2020."
214.,IS 1239 (भाग 1):2014,"स्टील ट्यूब्स, ट्यूबुलर्स और अन्य व्रॉट स्टील फिटिंग्स – भाग 1 : स्टील ट्यूब्स"
215.,IS 4270:2001,पानी की कुओं के लिए उपयोग होने वाली स्टील ट्यूब्स (200 मिमी व्यास तक)
216.,IS 9139:1979,फाउंड्री में उपयोग के लिए मेलएबल आयरन शॉट्स और ग्रिट्स के लिए विनिर्देश,"13. मेलएबल आयरन शॉट्स और ग्रिट्स (गुणवत्ता नियंत्रण) आदेश, 2020"
विद्युत ट्रांसफार्मर,
217.,IS 1180 (भाग 1),"आउटडोर प्रकार के ऑयल में डुबोए गए वितरण ट्रांसफार्मर, 2500 kVA तक और शामिल, 33 KV – विनिर्देश भाग 1, मिनरल ऑयल में डुबोए गए","14. विद्युत ट्रांसफार्मर (गुणवत्ता नियंत्रण) आदेश, 2015
S.O. 1221 (E) दिनांक 07-05-2015"
विद्युत मोटर,
218.,IS 12615,ऊर्जा-कुशल इंडक्शन मोटर – तीन फेज़ स्क्विरल केज,"15. SO 178(E), दिनांक 18 जनवरी 2017
SO 3207(E), दिनांक 29 सितंबर 2017"
कॅपेसिटर,
219.,IS 2993,ए.सी. मोटर कॅपेसिटर,"16. SO 2434(E), दिनांक 01 अगस्त 2017
कार्यान्वयन की तारीख 01/02/2018"
220.,IS 13340,"ए.सी. पावर सिस्टम के लिए सेल्फ-हीलिंग प्रकार के पावर कॅपेसिटर, रेटेड वोल्टेज 650V तक"
221.,IS 13585 भाग 1,"ए.सी. सिस्टम के लिए नॉन-सेल्फ-हीलिंग प्रकार के शंट पावर कॅपेसिटर, रेटेड वोल्टेज 1000V तक और शामिल, भाग-1 सामान्य प्रदर्शन, परीक्षण और रेटिंग, सुरक्षा आवश्यकताएँ, स्थापना और संचालन के लिए मार्गदर्शिका"
विद्युत ट्रांसफॉर्मर,
विद्युत मोटर,
कैपेसिटर,
"रसायन, उर्वरक, पॉलिमर एवं वस्त्र",
222.,IS 252:2013,कास्टिक सोडा – विनिर्देश,"17. भारतीय मानक ब्यूरो (कास्टिक सोडा) आदेश, 2018
(एस.ओ. संख्या 1468 (ई), दिनांक 3 अप्रैल 2018)"
223.,IS 10116 : 2015,बोरिक एसिड – विनिर्देश,"18. भारतीय मानक ब्यूरो (बोरिक एसिड के लिए मानक) आदेश, 2019
(एस.ओ. 1766 (ई), दिनांक 16 मई 2019)"
224.,IS 15573,पॉली एल्युमिनियम क्लोराइड,"19. पॉली एल्युमिनियम क्लोराइड (गुणवत्ता नियंत्रण) आदेश, 2019
(एस.ओ. 2790 (ई), दिनांक 05/08/2019)"
,IS 695:2020,एसीटिक एसिड,"एसीटिक एसिड (गुणवत्ता नियंत्रण) आदेश, 2019
(एस.ओ. 2791 (ई), दिनांक 05/08/2019)
एसीटिक एसिड (गुणवत्ता नियंत्रण) आदेश, 2019 में संशोधन
(एस.ओ. 344 (ई), दिनांक 24 जनवरी 2020)
एसीटिक एसिड (गुणवत्ता नियंत्रण) आदेश, 2019 में संशोधन
(एस.ओ. 2179 (ई), दिनांक 01/07/2020)
एसीटिक एसिड क्यूसीओ विस्तार आदेश
एसीटिक एसिड संशोधन आदेश
एसीटिक एसिड (गुणवत्ता नियंत्रण) आदेश, 2019
विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 31/01/2022
एसीटिक एसिड (गुणवत्ता नियंत्रण) आदेश, 2019
विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 27 जुलाई 2022
एसीटिक एसिड (गुणवत्ता नियंत्रण) आदेश, 2019
(एस.ओ. 530 (ई), दिनांक 02/02/2023)
एसीटिक एसिड (गुणवत्ता नियंत्रण) आदेश, 2019
एस.ओ. 3136 (ई), दिनांक 05 अगस्त 2024
एसीटिक एसिड (गुणवत्ता नियंत्रण) आदेश, 2019 की वापसी आदेश
एस.ओ. 3378 (ई), दिनांक 23 जुलाई 2025"
,IS 2833:2019,एनिलीन,"एनिलीन (गुणवत्ता नियंत्रण) आदेश, 2019
(एस.ओ. 2792 (ई), दिनांक 05/08/2019)
एनिलीन (गुणवत्ता नियंत्रण) आदेश, 2019 की वापसी आदेश
एस.ओ. 3380 (ई), दिनांक 23 जुलाई 2025"
,IS 517:2020,मेथनॉल,"मेथनॉल (गुणवत्ता नियंत्रण) आदेश, 2019
(एस.ओ. 2793 (ई), दिनांक 05/08/2019)
मेथनॉल (गुणवत्ता नियंत्रण) आदेश, 2019 की वापसी आदेश
एस.ओ. 3379 (ई), दिनांक 23 जुलाई 2025"
225.,IS 5158: 1987,"फ्थैलिक एनहाइड्राइड, तकनीकी हेतु विनिर्देश","20. फ्थैलिक एनहाइड्राइड (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1402(ई), दिनांक 23/04/2020)
फ्थैलिक एनहाइड्राइड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020
फ्थैलिक एनहाइड्राइड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021
फ्थैलिक एनहाइड्राइड (गुणवत्ता नियंत्रण) आदेश, 2021
विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 24/12/2021
फ्थैलिक एनहाइड्राइड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 13 जून 2022
फ्थैलिक एनहाइड्राइड (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2022
(एस.ओ. 5989(ई), दिनांक 21/12/2022)"
,IS 8058:2018,पाइरीडीन,"पाइरीडीन (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1890(ई), दिनांक 16/06/2020)
पाइरीडीन (गुणवत्ता नियंत्रण) आदेश, 2020 में संशोधन
(एस.ओ. 4416(ई), दिनांक 04/12/2020)
पाइरीडीन (गुणवत्ता नियंत्रण) आदेश, 2020 में संशोधन
एस.ओ. 1070(ई), दिनांक 05 मार्च 2024
एस.ओ. 1125(ई), दिनांक 11 मार्च 2025
पाइरीडीन (गुणवत्ता नियंत्रण) आदेश, 2020 निरस्त
एस.ओ. 5307(ई), दिनांक 20 नवंबर 2025"
226.,IS 16113:2013,गामा पिकोलिन,"गामा पिकोलिन (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1891(ई), दिनांक 16/06/2020)"
227.,IS 12084:2018,मॉर्फोलिन,"मॉर्फोलिन (गुणवत्ता नियंत्रण) आदेश, 2020
एस.ओ. 4772(ई), दिनांक 30 अक्टूबर 2024"
228.,IS 297:2001,"सोडियम सल्फाइड, तकनीकी","सोडियम सल्फाइड (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1894(ई), दिनांक 16/06/2020)"
229.,IS 7129:1992,"पोटैशियम कार्बोनेट, निर्जल","24. पोटैशियम कार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1895(ई), दिनांक 16/06/2020)
पोटैशियम कार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2020 में संशोधन
(एस.ओ. 4415(ई), दिनांक 04/12/2020)
पोटैशियम कार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2020 में संशोधन
पोटैशियम कार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2020
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 11/03/2022)
पोटैशियम कार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2020
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 11 अगस्त 2022)
पोटैशियम कार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 536(ई), दिनांक 02/02/2023)
पोटैशियम कार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 3298(ई), दिनांक 21 जुलाई 2023)
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 जुलाई 2023)"
230.,IS 170:2004,एसीटोन,"25. एसीटोन (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1896(ई), दिनांक 16/06/2020)
एसीटोन (गुणवत्ता नियंत्रण) आदेश में संशोधन
एसीटोन (गुणवत्ता नियंत्रण) आदेश में संशोधन
एसीटोन (गुणवत्ता नियंत्रण) आदेश, 2020 में संशोधन
एसीटोन (गुणवत्ता नियंत्रण) आदेश, 2020 में संशोधन
एसीटोन (गुणवत्ता नियंत्रण) आदेश, 2020
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 11/03/2022)
एसीटोन (गुणवत्ता नियंत्रण) आदेश, 2020
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 11 अगस्त 2022)
एसीटोन (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 537(ई), दिनांक 02/02/2023)
एसीटोन (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 3299(ई), दिनांक 21 जुलाई 2023)
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 जुलाई 2023)"
231.,IS 4581:1978,"फॉस्फोरस ट्राइक्लोराइड, शुद्ध एवं विश्लेषणात्मक अभिकर्मक","26. फॉस्फोरस ट्राइक्लोराइड (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1897(ई), दिनांक 16/06/2020)"
232.,IS 11744:1986,"फॉस्फोरस पेंटाक्लोराइड, तकनीकी","27. फॉस्फोरस पेंटाक्लोराइड (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1898(ई), दिनांक 16/06/2020)"
233.,IS 11657:1986,"फॉस्फोरस ऑक्सीक्लोराइड, तकनीकी","28. फॉस्फोरस ऑक्सीक्लोराइड (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1899(ई), दिनांक 16/06/2020)"
234.,IS 2080:2021,स्थिरीकृत हाइड्रोजन पेरॉक्साइड,"29. हाइड्रोजन पेरॉक्साइड (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1900(ई), दिनांक 16/06/2020)
हाइड्रोजन पेरॉक्साइड (गुणवत्ता नियंत्रण) आदेश, 2020 में संशोधन
(एस.ओ. 4414(ई), दिनांक 04/12/2020)
हाइड्रोजन पेरॉक्साइड (गुणवत्ता नियंत्रण) आदेश, 2020 में संशोधन
हाइड्रोजन पेरॉक्साइड (गुणवत्ता नियंत्रण) आदेश, 2022
एस.ओ. 4000(ई), दिनांक 24 अगस्त, 2022"
235.,IS 3205:1984,"अवक्षिप्त बेरियम कार्बोनेट, तकनीकी","30. अवक्षिप्त बेरियम कार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1901(ई), दिनांक 16/06/2020)"
236.,IS 12928:1990,सिरेमिक एवं कांच उद्योग हेतु अवक्षिप्त बेरियम,"अवक्षिप्त बेरियम कार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1901(ई), दिनांक 16/06/2020)"
237.,IS 4505:2015,सोडियम फॉर्मल्डिहाइड सल्फॉक्सिलेट,"31. सोडियम फॉर्मल्डिहाइड सल्फॉक्सिलेट (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1902(ई), दिनांक 16/06/2020)"
,IS 6100:1984,"सोडियम ट्राइपॉलीफॉस्फेट, निर्जल, तकनीकी","सोडियम ट्राइपॉलीफॉस्फेट (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1903(ई), दिनांक 16/06/2020)
सोडियम ट्राइपॉलीफॉस्फेट (गुणवत्ता नियंत्रण) आदेश, 2020 में संशोधन
(एस.ओ. 4417(ई), दिनांक 04/12/2020)
सोडियम ट्राइपॉलीफॉस्फेट (गुणवत्ता नियंत्रण) आदेश, 2020 में संशोधन
सोडियम ट्राइपॉलीफॉस्फेट (गुणवत्ता नियंत्रण) आदेश, 2020
(विभिन्न रसायनों के लिए संशोधन आदेश, दिनांक 11/03/2022)
सोडियम ट्राइपॉलीफॉस्फेट (गुणवत्ता नियंत्रण) आदेश, 2020
(विभिन्न रसायनों के लिए संशोधन आदेश, दिनांक 11 अगस्त 2022)
सोडियम ट्राइपॉलीफॉस्फेट (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 534(ई), दिनांक 02/02/2023)
सोडियम ट्राइपॉलीफॉस्फेट (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 3300(ई), दिनांक 21 जुलाई 2023)
(विभिन्न रसायनों के लिए संशोधन आदेश, दिनांक 21 जुलाई 2023)
सोडियम ट्राइपॉलीफॉस्फेट (गुणवत्ता नियंत्रण) आदेश, 2020 में संशोधन
एस.ओ. 1069(ई), दिनांक 05 मार्च 2024
सोडियम ट्राइपॉलीफॉस्फेट (गुणवत्ता नियंत्रण) आदेश, 2020 में संशोधन
एस.ओ. 1124(ई), दिनांक 11 मार्च 2025
सोडियम ट्राइपॉलीफॉस्फेट (गुणवत्ता नियंत्रण) आदेश, 2020 निरस्त
एस.ओ. 5309(ई), दिनांक 20 नवम्बर 2025"
238.,IS 14709:1999,एन-ब्यूटाइल एक्रिलेट,"32. एन-ब्यूटाइल एक्रिलेट (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 2182(ई), दिनांक 29/06/2020)
विभिन्न रासायनिक उत्पादों के लिए संशोधन आदेश
एन-ब्यूटाइल एक्रिलेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021
एन-ब्यूटाइल एक्रिलेट (गुणवत्ता नियंत्रण) आदेश, 2021
विभिन्न रसायनों के लिए संशोधन आदेश, दिनांक 24/12/2021
एन-ब्यूटाइल एक्रिलेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
विभिन्न रसायनों के लिए संशोधन आदेश, दिनांक 13 जून 2022
एन-ब्यूटाइल एक्रिलेट (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2022
(एस.ओ. 5992(ई), दिनांक 21/12/2022)
एन-ब्यूटाइल एक्रिलेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 2729(ई), दिनांक 20/06/2023)
दो पेट्रोकेमिकल्स के लिए संशोधन आदेश, दिनांक 20 जून 2023"
239.,IS 336:1973,ईथर,"33. ईथर (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 2183(ई) दिनांक 29/06/2020)
ईथर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021"
,IS 5295:1985,एथिलीन ग्लाइकोल,"एथिलीन ग्लाइकोल (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 2184(ई) दिनांक 29/06/2020)
शुद्धिपत्र दिनांक 21.07.2020
एथिलीन ग्लाइकोल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020
एथिलीन ग्लाइकोल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021
एथिलीन ग्लाइकोल (गुणवत्ता नियंत्रण) आदेश, 2021
विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 24/12/2021
एथिलीन ग्लाइकोल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 13 जून 2022
एथिलीन ग्लाइकोल (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 6109(ई), दिनांक 28/12/2022)
एथिलीन ग्लाइकोल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 1407(ई), दिनांक 23 मार्च 2023)
एथिलीन ग्लाइकोल (गुणवत्ता नियंत्रण) आदेश, 2021 को निरस्त करने का आदेश
एस.ओ. 5130(ई), दिनांक 12 नवम्बर 2025"
,IS 537:2011,टोल्यून,"टोल्यून (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 2186(ई), दिनांक 29/06/2020)
टोल्यून (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021
टोल्यून (गुणवत्ता नियंत्रण) आदेश, 2021
विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 24/12/2021
टोल्यून (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 13 जून 2022
टोल्यून (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2022
(एस.ओ. 5990(ई), दिनांक 21/12/2022)
टोल्यून (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 2730(ई), दिनांक 20/06/2023)
टोल्यून (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2023
(एस.ओ. 5373(ई), दिनांक 19 दिसम्बर 2023)
टोल्यून (गुणवत्ता नियंत्रण) प्रथम संशोधन आदेश, 2024
(एस.ओ. 5537(ई), दिनांक 24 दिसम्बर 2024)
टोल्यून (गुणवत्ता नियंत्रण) आदेश, 2021 को निरस्त करने का आदेश
एस.ओ. 5528(ई), दिनांक 01 दिसम्बर 2025"
,IS 15030:2001,टेरेफ्थैलिक अम्ल,"टेरेफ्थैलिक अम्ल (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 2185(ई), दिनांक 29/06/2020)
टेरेफ्थैलिक अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021
टेरेफ्थैलिक अम्ल (गुणवत्ता नियंत्रण) आदेश, 2021
विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 24/12/2021
टेरेफ्थैलिक अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 13 जून 2022
टेरेफ्थैलिक अम्ल (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2022
(एस.ओ. 5991(ई), दिनांक 21/12/2022)
टेरेफ्थैलिक अम्ल (गुणवत्ता नियंत्रण) आदेश, 2021 को निरस्त करने का आदेश
एस.ओ. 5129(ई), दिनांक 12 नवम्बर 2025"
,IS 14707: 1999,मेथाइल एक्रिलेट,"मेथाइल एक्रिलेट, एथाइल एक्रिलेट, एन-ब्यूटाइल एक्रिलेट (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. सं. 4001(ई), दिनांक 04/11/2020)
विभिन्न रासायनिक उत्पादों हेतु संशोधन आदेश
मेथाइल एक्रिलेट, एथाइल एक्रिलेट (गुणवत्ता नियंत्रण) आदेश, 2021
विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 22/12/2021
मेथाइल एक्रिलेट, एथाइल एक्रिलेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 30 मई 2022)
मेथाइल एक्रिलेट, एथाइल एक्रिलेट (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2022
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 25 नवम्बर 2022)
मेथाइल एक्रिलेट, एथाइल एक्रिलेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 2335(ई), दिनांक 23 मई 2023)
मेथाइल एक्रिलेट, एथाइल एक्रिलेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 928(ई), दिनांक 27 फरवरी 2024
मेथाइल एक्रिलेट, एथाइल एक्रिलेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 1556(ई), दिनांक 01 अप्रैल 2025
मेथाइल एक्रिलेट, एथाइल एक्रिलेट (गुणवत्ता नियंत्रण) आदेश, 2021 को निरस्त करने का आदेश
एस.ओ. 5529(ई), दिनांक 01 दिसम्बर 2025"
,IS 14708:1999,एथाइल एक्रिलेट
,IS 12345:1988,विनाइल एसीटेट मोनोमर,"विनाइल एसीटेट मोनोमर (गुणवत्ता नियंत्रण) आदेश, 2020 (एस.ओ. सं. 4003(ई), दिनांक 04/11/2020)
विभिन्न रासायनिक उत्पादों हेतु संशोधन आदेश
विनाइल एसीटेट मोनोमर (गुणवत्ता नियंत्रण) आदेश, 2021
विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 22/12/2021
विनाइल एसीटेट मोनोमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 30 मई 2022)
विनाइल एसीटेट मोनोमर (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2022
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 25 नवम्बर 2022)
विनाइल एसीटेट मोनोमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 2334(ई), दिनांक 23 मई 2023)
मेथाइल एक्रिलेट, एथाइल एक्रिलेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 2335(ई), दिनांक 23 मई 2023)
विनाइल एसीटेट मोनोमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 927(ई), दिनांक 27 फरवरी 2024
विनाइल एसीटेट मोनोमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 1555(ई), दिनांक 01 अप्रैल 2025
विनाइल एसीटेट मोनोमर (गुणवत्ता नियंत्रण) आदेश, 2021 को निरस्त करने का आदेश
एस.ओ. 5530(ई), दिनांक 01 दिसम्बर 2025"
