is_id,canonical_is_number,display_is_number,raw_is_number_variants,standard_number,standard_year,part_number,section_number,amendment_reference,iec_reference,part_source,is_iec_flag,title,title_vernacular,standard_scope,part_section_label,revision,version,publication_date,publication_date_precision,revision_date,reaffirmation_review_date,standard_status,standard_status_original,superseded_standard,superseding_standard,technical_committee,subcommittee,product_category,degree_of_equivalence,mandatory_voluntary,certification_type,official_url,document_url,source_url,source_reference_label,parse_status,source_file_count,source_file_ids,source_files,source_sheets,source_rows,record_disposition,conflict_count,conflict_fields,review_flag,review_reason,populated_field_count,completeness_pct
STD-00958,IS 210,IS 210 : 2009,IS 210 : 2009,,2009,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,6,F033;F034;F035;F040;F043;F045,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F034:-:531;F034:-:1430;F035:-:17;F035:-:18;F035:-:192;F035:-:210;F035:-:332;F035:-:360;F035:-:377;F035:-:411;F035:-:413;F040:-:3123;F040:-:3124;F040:-:3125;F043:-:232;F045:-:3123;F045:-:3124;F045:-:3125,CANONICAL,0,,,Record exists because another record referenced it.,6,16.67
STD-00959,IS 2100,IS 2100: 1970,,,1970,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F034,bis_gazette_notification.csv,,F034:-:190;F034:-:1089,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00960,IS 2112,IS 2112:2014,,,2014,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:50;F006:BIS_FAQs_Master:51;F006:BIS_FAQs_Master:53;F006:BIS_FAQs_Master:55;F006:BIS_FAQs_Master:56;F006:BIS_FAQs_Master:61;F006:BIS_FAQs_Master:62;F006:BIS_FAQs_Master:63;F006:BIS_FAQs_Master:64;F006:BIS_FAQs_Master:65;F006:BIS_FAQs_Master:66;F006:BIS_FAQs_Master:68;F006:BIS_FAQs_Master:69;F006:BIS_FAQs_Master:70;F006:BIS_FAQs_Master:71;F006:BIS_FAQs_Master:78;F006:BIS_FAQs_Master:80;F006:BIS_FAQs_Master:90;F006:BIS_FAQs_Master:91;F006:BIS_FAQs_Master:92;F006:BIS_FAQs_Master:93;F006:BIS_FAQs_Master:94;F006:BIS_FAQs_Master:98,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00961,IS 2113,IS 2113,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:51,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00962,IS 2124,IS 2124,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00963,IS 2141,IS 2141:2000,,,2000,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,3,F033;F034;F035,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv,,F033:-:109;F034:-:649;F034:-:1548;F035:-:90;F035:-:251;F035:-:259;F035:-:274;F035:-:377;F035:-:409,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00964,IS 2142,IS 2142,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00965,IS 2154,IS 2154,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:236,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00966,IS 2167,IS 2167,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:26;F035:-:67;F035:-:372,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00967,IS 2185,IS 2185,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:5;F035:-:30;F035:-:126;F035:-:192;F035:-:220;F035:-:316;F035:-:339;F035:-:349;F035:-:380;F035:-:426,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00968,IS 2191,IS 2191,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F034;F035,bis_gazette_notification.csv;bis_laboratories.csv,,F034:-:550;F034:-:551;F034:-:1449;F034:-:1450;F035:-:5;F035:-:18;F035:-:34;F035:-:339;F035:-:353;F035:-:364;F035:-:368;F035:-:401;F035:-:426;F035:-:428,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00969,IS 2202,IS 2202,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,3,F033;F034;F035,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv,,F033:-:109;F034:-:546;F034:-:552;F034:-:1445;F034:-:1451;F035:-:2;F035:-:5;F035:-:18;F035:-:122;F035:-:198;F035:-:283;F035:-:339;F035:-:340;F035:-:353;F035:-:364;F035:-:368;F035:-:380;F035:-:401;F035:-:426;F035:-:428;F035:-:430,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00970,IS 2202 (Part 1),IS 2202 (Part 1) : 2023,IS 2202 (Part 1) : 2023,,2023,1,,,,explicit,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,3,F040;F043;F045,data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F040:-:808;F040:-:820;F043:-:233;F045:-:808;F045:-:820,CANONICAL,0,,,Record exists because another record referenced it.,8,22.22
STD-00971,IS 2215,IS 2215,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:179,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00972,IS 222,is 222,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00973,IS 2255,IS 2255 : 1977,,,1977,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F034;F035,bis_gazette_notification.csv;bis_laboratories.csv,,F034:-:146;F034:-:1045;F035:-:5;F035:-:17;F035:-:18,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00974,IS 2257,IS 2257,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00975,IS 2266,IS 2266 : 2024,IS 2266 : 2019 | IS 2266 : 2024,,2019,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,6,F033;F034;F035;F040;F043;F045,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F034:-:645;F034:-:1544;F035:-:192;F035:-:400;F040:-:821;F040:-:822;F040:-:823;F040:-:827;F043:-:234;F043:-:235;F045:-:821;F045:-:822;F045:-:823;F045:-:827,CONFLICT_PRESERVED,1,standard_year,,Record exists because another record referenced it.,6,16.67
STD-00976,IS 2268,IS 2268,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:110,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00977,IS 2269,IS 2269,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:37;F035:-:400,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00978,IS 228,IS 228,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,F007:BIS_Laboratory_Scopes:30,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00979,IS 23,is 23,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:40;F033:-:75;F033:-:79,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00980,IS 2312,IS 2312,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:93;F035:-:130;F035:-:186;F035:-:247;F035:-:298;F035:-:398,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00981,IS 2339,IS 2339,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:204;F035:-:245,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00982,IS 2347,IS 2347:2023,IS 2347:2023 | IS 2347,,2023,,,Revision,,,NO,DOMESTIC PRESSURE COOKER - SPECIFICATION (Seventh Revision),,,,Rev 07,2023,2023-08-10,DAY,2023-08-10,2025-11-01,ACTIVE,Active (Mandatory),,,"MED 33 (Utensils, Cutlery and Domestic Hardware)",MED 33:1,Pressure Cookers/Domestic Hardware,Indigenous,,,https://standards.bis.gov.in/website,https://standards.bis.gov.in/website,https://www.bis.gov.in/product-certification/product-certification-process/,BIS Standards record | BIS Standard Details — IS 2347:2023 | BIS amendment document | BIS amendment PDF | BIS Amendment No.2 May 2025,PARSED,28,F005;F007;F009;F010;F011;F012;F013;F014;F015;F016;F018;F019;F021;F024;F025;F026;F027;F028;F029;F030;F031;F032;F033;F034;F035;F040;F043;F045,BIS_Combined_Testing_Master.xlsx;BIS_Laboratory_Scopes.xlsx;BIS_Notifications_Master.xlsx;BIS_Product_Manuals_Master.xlsx;BIS_Products_Details.xlsx;BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx;BIS_QCO-schema_2.xlsx;BIS_QCO_Master_Records (1).xlsx;BIS_QCO_Master_Records.xlsx;BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx;BIS_Standards_Amendments.xlsx;BIS_Standards_Details_v2 (1).xlsx;BIS_Standards_Details_v2.xlsx;BIS_Standards_Details_v3.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Standards_Scheme_Mapping.xlsx;BIS_Testing_Parameters_Master.xlsx;bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,BIS Standards;BIS_FMCS_Scheme_IV;BIS_Laboratory_Scopes;BIS_Notifications_Master;BIS_Product_Manuals;BIS_QCO-schema_2;BIS_QCO_Master_Scheme_1;BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;BIS_Standards_Amendments;BIS_Standards_Intelligence;BIS_Standards_Scheme_Mapping;BIS_Testing_Parameters;Combined_Testing_Master;Products_Details;QCO_Master_Details;QCO_Master_Records;QCO_Summary,F026:BIS_Standards_Amendments:8;F026:BIS_Standards_Amendments:9;F026:BIS_Standards_Amendments:10;F027:BIS Standards:8;F028:BIS Standards:8;F029:BIS Standards:8;F030:BIS_Standards_Intelligence:8;F031:BIS_Standards_Scheme_Mapping:8;F005:Combined_Testing_Master:64;F005:Combined_Testing_Master:65;F005:Combined_Testing_Master:66;F005:Combined_Testing_Master:67;F005:Combined_Testing_Master:68;F005:Combined_Testing_Master:69;F005:Combined_Testing_Master:70;F005:Combined_Testing_Master:71;F005:Combined_Testing_Master:72;F005:Combined_Testing_Master:73;F005:Combined_Testing_Master:74;F005:Combined_Testing_Master:75;F007:BIS_Laboratory_Scopes:8;F009:BIS_Notifications_Master:7;F009:BIS_Notifications_Master:8;F010:BIS_Product_Manuals:8;F011:Products_Details:8;F012:Products_Details:8;F013:Products_Details:8;F014:BIS_QCO-schema_2:8;F015:QCO_Master_Records:3;F016:QCO_Master_Details:2;F018:BIS_QCO_Master_Scheme_1:8;F021:BIS_FMCS_Scheme_IV:8;F024:BIS_Schemes_Master:8;F025:BIS_Schemes_Master_Scheme_2:8;F032:BIS_Testing_Parameters:8;F033:-:85;F033:-:109;F034:-:322;F034:-:1221;F035:-:41;F035:-:202;F035:-:210;F035:-:294;F035:-:315;F035:-:324;F035:-:352;F035:-:380;F035:-:413;F035:-:422;F040:-:806;F040:-:807;F043:-:236;F045:-:806;F045:-:807;F019:QCO_Summary:3,REQUIRES_REVIEW,3,amendment_reference;display_is_number;standard_year,YES,CONFLICT_FREE_TEXT_DIVERGENCE,24,66.67
STD-00983,IS 2358,IS 2358,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00984,IS 2365,IS 2365 : 2024,IS 2365 : 2018 | IS 2365 : 2024,,2018,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,6,F033;F034;F035;F040;F043;F045,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F034:-:646;F034:-:1545;F035:-:18;F035:-:37;F035:-:212;F040:-:809;F040:-:828;F040:-:829;F040:-:830;F043:-:237;F043:-:238;F045:-:809;F045:-:828;F045:-:829;F045:-:830,CONFLICT_PRESERVED,1,standard_year,,Record exists because another record referenced it.,6,16.67
STD-00985,IS 2373,IS 2373:1981,,,1981,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,3,F033;F034;F035,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv,,F033:-:109;F034:-:726;F034:-:1625;F035:-:276,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00986,IS 2385,IS 2385 : 1977,,,1977,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F034;F035,bis_gazette_notification.csv;bis_laboratories.csv,,F034:-:132;F034:-:1031;F035:-:5;F035:-:17;F035:-:18;F035:-:62;F035:-:339;F035:-:384,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00987,IS 2386,IS 2386,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00988,IS 2396,IS 2396,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00989,IS 2400,IS 2400,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:52;F035:-:100,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00990,IS 2403,IS 2403 : 2024,IS 2403 : 2014 | IS 2403 : 2024,,2014,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,6,F033;F034;F035;F040;F043;F045,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F034:-:581;F034:-:1480;F035:-:85;F035:-:280;F035:-:400;F040:-:831;F040:-:832;F040:-:833;F040:-:835;F043:-:239;F043:-:240;F045:-:831;F045:-:832;F045:-:833;F045:-:835,CONFLICT_PRESERVED,1,standard_year,,Record exists because another record referenced it.,6,16.67
STD-00991,IS 2404,IS 2404,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00992,IS 2409,IS 2409,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:100,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00993,IS 2414,IS 2414:2005,,,2005,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,3,F033;F034;F035,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv,,F033:-:109;F034:-:678;F034:-:1577;F035:-:85,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00994,IS 2415,IS 2415 :2015,,,2015,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,3,F033;F034;F035,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv,,F033:-:109;F034:-:679;F034:-:1578;F035:-:85,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-00995,IS 2418,IS 2418,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:179,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00996,IS 2448,IS 2448,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:363,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00997,IS 245,IS 245,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:85;F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00998,IS 2465,IS 2465,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:90;F035:-:179;F035:-:255;F035:-:259;F035:-:328,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-00999,IS 2494,IS 2494,IS 2494 : Part 1 : 1994,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,6,F033;F034;F035;F040;F043;F045,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F034:-:741;F034:-:742;F034:-:1640;F034:-:1641;F035:-:2;F035:-:184;F035:-:357;F040:-:836;F040:-:837;F043:-:241;F045:-:836;F045:-:837,CANONICAL,0,,,Record exists because another record referenced it.,5,13.89
STD-01000,IS 25,is 25,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:42,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-01001,IS 2501,IS 2501: 1995,IS 2501 : 1995,,1995,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,5,F034;F035;F040;F043;F045,bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F034:-:618;F034:-:1517;F035:-:18;F035:-:151;F040:-:838;F040:-:839;F040:-:840;F043:-:242;F045:-:838;F045:-:839;F045:-:840,CANONICAL,0,,,Record exists because another record referenced it.,6,16.67
STD-01002,IS 2507,IS 2507 : 1975,IS 2507 : 1975,,1975,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,5,F034;F035;F040;F043;F045,bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F034:-:145;F034:-:1044;F035:-:17;F035:-:361;F040:-:824;F040:-:825;F040:-:826;F040:-:841;F043:-:243;F045:-:824;F045:-:825;F045:-:826;F045:-:841,CANONICAL,0,,,Record exists because another record referenced it.,6,16.67
STD-01003,IS 2508,IS 2508,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:23;F035:-:68;F035:-:72;F035:-:74;F035:-:82;F035:-:86;F035:-:88;F035:-:112;F035:-:115;F035:-:119;F035:-:123;F035:-:156;F035:-:170;F035:-:173;F035:-:187;F035:-:210;F035:-:262;F035:-:265;F035:-:271;F035:-:287;F035:-:294;F035:-:298;F035:-:322;F035:-:372;F035:-:419;F035:-:425,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-01004,IS 251,IS 251 : 2024,IS 251 : 2024,,2024,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,4,F033;F040;F043;F045,bis_circulars (1).csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F040:-:3126;F043:-:244;F045:-:3126,CANONICAL,0,,,Record exists because another record referenced it.,6,16.67
STD-01005,IS 2512,IS 2512,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-01006,IS 252,IS 252:2013,IS 252 : 2013,,2013,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,6,F033;F034;F035;F040;F043;F045,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F034:-:245;F034:-:1144;F035:-:15;F035:-:146;F035:-:168;F040:-:1758;F040:-:1759;F040:-:2808;F040:-:2809;F040:-:2810;F040:-:2829;F040:-:3127;F040:-:3128;F040:-:3129;F040:-:3130;F040:-:3131;F040:-:3132;F040:-:3133;F040:-:3134;F040:-:3135;F040:-:3136;F043:-:245;F045:-:1758;F045:-:1759;F045:-:2808;F045:-:2809;F045:-:2810;F045:-:2829;F045:-:3127;F045:-:3128;F045:-:3129;F045:-:3130;F045:-:3131;F045:-:3132;F045:-:3133;F045:-:3134;F045:-:3135;F045:-:3136,CANONICAL,0,,,Record exists because another record referenced it.,6,16.67
STD-01007,IS 253,IS 253,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:2;F035:-:15;F035:-:52;F035:-:121,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-01008,IS 2530,IS 2530,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:265,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-01009,IS 2533,IS 2533,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F035,bis_laboratories.csv,,F035:-:72,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-01010,IS 2546,IS 2546,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,F033;F035,bis_circulars (1).csv;bis_laboratories.csv,,F033:-:109;F035:-:324,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-01011,IS 2547,IS 2547,IS 2547 : Part 1 : 1976,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,5,F033;F035;F040;F043;F045,bis_circulars (1).csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,,F033:-:109;F035:-:144;F035:-:329;F040:-:842;F043:-:246;F045:-:842,CANONICAL,0,,,Record exists because another record referenced it.,5,13.89
STD-01012,IS 2548,IS 2548,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,1,F033,bis_circulars (1).csv,,F033:-:109,CANONICAL,0,,,Record exists because another record referenced it.,3,8.33
STD-01013,IS 2552,IS 2552:1989,,,1989,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,3,F033;F034;F035,bis_circulars (1).csv;bis_gazette_notification.csv;bis_laboratories.csv,,F033:-:109;F034:-:626;F034:-:1525;F035:-:18;F035:-:173,CANONICAL,0,,,Record exists because another record referenced it.,4,11.11
STD-01014,IS 2553,IS 2553,IS 2553 Parts 1 & 2 | IS 2553 : Part 1 : 2018 | IS 2553 : Part 2 : 2019,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,https://www.bis.gov.in/product-certification/product-certification-process/,,PARSED,10,F005;F009;F012;F013;F031;F033;F035;F040;F043;F045,BIS_Combined_Testing_Master.xlsx;BIS_Notifications_Master.xlsx;BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx;BIS_Standards_Scheme_Mapping.xlsx;bis_circulars (1).csv;bis_laboratories.csv;data__raw__fmcs_all_fmcs_list_raw.csv;output__fmcs_is_coverage.csv;output__topic18_fmcs_manufacturers.csv,BIS_Notifications_Master;BIS_Standards_Scheme_Mapping;Combined_Testing_Master;Products_Details,F031:BIS_Standards_Scheme_Mapping:21;F005:Combined_Testing_Master:149;F009:BIS_Notifications_Master:15;F009:BIS_Notifications_Master:16;F009:BIS_Notifications_Master:17;F012:Products_Details:24;F013:Products_Details:24;F033:-:85;F033:-:109;F035:-:55;F035:-:81;F035:-:264;F035:-:276;F035:-:277;F035:-:412;F040:-:843;F040:-:846;F040:-:848;F040:-:849;F040:-:850;F040:-:851;F040:-:852;F040:-:853;F040:-:854;F040:-:855;F040:-:856;F040:-:857;F040:-:858;F040:-:859;F040:-:860;F040:-:861;F040:-:863;F040:-:864;F040:-:865;F040:-:866;F040:-:867;F040:-:868;F040:-:869;F040:-:870;F040:-:871;F040:-:872;F040:-:873;F040:-:874;F040:-:875;F040:-:876;F040:-:877;F040:-:878;F040:-:879;F040:-:880;F040:-:881;F040:-:882;F040:-:885;F040:-:888;F040:-:889;F040:-:890;F040:-:891;F040:-:892;F040:-:893;F040:-:894;F040:-:895;F040:-:896;F040:-:900;F040:-:901;F040:-:902;F040:-:903;F040:-:904;F040:-:905;F040:-:910;F040:-:911;F040:-:912;F040:-:913;F040:-:914;F040:-:915;F040:-:916;F040:-:917;F040:-:918;F040:-:919;F040:-:920;F040:-:921;F040:-:924;F040:-:925;F043:-:247;F043:-:248;F045:-:843;F045:-:846;F045:-:848;F045:-:849;F045:-:850;F045:-:851;F045:-:852;F045:-:853;F045:-:854;F045:-:855;F045:-:856;F045:-:857;F045:-:858;F045:-:859;F045:-:860;F045:-:861;F045:-:863;F045:-:864;F045:-:865;F045:-:866;F045:-:867;F045:-:868;F045:-:869;F045:-:870;F045:-:871;F045:-:872;F045:-:873;F045:-:874;F045:-:875;F045:-:876;F045:-:877;F045:-:878;F045:-:879;F045:-:880;F045:-:881;F045:-:882;F045:-:885;F045:-:888;F045:-:889;F045:-:890;F045:-:891;F045:-:892;F045:-:893;F045:-:894;F045:-:895;F045:-:896;F045:-:900;F045:-:901;F045:-:902;F045:-:903;F045:-:904;F045:-:905;F045:-:910;F045:-:911;F045:-:912;F045:-:913;F045:-:914;F045:-:915;F045:-:916;F045:-:917;F045:-:918;F045:-:919;F045:-:920;F045:-:921;F045:-:924;F045:-:925,CANONICAL,0,,,,6,16.67
