product_id,product_name,alternate_names,product_category,product_subcategory,product_description,keywords,product_group,certification_scheme_to_store,source_product_ids,source_url,source_reference_label,source_file_count,source_file_ids,source_files,source_sheets,source_rows,record_disposition,conflict_count,conflict_fields,review_flag,review_reason,populated_field_count,completeness_pct
PROD-00156,Portland Pozzolana Cement — Part 1 Fly-ash based,,,,,,,,,,,1,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,F014:BIS_QCO-schema_2:11,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00157,Portland Pozzolana Cement — Part 2 Calcined clay based,,,,,,,,,,,1,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,F014:BIS_QCO-schema_2:12,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00158,Portland Slag Cement,,Civil Engineering,Cement & Concrete,Prescribes chemical and physical properties for hydraulic cement blended with granulated blast-furnace slag.,,,,PROD_IS455_PSC,,Products under Compulsory Certification,11,F010;F011;F014;F017;F018;F019;F021;F024;F025;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_Products_Details.xlsx;BIS_QCO-schema_2.xlsx;BIS_QCO_Master_Records_v3.xlsx;BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_FMCS_Scheme_IV;BIS_Product_Manuals;BIS_QCO-schema_2;BIS_QCO_Master_Scheme_1;BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;BIS_Standards_Intelligence;BIS_Testing_Parameters;Products_Details;QCO_Master_Records;QCO_Summary,F011:Products_Details:14;F010:BIS_Product_Manuals:14;F014:BIS_QCO-schema_2:14;F017:QCO_Master_Records:9;F018:BIS_QCO_Master_Scheme_1:14;F019:QCO_Summary:9;F021:BIS_FMCS_Scheme_IV:14;F024:BIS_Schemes_Master:14;F025:BIS_Schemes_Master_Scheme_2:14;F030:BIS_Standards_Intelligence:14;F032:BIS_Testing_Parameters:14,CANONICAL,0,,,,6,54.55
PROD-00159,Portland Slag Cement - Specification,,Civil Engineering/Construction Materials,Blended Hydraulic Cements,"Prescribes manufacturing, chemical, and physical characteristics of Portland Slag Cement made by inter-grinding clinker, gypsum, and granulated blast-furnace slag.",,,,IS 455:2015,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:14;F013:Products_Details:14,MERGED,0,,,,6,54.55
PROD-00160,"Power Adaptors for Audio, Video & Similar Electronic Apparatus",,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:18,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00161,Power Adaptors for IT Equipments,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:17,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00162,Power Banks for use in portable applications,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:31,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00163,Power converters for use in photovoltaic power system,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:73;F001:-:74,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00164,"Printers, Plotters",,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:8,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00165,Professional,,,,,,,,,,,1,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,F015:QCO_Master_Records:14,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00166,PU-Rubber Sole High-Ankle Tactical Boots,,,,,,,,,,,1,F019,BIS_QCO_Summary.xlsx,QCO_Summary,F019:QCO_Summary:32,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00167,"Pumps, Compressors, Furnaces, Centrifuges, Cranes, Earthmoving/Mining Machinery, Weaving/Textile Looms, Machine Tools, Rubber/Plastics Machinery, Gearboxes, Rotary Electrical Machines, Diesel Generators, Transformers, Power Semiconductor Converters, and Switchgear/Controlgear (>1000V & <=1000V)",,,,,,,,,,,2,F022;F023,BIS_Scheme_X_Industrial.xlsx;BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,F022:BIS_Scheme_X:6;F023:BIS_Scheme_X:6,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00168,Rapid Hardening Portland Cement,,Civil Engineering,Cement & Concrete,Covers Portland cement designed for early structural strength development and high setting speed.,,,,PROD_IS8041_RHPC,,Products under Compulsory Certification,11,F010;F011;F014;F017;F018;F019;F021;F024;F025;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_Products_Details.xlsx;BIS_QCO-schema_2.xlsx;BIS_QCO_Master_Records_v3.xlsx;BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_FMCS_Scheme_IV;BIS_Product_Manuals;BIS_QCO-schema_2;BIS_QCO_Master_Scheme_1;BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;BIS_Standards_Intelligence;BIS_Testing_Parameters;Products_Details;QCO_Master_Records;QCO_Summary,F011:Products_Details:15;F010:BIS_Product_Manuals:15;F014:BIS_QCO-schema_2:15;F017:QCO_Master_Records:10;F018:BIS_QCO_Master_Scheme_1:15;F019:QCO_Summary:10;F021:BIS_FMCS_Scheme_IV:15;F024:BIS_Schemes_Master:15;F025:BIS_Schemes_Master_Scheme_2:15;F030:BIS_Standards_Intelligence:15;F032:BIS_Testing_Parameters:15,CANONICAL,0,,,,6,54.55
PROD-00169,Rapid Hardening Portland Cement - Specification,,Civil Engineering/Construction Materials,Special Portland Cements,"Specifies properties for high-early-strength Portland cement intended for rapid construction cycles, precast components, and cold-weather work.",,,,IS 8041:1990,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:15;F013:Products_Details:15,MERGED,0,,,,6,54.55
PROD-00170,Recessed LED Luminaries,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:33,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00171,Requirement of Retro-Reflective Devices for Bicycles,,,,,,,,,,,1,F002,06_scheme_iv.csv,,F002:-:5;F002:-:7,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00172,Rice Cooker,,,,,,,,,,,1,F001,05_scheme_ii.csv,,F001:-:57,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00173,Rubber Hose for Liquefied Petroleum Gas (LPG): Domestic and Commercial Application,,,,,,,,,,,2,F018;F021,BIS_QCO_Master_Scheme_1.xlsx;BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV;BIS_QCO_Master_Scheme_1,F018:BIS_QCO_Master_Scheme_1:28;F021:BIS_FMCS_Scheme_IV:28,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00174,Rubber Hose for Liquefied Petroleum Gas (LPG): Industrial Application,,,,,,,,,,,2,F018;F021,BIS_QCO_Master_Scheme_1.xlsx;BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV;BIS_QCO_Master_Scheme_1,F018:BIS_QCO_Master_Scheme_1:27;F021:BIS_FMCS_Scheme_IV:27,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00175,Rubber Hose for LPG (Domestic and Commercial Application),,,,,,,,,,,2,F024;F025,BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2,F024:BIS_Schemes_Master:28;F025:BIS_Schemes_Master_Scheme_2:28,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00176,Rubber Hose for LPG - Domestic and Commercial Applications,,,,,,,,,,,1,F019,BIS_QCO_Summary.xlsx,QCO_Summary,F019:QCO_Summary:23,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00177,Rubber Hose for LPG - Industrial & Domestic,,,,,,,,,,,1,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,F015:QCO_Master_Records:9,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00178,Rubber Hose for LPG (Industrial Application),,,,,,,,,,,2,F024;F025,BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2,F024:BIS_Schemes_Master:27;F025:BIS_Schemes_Master_Scheme_2:27,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00179,Rubber Hose for LPG - Industrial Applications,,,,,,,,,,,1,F019,BIS_QCO_Summary.xlsx,QCO_Summary,F019:QCO_Summary:22,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00180,Rubber Hose for LPG — Domestic & Commercial Application,,,,,,,,,,,2,F030;F032,BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_Standards_Intelligence;BIS_Testing_Parameters,F030:BIS_Standards_Intelligence:28;F032:BIS_Testing_Parameters:28,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00181,Rubber Hose for LPG — Domestic and Commercial Application,,,,,,,,,,,1,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,F014:BIS_QCO-schema_2:28,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00182,Rubber Hose for LPG — Domestic/Commercial Application,,,,,,,,,,,1,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,F010:BIS_Product_Manuals:28,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00183,Rubber Hose for LPG — Industrial Application,,,,,,,,,,,4,F010;F014;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_QCO-schema_2.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_Product_Manuals;BIS_QCO-schema_2;BIS_Standards_Intelligence;BIS_Testing_Parameters,F010:BIS_Product_Manuals:27;F014:BIS_QCO-schema_2:27;F030:BIS_Standards_Intelligence:27;F032:BIS_Testing_Parameters:27,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00184,Rubber Hoses for Fuel Dispensing (Part 1),,Petroleum & Rubber,Hoses & Assemblies,Regulates performance and solvent resistance for rubber hoses installed in automotive retail fuel dispensers.,,,,PROD_IS9573_P1_RUBH,,Products under Compulsory Certification,1,F011,BIS_Products_Details.xlsx,Products_Details,F011:Products_Details:27,CANONICAL,0,,,,6,54.55
PROD-00185,Rubber Hoses for Fuel Dispensing (Part 2),,Petroleum & Rubber,Hoses & Assemblies,Sets assembly burst pressures and connection durability for fuel dispensing hose assemblies.,,,,PROD_IS9573_P2_RUBH,,Products under Compulsory Certification,1,F011,BIS_Products_Details.xlsx,Products_Details,F011:Products_Details:28,CANONICAL,0,,,,6,54.55
PROD-00186,Rubber Hoses for Liquefied Petroleum Gas (LPG) - Specification - Part 1: For Commercial and Industrial Applications,,Mechanical/Petroleum Handling Equipment,Flexible Rubber Hoses,"Covers design, bursting pressure, ozone resistance, and flame propagation resistance of reinforced rubber hoses used in industrial and bulk LPG operations.",,,,IS 9573 (Part 1):2017,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:27;F013:Products_Details:27,MERGED,0,,,,6,54.55
PROD-00187,Rubber Hoses for Liquefied Petroleum Gas (LPG) - Specification - Part 2: For Domestic Applications,,Domestic Gas Appliances/Safety Accessories,Flexible Domestic Gas Hoses,"Specifies construction, flexibility, wire-braid reinforcement, adhesion, and burst pressure parameters for domestic LPG cylinder connections (Suraksha hose type).",,,,IS 9573 (Part 2):2017,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:28;F013:Products_Details:28,MERGED,0,,,,6,54.55
PROD-00188,Safety Footwear,,,,,,,,,,,2,F010;F015,BIS_Product_Manuals_Master.xlsx;BIS_QCO_Master_Records (1).xlsx,BIS_Product_Manuals;QCO_Master_Records,F010:BIS_Product_Manuals:41;F015:QCO_Master_Records:16,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00189,Safety Glass: Architectural,,,,,,,,,,,2,F018;F021,BIS_QCO_Master_Scheme_1.xlsx;BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV;BIS_QCO_Master_Scheme_1,F018:BIS_QCO_Master_Scheme_1:25;F021:BIS_FMCS_Scheme_IV:25,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00190,Safety Glass: Architectural & Road Transport,,,,,,,,,,,1,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,F015:QCO_Master_Records:8,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00191,"Safety Glass: Architectural, Building and General",,,,,,,,,,,1,F019,BIS_QCO_Summary.xlsx,QCO_Summary,F019:QCO_Summary:20,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00192,"Safety Glass (Architectural, Building and General uses)",,,,,,,,,,,2,F024;F025,BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2,F024:BIS_Schemes_Master:25;F025:BIS_Schemes_Master_Scheme_2:25,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00193,Safety Glass for Road Transport,,,,,,,,,,,7,F010;F018;F021;F024;F025;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_QCO_Master_Scheme_1.xlsx;BIS_Scheme_IV_FMCS.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_FMCS_Scheme_IV;BIS_Product_Manuals;BIS_QCO_Master_Scheme_1;BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;BIS_Standards_Intelligence;BIS_Testing_Parameters,F010:BIS_Product_Manuals:26;F018:BIS_QCO_Master_Scheme_1:26;F021:BIS_FMCS_Scheme_IV:26;F024:BIS_Schemes_Master:26;F025:BIS_Schemes_Master_Scheme_2:26;F030:BIS_Standards_Intelligence:26;F032:BIS_Testing_Parameters:26,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00194,"Safety Glass (Part 1 - Architectural, Building & General)",,Civil Engineering & Glass,Safety Glass,Covers impact fragmentation and safety performance for toughened and laminated architectural glass.,,,,PROD_IS2553_P1_ARCH,,Products under Compulsory Certification,1,F011,BIS_Products_Details.xlsx,Products_Details,F011:Products_Details:25,CANONICAL,0,,,,6,54.55
PROD-00195,Safety Glass (Part 2 - For Road Transport),,Transport Engineering,Safety Glass,Specifies fragmentation patterns and high-velocity impact strength for road transport safety glass.,,,,PROD_IS2553_P2_AUTO,,Products under Compulsory Certification,1,F011,BIS_Products_Details.xlsx,Products_Details,F011:Products_Details:26,CANONICAL,0,,,,6,54.55
PROD-00196,Safety Glass: Road Transport,,,,,,,,,,,1,F019,BIS_QCO_Summary.xlsx,QCO_Summary,F019:QCO_Summary:21,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00197,"Safety Glass - Specification - Part 1: Architectural, Building and General Purpose",,Building Materials/Glass,Safety & Security Glazing,"Specifies mechanical strength, fragmentation behavior, impact resistance, and optical parameters for toughened and laminated safety glass used in buildings and civil structures.",,,,IS 2553 (Part 1):2018,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:25;F013:Products_Details:25,MERGED,0,,,,6,54.55
PROD-00198,Safety Glass - Specification - Part 2: For Road Transport,,Automotive Components/Glass,Automotive Safety Glazing,"Mandates structural integrity, shatter characteristics, light transmission, and impact resistance for automotive windshields, side glasses, and rear windows.",,,,IS 2553 (Part 2):2019,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:26;F013:Products_Details:26,MERGED,0,,,,6,54.55
PROD-00199,Safety Glass — Architectural,,,,,,,,,,,1,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,F030:BIS_Standards_Intelligence:25,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00200,"Safety Glass — Architectural, Building and General Uses",,,,,,,,,,,2,F010;F032,BIS_Product_Manuals_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_Product_Manuals;BIS_Testing_Parameters,F010:BIS_Product_Manuals:25;F032:BIS_Testing_Parameters:25,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00201,Safety Glass — Architecture,,,,,,,,,,,1,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,F014:BIS_QCO-schema_2:25,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00202,Safety Glass — Road Transport,,,,,,,,,,,1,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,F014:BIS_QCO-schema_2:26,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00203,Safety of Electric Toys,,Electronics & IT,Toys & Child Care,"Outlines electrical, thermal, radiation, and battery-safety criteria to prevent electrical shocks, burns, short-circuits, and fire risks from battery-operated or mains-powered toys.",,,,PROD_IS15644_ELTOY | IS 15644:2006 / IEC 62115,,Products under Compulsory Certification | BIS Connect - IS Details,13,F010;F011;F012;F013;F014;F015;F018;F019;F021;F024;F025;F030;F032,BIS_Product_Manuals_Master.xlsx;BIS_Products_Details.xlsx;BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx;BIS_QCO-schema_2.xlsx;BIS_QCO_Master_Records (1).xlsx;BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx;BIS_Standards_Intelligence_Master.xlsx;BIS_Testing_Parameters_Master.xlsx,BIS_FMCS_Scheme_IV;BIS_Product_Manuals;BIS_QCO-schema_2;BIS_QCO_Master_Scheme_1;BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;BIS_Standards_Intelligence;BIS_Testing_Parameters;Products_Details;QCO_Master_Records;QCO_Summary,F011:Products_Details:23;F012:Products_Details:23;F013:Products_Details:23;F010:BIS_Product_Manuals:23;F014:BIS_QCO-schema_2:23;F015:QCO_Master_Records:6;F018:BIS_QCO_Master_Scheme_1:23;F019:QCO_Summary:18;F021:BIS_FMCS_Scheme_IV:23;F024:BIS_Schemes_Master:23;F025:BIS_Schemes_Master_Scheme_2:23;F030:BIS_Standards_Intelligence:23;F032:BIS_Testing_Parameters:23,CONFLICT_PRESERVED,3,product_category;product_description;product_subcategory,,,6,54.55
PROD-00204,Safety of Household and Similar Electrical Appliances,,,,,,,,,,,2,F015;F019,BIS_QCO_Master_Records (1).xlsx;BIS_QCO_Summary.xlsx,QCO_Master_Records;QCO_Summary,F015:QCO_Master_Records:13;F019:QCO_Summary:28,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00205,Safety of Household and Similar Electrical Appliances (Part 1),,Electrotechnical,Electrical Safety,"General safety framework detailing protection against electric shock, mechanical hazards, and fire in domestic appliances.",,,,PROD_IS302_P1_ELEC,,Products under Compulsory Certification,1,F011,BIS_Products_Details.xlsx,Products_Details,F011:Products_Details:33,CANONICAL,0,,,,6,54.55
PROD-00206,Safety of Household and Similar Electrical Appliances - Part 1: General Requirements,,Electrotechnical/Electrical Appliances,General Appliance Safety,"Horizontal safety standard setting requirements against electrical shock, mechanical injury, fire, radiation, abnormal operation, and heating across household electrical appliances.",,,,IS 302 (Part 1):2024 / IEC 60335-1,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:33;F013:Products_Details:33,MERGED,0,,,,6,54.55
PROD-00207,Safety of Household and Similar Electrical Appliances — General Requirements,,,,,,,,,,,1,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,F010:BIS_Product_Manuals:33,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00208,"Safety of Household, Commercial and Similar Electrical Appliances: General Requirements (aligned with IEC 60335-1:2020)",,,,,,,,,,,2,F018;F021,BIS_QCO_Master_Scheme_1.xlsx;BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV;BIS_QCO_Master_Scheme_1,F018:BIS_QCO_Master_Scheme_1:33;F021:BIS_FMCS_Scheme_IV:33,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00209,Safety of Non-Electric Toys,,,,,,,,,,,1,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,F015:QCO_Master_Records:5,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00210,Safety of Toys: Flammability,,,,,,,,,,,3,F018;F019;F021,BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV;BIS_QCO_Master_Scheme_1;QCO_Summary,F018:BIS_QCO_Master_Scheme_1:20;F019:QCO_Summary:15;F021:BIS_FMCS_Scheme_IV:20,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00211,Safety of Toys: Mechanical and Physical Properties,,,,,,,,,,,3,F018;F019;F021,BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV;BIS_QCO_Master_Scheme_1;QCO_Summary,F018:BIS_QCO_Master_Scheme_1:19;F019:QCO_Summary:14;F021:BIS_FMCS_Scheme_IV:19,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00212,Safety of Toys: Migration of Certain Elements,,,,,,,,,,,3,F018;F019;F021,BIS_QCO_Master_Scheme_1.xlsx;BIS_QCO_Summary.xlsx;BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV;BIS_QCO_Master_Scheme_1;QCO_Summary,F018:BIS_QCO_Master_Scheme_1:21;F019:QCO_Summary:16;F021:BIS_FMCS_Scheme_IV:21,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00213,Safety of Toys (Part 1 - Mechanical and Physical Properties),,Consumer Products,Toys & Child Care,"Evaluates mechanical, impact, tensile, small parts, and sharp edge hazards in children's toys.",,,,PROD_IS9873_P1_TOYS,,Products under Compulsory Certification,3,F011;F024;F025,BIS_Products_Details.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;Products_Details,F011:Products_Details:19;F024:BIS_Schemes_Master:19;F025:BIS_Schemes_Master_Scheme_2:19,CANONICAL,0,,,,6,54.55
PROD-00214,Safety of Toys - Part 1: Safety Aspects Related to Mechanical and Physical Properties,,Consumer Products/Toys,Toy Safety Standards,"Specifies test methods and safety limits for physical and mechanical hazards in toys (such as sharp edges, choking hazards, small parts, points, and structural integrity).",,,,IS 9873 (Part 1):2012 / ISO 8124-1,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:19;F013:Products_Details:19,MERGED,0,,,,6,54.55
PROD-00215,Safety of Toys (Part 2 - Flammability),,Consumer Products/Toys,Toys & Child Care,"Specifies the categories of flammable materials forbidden in toy construction and test methods for the rate of flame spread on plush toys, costumes, and disguises.",,,,PROD_IS9873_P2_TOYS | IS 9873 (Part 2):2017 / ISO 8124-2,,Products under Compulsory Certification | BIS Connect - IS Details,5,F011;F012;F013;F024;F025,BIS_Products_Details.xlsx;BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;Products_Details,F011:Products_Details:20;F012:Products_Details:20;F013:Products_Details:20;F024:BIS_Schemes_Master:20;F025:BIS_Schemes_Master_Scheme_2:20,CONFLICT_PRESERVED,2,product_description;product_subcategory,,,6,54.55
PROD-00216,Safety of Toys (Part 3 - Migration of Certain Elements),,Consumer Products/Toys,Toys & Child Care,"Details the maximum acceptable migration limits and extraction test procedures for toxic elements (lead, cadmium, antimony, arsenic, barium, chromium, mercury, and selenium) from toy materials.",,,,PROD_IS9873_P3_TOYS | IS 9873 (Part 3):2017 / ISO 8124-3,,Products under Compulsory Certification | BIS Connect - IS Details,5,F011;F012;F013;F024;F025,BIS_Products_Details.xlsx;BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx;BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2;Products_Details,F011:Products_Details:21;F012:Products_Details:21;F013:Products_Details:21;F024:BIS_Schemes_Master:21;F025:BIS_Schemes_Master_Scheme_2:21,CONFLICT_PRESERVED,2,product_description;product_subcategory,,,6,54.55
PROD-00217,Safety of Toys - Part 4: Swings,,,,,,,,,,,2,F024;F025,BIS_Schemes_Master.xlsx;BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master;BIS_Schemes_Master_Scheme_2,F024:BIS_Schemes_Master:22;F025:BIS_Schemes_Master_Scheme_2:22,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00218,"Safety of Toys (Part 4 - Swings, Slides & Activity Toys)",,Consumer Products,Toys & Child Care,Specifies design stability and entrapment protection for family domestic activity toys like swings and slides.,,,,PROD_IS9873_P4_TOYS,,Products under Compulsory Certification,1,F011,BIS_Products_Details.xlsx,Products_Details,F011:Products_Details:22,CANONICAL,0,,,,6,54.55
PROD-00219,"Safety of Toys - Part 4: Swings, Slides and Similar Activity Toys for Domestic Use",,Consumer Products/Toys,Activity & Outdoor Toys,"Specifies structural requirements, entanglement hazards, entrapment limits, and stability testing for domestic activity toys including swings, slides, and climbing frames.",,,,IS 9873 (Part 4):2017 / ISO 8124-4,,BIS Connect - IS Details,2,F012;F013,BIS_Products_Full_Information.xlsx;BIS_Products_Full_Information_v2.xlsx,Products_Details,F012:Products_Details:22;F013:Products_Details:22,MERGED,0,,,,6,54.55
PROD-00220,Safety of Toys: Swings,,,,,,,,,,,2,F018;F021,BIS_QCO_Master_Scheme_1.xlsx;BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV;BIS_QCO_Master_Scheme_1,F018:BIS_QCO_Master_Scheme_1:22;F021:BIS_FMCS_Scheme_IV:22,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
PROD-00221,"Safety of Toys - Swings, Slides and Similar Activity Toys",,,,,,,,,,,1,F019,BIS_QCO_Summary.xlsx,QCO_Summary,F019:QCO_Summary:17,CANONICAL,0,,,Record exists because another record referenced it.,1,9.09
