hm_id,centre_name,centre_code,hallmarking_entity_type,address,city,district,state,pin,recognition_status,recognition_status_original,recognition_status_raw,validity,validity_date,suspended_cancelled_date,region,centre_type,hallmarking_scope,services,source_url,source_reference_label,source_centre_ids,source_file_count,source_file_ids,source_files,source_sheets,source_rows,record_disposition,conflict_count,conflict_fields,review_flag,review_reason,populated_field_count,completeness_pct
HM-00963,CHANDIGARH HALLMARKING CENTRE,NRO/RAHC/R-1625633,,"SCO-09, SECOND FLOOR, SECTOR 23C, CHANDIGARH, CHANDIGARH, SECTOR 23 ( CHANDIGARH), CHANDIGARH ,160022",SECTOR 23 ( CHANDIGARH),CHANDIGARH,CHANDIGARH,160022,ACTIVE,ACTIVE,Operative,14/07/2029,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-1625633,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:789,CANONICAL,0,,,,14,66.67
HM-00964,KRISHNA HALLMARKING CENTER,NRO/RAHC/R-1714783,,"3, MAIN BAZER,GHUMARWINWARD NO 3,BILASPUR, BILASPUR, GHUMARWIN, HIMACHAL PRADESH ,174021",GHUMARWIN,BILASPUR,HIMACHAL PRADESH,174021,CANCELLED,CANCELLED,CANCELLED,Cancelled on 15/05/2025,,2025-05-15,NRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-NRO-RAHC-R-1714783,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:252,CANONICAL,0,,,,16,76.19
HM-00965,S A GOLD TESTING LAB,NRO/RAHC/R-1718510,,"GROUND FLOOR SBI BANK, GANDHI CHOWKHAMIRPUR, HAMIRPUR, GANDHI CHOWK HAMIRPUR, HIMACHAL PRADESH ,177001",GANDHI CHOWK HAMIRPUR,HAMIRPUR,HIMACHAL PRADESH,177001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 15/06/2026,,2026-06-15,NRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-NRO-RAHC-R-1718510,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:253,CANONICAL,0,,,,16,76.19
HM-00966,RENUKA HALLMARKING AND ASSAYING CENTER,NRO/RAHC/R-1719792,,"1ST FLOOR, RENUKA HALLMARKING, DOONGA BAZAR KANGRA, KANGRA, KANGRA TOWN, HIMACHAL PRADESH ,176001",KANGRA TOWN,KANGRA,HIMACHAL PRADESH,176001,SUSPENDED,SUSPENDED,Under Suspension,14/11/2027,,2026-08-24,NRO,AHC,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-1719792,2,F038;F039,bis_topic17_hallmarking_centres.csv;bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F038:-:790;F039:-:254,CONFLICT_PRESERVED,2,source_url;validity,,,17,80.95
HM-00967,EAKNATH LABORATORIES,NRO/RAHC/R-1722356,,"1, DOONGA BAZAR, KANGRA, KANGRA, KANGRA, HIMACHAL PRADESH ,176001",KANGRA,KANGRA,HIMACHAL PRADESH,176001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 03/06/2024,,2024-06-03,NRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-NRO-RAHC-R-1722356,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:255,CANONICAL,0,,,,16,76.19
HM-00968,A I HALLMARKING CENTER,NRO/RAHC/R-1811479,,"NEAR SATPAL JEWELLERS, RAILWAY ROADVIJAYPUR, SAMBA, SAMBA, SAMBA, JAMMU & KASHMIR ,184120",SAMBA,SAMBA,JAMMU & KASHMIR,184120,CANCELLED,CANCELLED,CANCELLED,Cancelled on 12/02/2025,,2025-02-12,NRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-NRO-RAHC-R-1811479,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:256,CANONICAL,0,,,,16,76.19
HM-00969,MAA SHITLA HALLMARKING & ASSAYING CENTRE,NRO/RAHC/R-1811716,,"NEAR SHEETLA MANDIR GALI, WARD NO 9,CHABUTRA BAZAR, UDHAMPUR, JAMMU AND KASHMIR, UDHAMPUR, UDHAMPUR, JAMMU & KASHMIR ,182101",UDHAMPUR,UDHAMPUR,JAMMU & KASHMIR,182101,CANCELLED,CANCELLED,CANCELLED,Cancelled on 06/07/2026,,2026-07-06,NRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-NRO-RAHC-R-1811716,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:257,CANONICAL,0,,,,16,76.19
HM-00970,SHREE RADHE HALLMARK CENTRE,NRO/RAHC/R-1815746,,"1ST FLOOR SANT PHARMACYMAIN BAZAR, UDHAMPUR, UDHAMPUR, JAMMU & KASHMIR ,182101",UDHAMPUR,UDHAMPUR,JAMMU & KASHMIR,182101,ACTIVE,ACTIVE,Operative,16/03/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-1815746,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:791,CANONICAL,0,,,,14,66.67
HM-00971,SHREE RADHE HALLMARK CENTRE,NRO/RAHC/R-1815746(O1),,"1ST FLOOR SANT PHARMACYMAIN BAZAR, UDHAMPUR, UDHAMPUR, JAMMU & KASHMIR ,182101",UDHAMPUR,UDHAMPUR,JAMMU & KASHMIR,182101,ACTIVE,ACTIVE,Operative,16/03/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-1815746-O1-,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:792,CANONICAL,0,,,,14,66.67
HM-00972,Sahil Hallmarking & Assaying Centre,NRO/RAHC/R-1817192,,"Ground floor, H no 224, Lakhdata bazar, Jammu,Jammu Kashmir, JAMMU, JAMMU, JAMMU & KASHMIR ,180001",JAMMU,JAMMU,JAMMU & KASHMIR,180001,ACTIVE,ACTIVE,Operative,11/12/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-1817192,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:793,CANONICAL,0,,,,14,66.67
HM-00973,Balaji Kuber LLP,NRO/RAHC/R-1817420,,"42-C, INDUSTRIAL ESTATE, DIGIANAJAMMU, JAMMU AND KASHMIR 180010, JAMMU, INDUSTRIAL ESTATE (JAMMU), JAMMU & KASHMIR ,180010",INDUSTRIAL ESTATE (JAMMU),JAMMU,JAMMU & KASHMIR,180010,ACTIVE,ACTIVE,Operative,20/09/2025,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-1817420,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:794,CANONICAL,0,,,,14,66.67
HM-00974,OM HALLMARK CENTRE,NRO/RAHC/R-1817531,,"OM HALLMARK CENTRE COLLAGE ROADROAD KATHUA, KATHUA, KATHUA, JAMMU & KASHMIR ,184102",KATHUA,KATHUA,JAMMU & KASHMIR,184102,CANCELLED,CANCELLED,CANCELLED,Cancelled on 03/06/2024,,2024-06-03,NRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-NRO-RAHC-R-1817531,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:258,CANONICAL,0,,,,16,76.19
HM-00975,VERMA HALLMARK CENTRE,NRO/RAHC/R-1820319,,"1. FIRST FLOOR OF SANT PHARMACY, MAIN BAZARUDHAMPUR, JAMMU AND KASHMIR- 182101, UDHAMPUR, UDHAMPUR, JAMMU & KASHMIR ,182101",UDHAMPUR,UDHAMPUR,JAMMU & KASHMIR,182101,CANCELLED,CANCELLED,CANCELLED,Cancelled on 12/02/2025,,2025-02-12,NRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-NRO-RAHC-R-1820319,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:259,CANONICAL,0,,,,16,76.19
HM-00976,MAYRA HALLMARKING CENTER,NRO/RAHC/R-1822586,,"1 AND 2, 189, JAIN BAZAR, CHOWK CHABUTRA, JAMMU,, JAMMU, JAMMU, JAMMU & KASHMIR ,180001",JAMMU,JAMMU,JAMMU & KASHMIR,180001,ACTIVE,ACTIVE,Operative,10/06/2027,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-1822586,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:795,CANONICAL,0,,,,14,66.67
HM-00977,SHREE HALLMARK CENTER,NRO/RAHC/R-1822646,,"HOUSE NO.4, WARD NO.6,RAILWAY ROADVIJAYPUR, SAMBA, SAMBA, JAMMU & KASHMIR ,184120",SAMBA,SAMBA,JAMMU & KASHMIR,184120,ACTIVE,ACTIVE,Operative,14/04/2028,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-1822646,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:796,CANONICAL,0,,,,14,66.67
HM-00978,SAHIL HALLMARKING & ASSAYING CENTRE,NRO/RAHC/R-1825039,,"GROUND FLOOR, H NO 224, LAKHDATA BAZARJAMMU, JAMMU, JAMMU AND KASHMIR, 180001 5., JAMMU, JAMMU, JAMMU & KASHMIR ,180001",JAMMU,JAMMU,JAMMU & KASHMIR,180001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 03/06/2024,,2024-06-03,NRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-NRO-RAHC-R-1825039,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:260,CANONICAL,0,,,,16,76.19
HM-00979,Makkar Assaying and Hallmark centre,NRO/RAHC/R-1827089,,"Laxmi market, Dayalchak, Hiranagar, KathuaJammu and kashmir, KATHUA, HIRANAGAR, JAMMU & KASHMIR ,184142",HIRANAGAR,KATHUA,JAMMU & KASHMIR,184142,ACTIVE,ACTIVE,Operative,07/06/2025,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-1827089,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:797,CANONICAL,0,,,,14,66.67
HM-00980,SRINAGAR HALLMARKING CENTRE,NRO/RAHC/R-1914015,,"!st Floor, Near Budsha Flats, HSH Street, SRINAGAR, SRINAGAR G.P.O., JAMMU & KASHMIR ,190001",SRINAGAR G.P.O,SRINAGAR,JAMMU & KASHMIR,190001,SUSPENDED,SUSPENDED,Under Suspension,18/07/2025,,2026-06-09,NRO,AHC,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-1914015,2,F038;F039,bis_topic17_hallmarking_centres.csv;bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F038:-:798;F039:-:261,CONFLICT_PRESERVED,2,source_url;validity,,,17,80.95
HM-00981,AHMAD MUHARKAN HALLMARKING CENTRE,NRO/RAHC/R-1928457,,"02,NALLAMAR ROAD SRINAGARSRINAGAR, SRINAGAR, SRINAGAR G.P.O., JAMMU & KASHMIR ,190002",SRINAGAR G.P.O,SRINAGAR,JAMMU & KASHMIR,190002,ACTIVE,ACTIVE,Operative,07/01/2027,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-1928457,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:799,CANONICAL,0,,,,14,66.67
HM-00982,GUPTAJI ASSAYING & HALLMARKING CENTRE,NRO/RAHC/R-2021321,,"49/61, NAYA GANJBASEMENT, SR JEWELS, KANPUR NAGAR, NAYAGANJ, UTTAR PRADESH ,208001",NAYAGANJ,KANPUR NAGAR,UTTAR PRADESH,208001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 07/01/2025,,2025-01-07,CRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-NRO-RAHC-R-2021321,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:262,CANONICAL,0,,,,16,76.19
HM-00983,AS ASSAYING & HALLMARK CENTRE,NRO/RAHC/R-2415957,,"H. NO. 40/3, NEW NO. 99/40/3DHAMAWALA MOHALLA, DEHRADUN, DEHRADUN, DEHRADUN CITY, UTTARAKHAND ,248001",DEHRADUN CITY,DEHRADUN,UTTARAKHAND,248001,ACTIVE,ACTIVE,Operative,17/05/2029,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2415957,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:800,CANONICAL,0,,,,14,66.67
HM-00984,SHRI MAHALAXMI HALLMARK,NRO/RAHC/R-2417823,,"13/1178/5-1/2, Mohalla BisatiyanNear Heeraganj, Laxmi Market, SAHARANPUR, SAHARANPUR CITY, UTTAR PRADESH ,247001",SAHARANPUR CITY,SAHARANPUR,UTTAR PRADESH,247001,ACTIVE,ACTIVE,Operative,18/06/2027,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2417823,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:801,CANONICAL,0,,,,14,66.67
HM-00985,Shiv Shakti Hallmark Centre,NRO/RAHC/R-2424457,,"GROUND FLOOR MOHALLA KHATIYAN NEAR OLD SABZI MANDIPURANA DHAMPUR, DHAMPUR, BIJNOR (U.P), BIJNOR, DHAMPUR, UTTAR PRADESH ,246761",DHAMPUR,BIJNOR,UTTAR PRADESH,246761,ACTIVE,ACTIVE,Operative,18/03/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2424457,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:802,CANONICAL,0,,,,14,66.67
HM-00986,MAA DHARI ASSAYING AND HALLMARKING CENTRE,NRO/RAHC/R-2425135,,"FLOOR NO.: 1,5/62 ANAND GROCERIES BUILDINGGOLA BAZAR, PAURI GARHWAL, SRINAGAR (PAURI GARHWAL), UTTARAKHAND ,246174",SRINAGAR (PAURI GARHWAL),PAURI GARHWAL,UTTARAKHAND,246174,ACTIVE,ACTIVE,Operative,07/02/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2425135,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:803,CANONICAL,0,,,,14,66.67
HM-00987,RD ASSAYING & HALLMARKING CENTRE,NRO/RAHC/R-2426237,,"GROUND FLOOR,35/5,DHAMAWALA,MOHALLA,DEHRADUN,DEHRADUN,UTTARAKHAND-248001, DEHRADUN, DEHRADUN CITY, UTTARAKHAND ,248001",DEHRADUN CITY,DEHRADUN,UTTARAKHAND,248001,ACTIVE,ACTIVE,Operative,23/04/2029,,,,,"Gold,Yellow Gold,Silver,Gold & Silver Both Hallmarking",,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2426237,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:804,CANONICAL,0,,,,14,66.67
HM-00988,MAHADEV HALLMARKING CENTER,NRO/RAHC/R-2427697,,"VILL HEET NAGARSWAD SADHAN, RUDRAPRAYAG, RUDRAPRAYAG, UTTARAKHAND ,246171",RUDRAPRAYAG,RUDRAPRAYAG,UTTARAKHAND,246171,ACTIVE,ACTIVE,Operative,07/07/2029,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2427697,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:805,CANONICAL,0,,,,14,66.67
HM-00989,P K ASSAYING & HALLMARKING CENTRE,NRO/RAHC/R-2428366,,"MOHALLA LAKDHARAN, (NEAR SARAFA BAZAR))JWALAPUR, HARIDWAR-249407, HARIDWAR, JWALAPUR, UTTARAKHAND ,249407",JWALAPUR,HARIDWAR,UTTARAKHAND,249407,ACTIVE,ACTIVE,Operative,28/02/2025,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2428366,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:806,CANONICAL,0,,,,14,66.67
HM-00990,P K ASSAYING & HALLMARKING CENTRE,NRO/RAHC/R-2428366(O1),,"MOHALLA LAKDHARAN, (NEAR SARAFA BAZAR))JWALAPUR, HARIDWAR-249407, HARIDWAR, JWALAPUR, UTTARAKHAND ,249407",JWALAPUR,HARIDWAR,UTTARAKHAND,249407,ACTIVE,ACTIVE,Operative,28/02/2025,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2428366-O1-,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:807,CANONICAL,0,,,,14,66.67
HM-00991,SHRI MAHAKAL ASSAYING AND HALLMARKING,NRO/RAHC/R-2514948,,"35/2, PATIYAN SARAFA BAZAR, SARAFA BAZARMUZAFFARNAGAR, MUZAFFARNAGAR, MUZAFFARNAGAR, UTTAR PRADESH ,251002",MUZAFFARNAGAR,MUZAFFARNAGAR,UTTAR PRADESH,251002,SUSPENDED,SUSPENDED,Under Suspension,14/04/2027,,2026-02-04,NRO,AHC,"Gold,Yellow Gold Hallmarking",,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2514948,2,F038;F039,bis_topic17_hallmarking_centres.csv;bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F038:-:808;F039:-:263,CONFLICT_PRESERVED,2,source_url;validity,,,17,80.95
HM-00992,S S HALLMARKING CENTRE,NRO/RAHC/R-2610783,,"NEAR PATEL CHOWKSAHUKARA LINE, NAINITAL, HALDWANI, UTTARAKHAND ,263139",HALDWANI,NAINITAL,UTTARAKHAND,263139,ACTIVE,ACTIVE,Operative,20/10/2025,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2610783,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:809,CANONICAL,0,,,,14,66.67
HM-00993,MAHADEV HALLMARK CENTRE,NRO/RAHC/R-2611990,,"PARIDHAN COLLECTION ,JOHARI BAZAR ALMORAKHAZANCHI BAZAR ROAD ALMORA UTTARAKHAND, ALMORA, ALMORA, UTTARAKHAND ,263601",ALMORA,ALMORA,UTTARAKHAND,263601,ACTIVE,ACTIVE,Operative,05/11/2026,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2611990,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:810,CANONICAL,0,,,,14,66.67
HM-00994,ANUGRAH GOLD ASSAY & HALLMARKING CENTER PRIVATE LIMITED,NRO/RAHC/R-2613795,,"3, C/O ANJU MEHRA,CHAUDHRY COMPLEXSAHUKARA LINE PATEL CHOWK, NAINITAL, HALDWANI, UTTARAKHAND ,263139",HALDWANI,NAINITAL,UTTARAKHAND,263139,ACTIVE,ACTIVE,Operative,14/09/2028,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2613795,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:811,CANONICAL,0,,,,14,66.67
HM-00995,DEV BHOOMI HALLMARKING CENTRE,NRO/RAHC/R-2615196,,"FLOOR NO. 1, BUILDING NO. 1, GOVIND LAL CHAUDHARIPITHORAGARH, UTTARAKHAND 262502, PITHORAGARH, PITHORAGARH, UTTARAKHAND ,262502",PITHORAGARH,PITHORAGARH,UTTARAKHAND,262502,ACTIVE,ACTIVE,Operative,12/02/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2615196,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:812,CANONICAL,0,,,,14,66.67
HM-00996,G M HALLMARK CENTER,NRO/RAHC/R-2618916,,"Purani Bazar, Ishwari Lal, Pithoragarh,Uttarakhand-262501, PITHORAGARH, PITHORAGARH, UTTARAKHAND ,262501",PITHORAGARH,PITHORAGARH,UTTARAKHAND,262501,ACTIVE,ACTIVE,Operative,16/08/2028,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2618916,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:813,CANONICAL,0,,,,14,66.67
HM-00997,UTTARAKHAND HALLMARKING CENTRE,NRO/RAHC/R-2619825,,"11/20, First FloorPatel Chowk, Near Pipleshwar Mandir, NAINITAL, HALDWANI, UTTARAKHAND ,263139",HALDWANI,NAINITAL,UTTARAKHAND,263139,ACTIVE,ACTIVE,Operative,31/12/2028,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2619825,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:814,CANONICAL,0,,,,14,66.67
HM-00998,DEVBHUMI HALLMARK CENTRE,NRO/RAHC/R-2621529,,"PURANA BAZAR, PITHORAGARH, PITHORAGARH, PITHORAGARH, UTTARAKHAND ,262501",PITHORAGARH,PITHORAGARH,UTTARAKHAND,262501,CANCELLED,CANCELLED,CANCELLED,Cancelled on 09/02/2024,,2024-02-09,NRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-NRO-RAHC-R-2621529,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:264,CANONICAL,0,,,,16,76.19
HM-00999,SES ANALYTICALS PRIVATE LIMITED,NRO/RAHC/R-2626168,,"Plot No-CP-31, 3rd Floor, Sector City Park,SIIDCUL, PNDT IIE,, UDHAM SINGH NAGAR, RUDARPUR, UTTARAKHAND ,263153",RUDARPUR,UDHAM SINGH NAGAR,UTTARAKHAND,263153,ACTIVE,ACTIVE,Operative,04/03/2029,,,,,"Gold,White Gold Nickel based Hallmarking",,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2626168,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:815,CANONICAL,0,,,,14,66.67
HM-01000,Krishana Hallmark Center,NRO/RAHC/R-2629661,,"Selakhola, Near Huka ClubKhazanchi Mohalla, ALMORA, ALMORA, UTTARAKHAND ,263601",ALMORA,ALMORA,UTTARAKHAND,263601,ACTIVE,ACTIVE,Operative,23/07/2029,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-2629661,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:816,CANONICAL,0,,,,14,66.67
HM-01001,GOLD GURU TESTING & HALLMARKING CENTRE,NRO/RAHC/R-4421695,,"GALI KHAI WALI, JAIN SCHOOL WALIBHADRA BAZAR, SIRSA, SIRSA, BHADRA, HARYANA ,125055",BHADRA,SIRSA,HARYANA,125055,ACTIVE,ACTIVE,Operative,27/02/2025,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-NRO-RAHC-R-4421695,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:817,CANONICAL,0,,,,14,66.67
HM-01002,SIDDHNATH HALLMARKING CENTRE,SRO/RAHC/R-4010360,,"2NdFloor,SNo.204/205,RelianceAtria,IsadoroBastistaRoad,Opp.Gold StarHotel,Pajifond,Margao,South Goa,, SOUTH GOA, MARGAO, GOA ,403601",MARGAO,SOUTH GOA,GOA,403601,ACTIVE,ACTIVE,Operative,10/06/2029,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-SRO-RAHC-R-4010360,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:818,CANONICAL,0,,,,14,66.67
HM-01003,SUVARNAKOSH HALLMARKING CENTER,SRO/RAHC/R-4010814,,"7/257/7/1 AND 7/257/7/2 KHALAP BUILDINGABOVE CANARA BANK MAPUSA NORTH GOA, NORTH GOA, MAPUSA, GOA ,403507",MAPUSA,NORTH GOA,GOA,403507,CANCELLED,CANCELLED,CANCELLED,Cancelled on 10/08/2026,,2026-08-10,SRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-SRO-RAHC-R-4010814,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:265,CANONICAL,0,,,,16,76.19
HM-01004,SHRI SIDDHNATH HALLMARKING CENTRE,SRO/RAHC/R-4011112,,"2ND FLOOR,SHOP NO 204,205,RELIANCE ATRIA,OPPOSITEGOLD STAR HOTEL,PAJIFOND,MARGAO,SOUTH GOA,403601, SOUTH GOA, MARGAO, GOA ,403601",MARGAO,SOUTH GOA,GOA,403601,CANCELLED,CANCELLED,CANCELLED,Cancelled on 16/09/2025,,2025-09-16,SRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-SRO-RAHC-R-4011112,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:266,CANONICAL,0,,,,16,76.19
HM-01005,LAXMINARAYAN HALLMARKING CENTRE,SRO/RAHC/R-4022477,,"Second Floor, Shop No S-1 H No 14/3703 Shop No S-2H No 14/3704, Sweet Home Symphony Complex, Railway, SOUTH GOA, MARGAO, GOA ,403601",MARGAO,SOUTH GOA,GOA,403601,ACTIVE,ACTIVE,Operative,09/01/2027,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-SRO-RAHC-R-4022477,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:819,CANONICAL,0,,,,14,66.67
HM-01006,SANJEEV HALLMARKING CENTRE,SRO/RAHC/R-5010075,,"6-4-64, Pedda Bazar Road, Kothagudem,Dist: Bhadradri Kothagudem, Telangana-507101, BHADRADRI KOTHAGUDEM, KOTHAGUDEM, TELANGANA ,507101",KOTHAGUDEM,BHADRADRI KOTHAGUDEM,TELANGANA,507101,ACTIVE,ACTIVE,Operative,28/04/2028,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-SRO-RAHC-R-5010075,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:820,CANONICAL,0,,,,14,66.67
HM-01007,SS HALLMARK CENTRE,SRO/RAHC/R-5011152,,"23-16 ,MAIN BAZAR,MIRYALAGUDA,NALGONDA, NALGONDA, MIRYALGUDA, TELANGANA ,508207",MIRYALGUDA,NALGONDA,TELANGANA,508207,ACTIVE,ACTIVE,Operative,07/11/2028,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-SRO-RAHC-R-5011152,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:821,CANONICAL,0,,,,14,66.67
HM-01008,NEW GBR HALLMARKING CENTER,SRO/RAHC/R-5011517,,"Third Floor, 7-2-817/1, 817Dry Fish Market, HYDERABAD, SECUNDERABAD, TELANGANA ,500003",SECUNDERABAD,HYDERABAD,TELANGANA,500003,ACTIVE,ACTIVE,Operative,12/11/2028,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-SRO-RAHC-R-5011517,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:822,CANONICAL,0,,,,14,66.67
