relationship_id,is_id,canonical_is_number,product_id,product_name,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-IS_PRO-0000272,STD-01708,IS 9573 (Part 2),PROD-00186,Rubber Hoses for Liquefied Petroleum Gas (LPG) - Specification - Part 1: For Commercial and Industrial Applications,COVERED_BY,related_is_text,related_is_text,IS 9573 (Part 2),,F012,BIS_Products_Full_Information.xlsx,Products_Details,27,1.00,
REL-IS_PRO-0000273,STD-01707,IS 9573 (Part 1),PROD-00187,Rubber Hoses for Liquefied Petroleum Gas (LPG) - Specification - Part 2: For Domestic Applications,COVERED_BY,related_is_text,related_is_text,IS 9573 (Part 1),,F012,BIS_Products_Full_Information.xlsx,Products_Details,28,1.00,
REL-IS_PRO-0000274,STD-01229,IS 4246,PROD-00187,Rubber Hoses for Liquefied Petroleum Gas (LPG) - Specification - Part 2: For Domestic Applications,COVERED_BY,related_is_text,related_is_text,IS 4246,,F012,BIS_Products_Full_Information.xlsx,Products_Details,28,1.00,
REL-IS_PRO-0000275,STD-01511,IS 737,PROD-00045,Aluminium and Aluminium Alloy Corrugated Sheets - Specification,COVERED_BY,related_is_text,related_is_text,IS 737,,F012,BIS_Products_Full_Information.xlsx,Products_Details,29,1.00,
REL-IS_PRO-0000276,STD-00206,IS 1254,PROD-00045,Aluminium and Aluminium Alloy Corrugated Sheets - Specification,COVERED_BY,related_is_text,related_is_text,IS 1254,,F012,BIS_Products_Full_Information.xlsx,Products_Details,29,1.00,
REL-IS_PRO-0000277,STD-00837,IS 17876,PROD-00232,Seamless Stainless Steel Pipes and Tubes - Specification,COVERED_BY,related_is_text,related_is_text,IS 17876:2022,,F012,BIS_Products_Full_Information.xlsx,Products_Details,30,1.00,
REL-IS_PRO-0000278,STD-01465,IS 6911,PROD-00232,Seamless Stainless Steel Pipes and Tubes - Specification,COVERED_BY,related_is_text,related_is_text,IS 6911,,F012,BIS_Products_Full_Information.xlsx,Products_Details,30,1.00,
REL-IS_PRO-0000279,STD-00836,IS 17875,PROD-00304,Welded Stainless Steel Pipes and Tubes - Specification,COVERED_BY,related_is_text,related_is_text,IS 17875:2022,,F012,BIS_Products_Full_Information.xlsx,Products_Details,31,1.00,
REL-IS_PRO-0000280,STD-01465,IS 6911,PROD-00304,Welded Stainless Steel Pipes and Tubes - Specification,COVERED_BY,related_is_text,related_is_text,IS 6911,,F012,BIS_Products_Full_Information.xlsx,Products_Details,31,1.00,
REL-IS_PRO-0000281,STD-00048,IS 10322,PROD-00101,Flashlights - Specification,COVERED_BY,related_is_text,related_is_text,IS 10322,,F012,BIS_Products_Full_Information.xlsx,Products_Details,32,1.00,
REL-IS_PRO-0000282,STD-01089,IS 302,PROD-00101,Flashlights - Specification,COVERED_BY,related_is_text,related_is_text,IS 302,,F012,BIS_Products_Full_Information.xlsx,Products_Details,32,1.00,
REL-IS_PRO-0000283,STD-01091,IS 302 (Part 2),PROD-00206,Safety of Household and Similar Electrical Appliances - Part 1: General Requirements,COVERED_BY,related_is_text,related_is_text,IS 302 (Part 2,,F012,BIS_Products_Full_Information.xlsx,Products_Details,33,1.00,
REL-IS_PRO-0000284,STD-00559,IS 15844 (Part 2),PROD-00255,Sports Footwear - Specification - Part 1: General Purpose Sports Footwear,COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 2),,F012,BIS_Products_Full_Information.xlsx,Products_Details,34,1.00,
REL-IS_PRO-0000285,STD-00560,IS 15844 (Part 3),PROD-00255,Sports Footwear - Specification - Part 1: General Purpose Sports Footwear,COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 3),,F012,BIS_Products_Full_Information.xlsx,Products_Details,34,1.00,
REL-IS_PRO-0000286,STD-00558,IS 15844 (Part 1),PROD-00256,Sports Footwear - Specification - Part 2: Performance Sports Footwear,COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 1),,F012,BIS_Products_Full_Information.xlsx,Products_Details,35,1.00,
REL-IS_PRO-0000287,STD-00560,IS 15844 (Part 3),PROD-00256,Sports Footwear - Specification - Part 2: Performance Sports Footwear,COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 3),,F012,BIS_Products_Full_Information.xlsx,Products_Details,35,1.00,
REL-IS_PRO-0000288,STD-00558,IS 15844 (Part 1),PROD-00257,Sports Footwear - Specification - Part 3: Specialized/Outdoor & Trekking Footwear,COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 1),,F012,BIS_Products_Full_Information.xlsx,Products_Details,36,1.00,
REL-IS_PRO-0000289,STD-00559,IS 15844 (Part 2),PROD-00257,Sports Footwear - Specification - Part 3: Specialized/Outdoor & Trekking Footwear,COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 2),,F012,BIS_Products_Full_Information.xlsx,Products_Details,36,1.00,
REL-IS_PRO-0000290,STD-01454,IS 6721,PROD-00094,Ethylene Vinyl Acetate (EVA) Footwear - Specification,COVERED_BY,related_is_text,related_is_text,IS 6721,,F012,BIS_Products_Full_Information.xlsx,Products_Details,37,1.00,
REL-IS_PRO-0000291,STD-00077,IS 10702,PROD-00094,Ethylene Vinyl Acetate (EVA) Footwear - Specification,COVERED_BY,related_is_text,related_is_text,IS 10702,,F012,BIS_Products_Full_Information.xlsx,Products_Details,37,1.00,
REL-IS_PRO-0000292,STD-00190,IS 12254,PROD-00146,Polyvinyl Chloride (PVC) Footwear - Specification,COVERED_BY,related_is_text,related_is_text,IS 12254,,F012,BIS_Products_Full_Information.xlsx,Products_Details,38,1.00,
REL-IS_PRO-0000293,STD-00718,IS 17012,PROD-00146,Polyvinyl Chloride (PVC) Footwear - Specification,COVERED_BY,related_is_text,related_is_text,IS 17012,,F012,BIS_Products_Full_Information.xlsx,Products_Details,38,1.00,
REL-IS_PRO-0000294,STD-00726,IS 17043 (Part 2),PROD-00060,Casual Footwear - Specification - Part 1: Direct Moulded Process,COVERED_BY,related_is_text,related_is_text,IS 17043 (Part 2),,F012,BIS_Products_Full_Information.xlsx,Products_Details,39,1.00,
REL-IS_PRO-0000295,STD-00557,IS 15844,PROD-00060,Casual Footwear - Specification - Part 1: Direct Moulded Process,COVERED_BY,related_is_text,related_is_text,IS 15844,,F012,BIS_Products_Full_Information.xlsx,Products_Details,39,1.00,
REL-IS_PRO-0000296,STD-00725,IS 17043 (Part 1),PROD-00061,Casual Footwear - Specification - Part 2: Stuck-On/Cemented Construction Process,COVERED_BY,related_is_text,related_is_text,IS 17043 (Part 1),,F012,BIS_Products_Full_Information.xlsx,Products_Details,40,1.00,
REL-IS_PRO-0000297,STD-00480,IS 15298 (Part 1),PROD-00139,Personal Protective Equipment - Safety Footwear - Specification,COVERED_BY,related_is_text,related_is_text,IS 15298 (Part 1,,F012,BIS_Products_Full_Information.xlsx,Products_Details,41,1.00,
REL-IS_PRO-0000298,STD-00807,IS 17631,PROD-00313,Work Chairs - Specification,COVERED_BY,related_is_text,related_is_text,IS 17631:2022,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,2,1.00,
REL-IS_PRO-0000299,STD-00808,IS 17632,PROD-00107,General Purpose Chairs and Stools - Specification,COVERED_BY,related_is_text,related_is_text,IS 17632:2022,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,3,1.00,
REL-IS_PRO-0000300,STD-00813,IS 17637,PROD-00107,General Purpose Chairs and Stools - Specification,COVERED_BY,related_is_text,related_is_text,IS 17637,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,3,1.00,
REL-IS_PRO-0000301,STD-00809,IS 17633,PROD-00286,Tables and Desks - Specification,COVERED_BY,related_is_text,related_is_text,IS 17633:2022,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,4,1.00,
REL-IS_PRO-0000302,STD-00810,IS 17634,PROD-00275,Storage Units - Specification,COVERED_BY,related_is_text,related_is_text,IS 17634:2022,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,5,1.00,
REL-IS_PRO-0000303,STD-00813,IS 17637,PROD-00275,Storage Units - Specification,COVERED_BY,related_is_text,related_is_text,IS 17637,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,5,1.00,
REL-IS_PRO-0000304,STD-00811,IS 17635,PROD-00052,Beds - Specification,COVERED_BY,related_is_text,related_is_text,IS 17635:2022,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,6,1.00,
REL-IS_PRO-0000305,STD-00812,IS 17636,PROD-00057,Bunk Beds and High Beds - Specification,COVERED_BY,related_is_text,related_is_text,IS 17636:2022,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,7,1.00,
REL-IS_PRO-0000306,STD-00982,IS 2347,PROD-00084,Domestic Pressure Cooker - Specification (Seventh Revision),COVERED_BY,related_is_text,related_is_text,IS 2347:2023,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,8,1.00,
REL-IS_PRO-0000307,STD-01041,IS 269,PROD-00277,Sulphate Resisting Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 269,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,9,1.00,
REL-IS_PRO-0000308,STD-01207,IS 4031,PROD-00277,Sulphate Resisting Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 4031,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,9,1.00,
REL-IS_PRO-0000309,STD-01208,IS 4032,PROD-00277,Sulphate Resisting Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 4032,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,9,1.00,
REL-IS_PRO-0000310,STD-01274,IS 456,PROD-00277,Sulphate Resisting Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 456,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,9,1.00,
REL-IS_PRO-0000311,STD-01041,IS 269,PROD-00123,Low Heat Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 269,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,10,1.00,
REL-IS_PRO-0000312,STD-01207,IS 4031,PROD-00123,Low Heat Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 4031,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,10,1.00,
REL-IS_PRO-0000313,STD-01276,IS 457,PROD-00123,Low Heat Portland Cement,COVERED_BY,related_is_text,related_is_text,IS 457,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,10,1.00,
REL-IS_PRO-0000314,STD-00445,IS 1489 (Part 2),PROD-00152,Portland Pozzolana Cement - Specification - Part 1: Fly Ash Based,COVERED_BY,related_is_text,related_is_text,IS 1489 (Part 2),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,11,1.00,
REL-IS_PRO-0000315,STD-01177,IS 3812,PROD-00152,Portland Pozzolana Cement - Specification - Part 1: Fly Ash Based,COVERED_BY,related_is_text,related_is_text,IS 3812,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,11,1.00,
REL-IS_PRO-0000316,STD-01207,IS 4031,PROD-00152,Portland Pozzolana Cement - Specification - Part 1: Fly Ash Based,COVERED_BY,related_is_text,related_is_text,IS 4031,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,11,1.00,
REL-IS_PRO-0000317,STD-01041,IS 269,PROD-00152,Portland Pozzolana Cement - Specification - Part 1: Fly Ash Based,COVERED_BY,related_is_text,related_is_text,IS 269,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,11,1.00,
REL-IS_PRO-0000318,STD-00444,IS 1489 (Part 1),PROD-00153,Portland Pozzolana Cement - Specification - Part 2: Calcined Clay Based,COVERED_BY,related_is_text,related_is_text,IS 1489 (Part 1),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,12,1.00,
REL-IS_PRO-0000319,STD-01207,IS 4031,PROD-00153,Portland Pozzolana Cement - Specification - Part 2: Calcined Clay Based,COVERED_BY,related_is_text,related_is_text,IS 4031,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,12,1.00,
REL-IS_PRO-0000320,STD-01208,IS 4032,PROD-00153,Portland Pozzolana Cement - Specification - Part 2: Calcined Clay Based,COVERED_BY,related_is_text,related_is_text,IS 4032,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,12,1.00,
REL-IS_PRO-0000321,STD-01207,IS 4031,PROD-00133,Ordinary Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4031,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,13,1.00,
REL-IS_PRO-0000322,STD-01208,IS 4032,PROD-00133,Ordinary Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4032,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,13,1.00,
REL-IS_PRO-0000323,STD-01274,IS 456,PROD-00133,Ordinary Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 456,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,13,1.00,
REL-IS_PRO-0000324,STD-01041,IS 269,PROD-00159,Portland Slag Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 269,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,14,1.00,
REL-IS_PRO-0000325,STD-01207,IS 4031,PROD-00159,Portland Slag Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4031,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,14,1.00,
REL-IS_PRO-0000326,STD-00171,IS 12089,PROD-00159,Portland Slag Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 12089,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,14,1.00,
REL-IS_PRO-0000327,STD-01041,IS 269,PROD-00169,Rapid Hardening Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 269,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,15,1.00,
REL-IS_PRO-0000328,STD-01207,IS 4031,PROD-00169,Rapid Hardening Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4031,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,15,1.00,
REL-IS_PRO-0000329,STD-01208,IS 4032,PROD-00169,Rapid Hardening Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4032,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,15,1.00,
REL-IS_PRO-0000330,STD-01041,IS 269,PROD-00306,White Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 269,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,16,1.00,
REL-IS_PRO-0000331,STD-01207,IS 4031,PROD-00306,White Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4031,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,16,1.00,
REL-IS_PRO-0000332,STD-01208,IS 4032,PROD-00306,White Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4032,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,16,1.00,
REL-IS_PRO-0000333,STD-01041,IS 269,PROD-00112,Hydrophobic Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 269,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,17,1.00,
REL-IS_PRO-0000334,STD-01207,IS 4031,PROD-00112,Hydrophobic Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4031,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,17,1.00,
REL-IS_PRO-0000335,STD-01208,IS 4032,PROD-00112,Hydrophobic Portland Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 4032,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,17,1.00,
REL-IS_PRO-0000336,STD-01041,IS 269,PROD-00067,Composite Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 269,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,18,1.00,
REL-IS_PRO-0000337,STD-01273,IS 455,PROD-00067,Composite Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 455,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,18,1.00,
REL-IS_PRO-0000338,STD-00443,IS 1489,PROD-00067,Composite Cement - Specification,COVERED_BY,related_is_text,related_is_text,IS 1489,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,18,1.00,
REL-IS_PRO-0000339,STD-01729,IS 9873,PROD-00214,Safety of Toys - Part 1: Safety Aspects Related to Mechanical and Physical Properties,COVERED_BY,related_is_text,related_is_text,IS 9873,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,19,1.00,
REL-IS_PRO-0000340,STD-00530,IS 15644,PROD-00214,Safety of Toys - Part 1: Safety Aspects Related to Mechanical and Physical Properties,COVERED_BY,related_is_text,related_is_text,IS 15644,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,19,1.00,
REL-IS_PRO-0000341,STD-01730,IS 9873 (Part 1),PROD-00215,Safety of Toys (Part 2 - Flammability),COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 1),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,20,1.00,
REL-IS_PRO-0000342,STD-01732,IS 9873 (Part 3),PROD-00215,Safety of Toys (Part 2 - Flammability),COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 3),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,20,1.00,
REL-IS_PRO-0000343,STD-01730,IS 9873 (Part 1),PROD-00216,Safety of Toys (Part 3 - Migration of Certain Elements),COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 1),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,21,1.00,
REL-IS_PRO-0000344,STD-01734,IS 9873 (Part 6),PROD-00216,Safety of Toys (Part 3 - Migration of Certain Elements),COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 6),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,21,1.00,
REL-IS_PRO-0000345,STD-01730,IS 9873 (Part 1),PROD-00219,"Safety of Toys - Part 4: Swings, Slides and Similar Activity Toys for Domestic Use",COVERED_BY,related_is_text,related_is_text,IS 9873 (Part 1),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,22,1.00,
REL-IS_PRO-0000346,STD-01729,IS 9873,PROD-00203,Safety of Electric Toys,COVERED_BY,related_is_text,related_is_text,IS 9873,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,23,1.00,
REL-IS_PRO-0000347,STD-01089,IS 302,PROD-00203,Safety of Electric Toys,COVERED_BY,related_is_text,related_is_text,IS 302,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,23,1.00,
REL-IS_PRO-0000348,STD-01014,IS 2553,PROD-00103,Flat Transparent Sheet Glass - Specification,COVERED_BY,related_is_text,related_is_text,IS 2553,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,24,1.00,
REL-IS_PRO-0000349,STD-00448,IS 14900,PROD-00103,Flat Transparent Sheet Glass - Specification,COVERED_BY,related_is_text,related_is_text,IS 14900,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,24,1.00,
REL-IS_PRO-0000350,STD-01016,IS 2553 (Part 2),PROD-00197,"Safety Glass - Specification - Part 1: Architectural, Building and General Purpose",COVERED_BY,related_is_text,related_is_text,IS 2553 (Part 2),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,25,1.00,
REL-IS_PRO-0000351,STD-01069,IS 2835,PROD-00197,"Safety Glass - Specification - Part 1: Architectural, Building and General Purpose",COVERED_BY,related_is_text,related_is_text,IS 2835,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,25,1.00,
REL-IS_PRO-0000352,STD-01015,IS 2553 (Part 1),PROD-00198,Safety Glass - Specification - Part 2: For Road Transport,COVERED_BY,related_is_text,related_is_text,IS 2553 (Part 1),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,26,1.00,
REL-IS_PRO-0000353,STD-01708,IS 9573 (Part 2),PROD-00186,Rubber Hoses for Liquefied Petroleum Gas (LPG) - Specification - Part 1: For Commercial and Industrial Applications,COVERED_BY,related_is_text,related_is_text,IS 9573 (Part 2),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,27,1.00,
REL-IS_PRO-0000354,STD-01707,IS 9573 (Part 1),PROD-00187,Rubber Hoses for Liquefied Petroleum Gas (LPG) - Specification - Part 2: For Domestic Applications,COVERED_BY,related_is_text,related_is_text,IS 9573 (Part 1),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,28,1.00,
REL-IS_PRO-0000355,STD-01229,IS 4246,PROD-00187,Rubber Hoses for Liquefied Petroleum Gas (LPG) - Specification - Part 2: For Domestic Applications,COVERED_BY,related_is_text,related_is_text,IS 4246,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,28,1.00,
REL-IS_PRO-0000356,STD-01511,IS 737,PROD-00045,Aluminium and Aluminium Alloy Corrugated Sheets - Specification,COVERED_BY,related_is_text,related_is_text,IS 737,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,29,1.00,
REL-IS_PRO-0000357,STD-00206,IS 1254,PROD-00045,Aluminium and Aluminium Alloy Corrugated Sheets - Specification,COVERED_BY,related_is_text,related_is_text,IS 1254,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,29,1.00,
REL-IS_PRO-0000358,STD-00837,IS 17876,PROD-00232,Seamless Stainless Steel Pipes and Tubes - Specification,COVERED_BY,related_is_text,related_is_text,IS 17876:2022,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,30,1.00,
REL-IS_PRO-0000359,STD-01465,IS 6911,PROD-00232,Seamless Stainless Steel Pipes and Tubes - Specification,COVERED_BY,related_is_text,related_is_text,IS 6911,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,30,1.00,
REL-IS_PRO-0000360,STD-00836,IS 17875,PROD-00304,Welded Stainless Steel Pipes and Tubes - Specification,COVERED_BY,related_is_text,related_is_text,IS 17875:2022,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,31,1.00,
REL-IS_PRO-0000361,STD-01465,IS 6911,PROD-00304,Welded Stainless Steel Pipes and Tubes - Specification,COVERED_BY,related_is_text,related_is_text,IS 6911,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,31,1.00,
REL-IS_PRO-0000362,STD-00048,IS 10322,PROD-00101,Flashlights - Specification,COVERED_BY,related_is_text,related_is_text,IS 10322,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,32,1.00,
REL-IS_PRO-0000363,STD-01089,IS 302,PROD-00101,Flashlights - Specification,COVERED_BY,related_is_text,related_is_text,IS 302,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,32,1.00,
REL-IS_PRO-0000364,STD-01091,IS 302 (Part 2),PROD-00206,Safety of Household and Similar Electrical Appliances - Part 1: General Requirements,COVERED_BY,related_is_text,related_is_text,IS 302 (Part 2,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,33,1.00,
REL-IS_PRO-0000365,STD-00559,IS 15844 (Part 2),PROD-00255,Sports Footwear - Specification - Part 1: General Purpose Sports Footwear,COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 2),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,34,1.00,
REL-IS_PRO-0000366,STD-00560,IS 15844 (Part 3),PROD-00255,Sports Footwear - Specification - Part 1: General Purpose Sports Footwear,COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 3),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,34,1.00,
REL-IS_PRO-0000367,STD-00558,IS 15844 (Part 1),PROD-00256,Sports Footwear - Specification - Part 2: Performance Sports Footwear,COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 1),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,35,1.00,
REL-IS_PRO-0000368,STD-00560,IS 15844 (Part 3),PROD-00256,Sports Footwear - Specification - Part 2: Performance Sports Footwear,COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 3),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,35,1.00,
REL-IS_PRO-0000369,STD-00558,IS 15844 (Part 1),PROD-00257,Sports Footwear - Specification - Part 3: Specialized/Outdoor & Trekking Footwear,COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 1),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,36,1.00,
REL-IS_PRO-0000370,STD-00559,IS 15844 (Part 2),PROD-00257,Sports Footwear - Specification - Part 3: Specialized/Outdoor & Trekking Footwear,COVERED_BY,related_is_text,related_is_text,IS 15844 (Part 2),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,36,1.00,
REL-IS_PRO-0000371,STD-01454,IS 6721,PROD-00094,Ethylene Vinyl Acetate (EVA) Footwear - Specification,COVERED_BY,related_is_text,related_is_text,IS 6721,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,37,1.00,
REL-IS_PRO-0000372,STD-00077,IS 10702,PROD-00094,Ethylene Vinyl Acetate (EVA) Footwear - Specification,COVERED_BY,related_is_text,related_is_text,IS 10702,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,37,1.00,
REL-IS_PRO-0000373,STD-00190,IS 12254,PROD-00146,Polyvinyl Chloride (PVC) Footwear - Specification,COVERED_BY,related_is_text,related_is_text,IS 12254,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,38,1.00,
REL-IS_PRO-0000374,STD-00718,IS 17012,PROD-00146,Polyvinyl Chloride (PVC) Footwear - Specification,COVERED_BY,related_is_text,related_is_text,IS 17012,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,38,1.00,
REL-IS_PRO-0000375,STD-00726,IS 17043 (Part 2),PROD-00060,Casual Footwear - Specification - Part 1: Direct Moulded Process,COVERED_BY,related_is_text,related_is_text,IS 17043 (Part 2),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,39,1.00,
REL-IS_PRO-0000376,STD-00557,IS 15844,PROD-00060,Casual Footwear - Specification - Part 1: Direct Moulded Process,COVERED_BY,related_is_text,related_is_text,IS 15844,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,39,1.00,
REL-IS_PRO-0000377,STD-00725,IS 17043 (Part 1),PROD-00061,Casual Footwear - Specification - Part 2: Stuck-On/Cemented Construction Process,COVERED_BY,related_is_text,related_is_text,IS 17043 (Part 1),,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,40,1.00,
REL-IS_PRO-0000378,STD-00480,IS 15298 (Part 1),PROD-00139,Personal Protective Equipment - Safety Footwear - Specification,COVERED_BY,related_is_text,related_is_text,IS 15298 (Part 1,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,41,1.00,
REL-IS_PRO-0000379,STD-00807,IS 17631,PROD-00310,Work Chairs,COVERS,related_product_text,related_product_text,Work Chairs,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,2,1.00,
REL-IS_PRO-0000380,STD-00808,IS 17632,PROD-00106,General Purpose Chairs and Stools,COVERS,related_product_text,related_product_text,General Purpose Chairs and Stools,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,3,1.00,
REL-IS_PRO-0000381,STD-00809,IS 17633,PROD-00285,Tables and Desks,COVERS,related_product_text,related_product_text,Tables and Desks,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,4,1.00,
REL-IS_PRO-0000382,STD-00810,IS 17634,PROD-00274,Storage Units,COVERS,related_product_text,related_product_text,Storage Units,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,1.00,
REL-IS_PRO-0000383,STD-00811,IS 17635,PROD-00051,Beds,COVERS,related_product_text,related_product_text,Beds,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,1.00,
