relationship_id,scheme_id,scheme_name,product_id,product_name,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-SCHEME-0000179,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00083,Domestic Pressure Cooker,COVERS,related_product_text,related_product_text,Domestic Pressure Cooker,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,8,1.00,
REL-SCHEME-0000180,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00277,Sulphate Resisting Portland Cement,COVERS,related_product_text,related_product_text,Sulphate Resisting Portland Cement,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,9,1.00,
REL-SCHEME-0000181,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00123,Low Heat Portland Cement,COVERS,related_product_text,related_product_text,Low Heat Portland Cement,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,10,1.00,
REL-SCHEME-0000182,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00149,Portland Pozzolana Cement - Part 1 (Fly-ash based),COVERS,related_product_text,related_product_text,Portland Pozzolana Cement - Part 1 (Fly-ash based),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,11,1.00,
REL-SCHEME-0000183,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00151,Portland Pozzolana Cement (Part 2 - Calcined Clay Based),COVERS,related_product_text,related_product_text,Portland Pozzolana Cement - Part 2 (Calcined clay based),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,12,1.00,
REL-SCHEME-0000184,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00132,"Ordinary Portland Cement (33, 43, 53 grades)",COVERS,related_product_text,related_product_text,"Ordinary Portland Cement (33, 43, 53 grades)",,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,13,1.00,
REL-SCHEME-0000185,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00158,Portland Slag Cement,COVERS,related_product_text,related_product_text,Portland Slag Cement,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,14,1.00,
REL-SCHEME-0000186,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00168,Rapid Hardening Portland Cement,COVERS,related_product_text,related_product_text,Rapid Hardening Portland Cement,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,15,1.00,
REL-SCHEME-0000187,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00305,White Portland Cement,COVERS,related_product_text,related_product_text,White Portland Cement,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,16,1.00,
REL-SCHEME-0000188,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00111,Hydrophobic Portland Cement,COVERS,related_product_text,related_product_text,Hydrophobic Portland Cement,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,17,1.00,
REL-SCHEME-0000189,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00066,Composite Cement,COVERS,related_product_text,related_product_text,Composite Cement,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,18,1.00,
REL-SCHEME-0000190,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00213,Safety of Toys (Part 1 - Mechanical and Physical Properties),COVERS,related_product_text,related_product_text,Safety of Toys - Part 1: Mechanical and Physical Properties,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,19,1.00,
REL-SCHEME-0000191,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00215,Safety of Toys (Part 2 - Flammability),COVERS,related_product_text,related_product_text,Safety of Toys - Part 2: Flammability,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,20,1.00,
REL-SCHEME-0000192,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00216,Safety of Toys (Part 3 - Migration of Certain Elements),COVERS,related_product_text,related_product_text,Safety of Toys - Part 3: Migration of Certain Elements,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,21,1.00,
REL-SCHEME-0000193,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00217,Safety of Toys - Part 4: Swings,COVERS,related_product_text,related_product_text,Safety of Toys - Part 4: Swings,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,22,1.00,
REL-SCHEME-0000194,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00239,Slides and Similar Activity Toys,COVERS,related_product_text,related_product_text,Slides and Similar Activity Toys,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,22,1.00,
REL-SCHEME-0000195,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00203,Safety of Electric Toys,COVERS,related_product_text,related_product_text,Safety of Electric Toys,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,23,1.00,
REL-SCHEME-0000196,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00102,Flat Transparent Sheet Glass,COVERS,related_product_text,related_product_text,Flat Transparent Sheet Glass,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,24,1.00,
REL-SCHEME-0000197,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00192,"Safety Glass (Architectural, Building and General uses)",COVERS,related_product_text,related_product_text,"Safety Glass (Architectural, Building and General uses)",,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,25,1.00,
REL-SCHEME-0000198,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00193,Safety Glass (For Road Transport),COVERS,related_product_text,related_product_text,Safety Glass (For Road Transport),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,26,1.00,
REL-SCHEME-0000199,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00178,Rubber Hose for LPG (Industrial Application),COVERS,related_product_text,related_product_text,Rubber Hose for LPG (Industrial Application),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,27,1.00,
REL-SCHEME-0000200,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00175,Rubber Hose for LPG (Domestic and Commercial Application),COVERS,related_product_text,related_product_text,Rubber Hose for LPG (Domestic and Commercial Application),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,28,1.00,
REL-SCHEME-0000201,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00044,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,COVERS,related_product_text,related_product_text,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,29,1.00,
REL-SCHEME-0000202,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00265,Stainless Steel Seamless Pipes and Tubes for General Service,COVERS,related_product_text,related_product_text,Stainless Steel Seamless Pipes and Tubes for General Service,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,30,1.00,
REL-SCHEME-0000203,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00268,Stainless Steel Welded Pipes and Tubes for General Service,COVERS,related_product_text,related_product_text,Stainless Steel Welded Pipes and Tubes for General Service,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,31,1.00,
REL-SCHEME-0000204,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00099,Flashlights/Portable Lighting Devices,COVERS,related_product_text,related_product_text,Flashlights / Portable Lighting Devices,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,32,1.00,
REL-SCHEME-0000205,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00108,General Safety Requirements for Household and Similar Electrical Appliances,COVERS,related_product_text,related_product_text,General Safety Requirements for Household and Similar Electrical Appliances,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,33,1.00,
REL-SCHEME-0000206,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00243,Sports Footwear for General Purpose,COVERS,related_product_text,related_product_text,Sports Footwear for General Purpose,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,34,1.00,
REL-SCHEME-0000207,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00244,Sports Footwear for Performance Sports,COVERS,related_product_text,related_product_text,Sports Footwear for Performance Sports,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,35,1.00,
REL-SCHEME-0000208,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00246,Sports Footwear for Professional Sports,COVERS,related_product_text,related_product_text,Sports Footwear for Professional Sports,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,36,1.00,
REL-SCHEME-0000209,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00109,High Ankle Tactical Boots with PU-Rubber Sole,COVERS,related_product_text,related_product_text,High Ankle Tactical Boots with PU-Rubber Sole,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,37,1.00,
REL-SCHEME-0000210,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00048,Antiriot shoes,COVERS,related_product_text,related_product_text,Antiriot Shoes,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,38,1.00,
REL-SCHEME-0000211,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00236,Shoes for Services,COVERS,related_product_text,related_product_text,Shoes for Services,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,39,1.00,
REL-SCHEME-0000212,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00235,Shoes for General Purpose,COVERS,related_product_text,related_product_text,Shoes for General Purpose,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,40,1.00,
REL-SCHEME-0000213,SCH-00001,Scheme – I (ISI Mark Scheme),PROD-00140,Personal Protective Equipment – Safety Footwear,COVERS,related_product_text,related_product_text,Personal Protective Equipment – Safety Footwear,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,41,1.00,
REL-SCHEME-0000214,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00310,Work Chairs,COVERS,related_product_text,related_product_text,Work Chairs,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,2,1.00,
REL-SCHEME-0000215,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00064,Chairs and Stools (General Purpose),COVERS,related_product_text,related_product_text,Chairs and Stools (General Purpose),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,3,1.00,
REL-SCHEME-0000216,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00285,Tables and Desks,COVERS,related_product_text,related_product_text,Tables and Desks,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,4,1.00,
REL-SCHEME-0000217,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00274,Storage Units,COVERS,related_product_text,related_product_text,Storage Units,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,5,1.00,
REL-SCHEME-0000218,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00051,Beds,COVERS,related_product_text,related_product_text,Beds,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,6,1.00,
REL-SCHEME-0000219,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00055,Bunk Beds,COVERS,related_product_text,related_product_text,Bunk Beds,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,7,1.00,
REL-SCHEME-0000220,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00083,Domestic Pressure Cooker,COVERS,related_product_text,related_product_text,Domestic Pressure Cooker,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,8,1.00,
REL-SCHEME-0000221,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00277,Sulphate Resisting Portland Cement,COVERS,related_product_text,related_product_text,Sulphate Resisting Portland Cement,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,9,1.00,
REL-SCHEME-0000222,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00123,Low Heat Portland Cement,COVERS,related_product_text,related_product_text,Low Heat Portland Cement,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,10,1.00,
REL-SCHEME-0000223,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00149,Portland Pozzolana Cement - Part 1 (Fly-ash based),COVERS,related_product_text,related_product_text,Portland Pozzolana Cement - Part 1 (Fly-ash based),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,11,1.00,
REL-SCHEME-0000224,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00151,Portland Pozzolana Cement (Part 2 - Calcined Clay Based),COVERS,related_product_text,related_product_text,Portland Pozzolana Cement - Part 2 (Calcined clay based),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,12,1.00,
REL-SCHEME-0000225,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00132,"Ordinary Portland Cement (33, 43, 53 grades)",COVERS,related_product_text,related_product_text,"Ordinary Portland Cement (33, 43, 53 grades)",,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,13,1.00,
REL-SCHEME-0000226,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00158,Portland Slag Cement,COVERS,related_product_text,related_product_text,Portland Slag Cement,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,14,1.00,
REL-SCHEME-0000227,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00168,Rapid Hardening Portland Cement,COVERS,related_product_text,related_product_text,Rapid Hardening Portland Cement,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,15,1.00,
REL-SCHEME-0000228,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00305,White Portland Cement,COVERS,related_product_text,related_product_text,White Portland Cement,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,16,1.00,
REL-SCHEME-0000229,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00111,Hydrophobic Portland Cement,COVERS,related_product_text,related_product_text,Hydrophobic Portland Cement,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,17,1.00,
REL-SCHEME-0000230,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00066,Composite Cement,COVERS,related_product_text,related_product_text,Composite Cement,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,18,1.00,
REL-SCHEME-0000231,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00213,Safety of Toys (Part 1 - Mechanical and Physical Properties),COVERS,related_product_text,related_product_text,Safety of Toys - Part 1: Mechanical and Physical Properties,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,19,1.00,
REL-SCHEME-0000232,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00215,Safety of Toys (Part 2 - Flammability),COVERS,related_product_text,related_product_text,Safety of Toys - Part 2: Flammability,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,20,1.00,
REL-SCHEME-0000233,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00216,Safety of Toys (Part 3 - Migration of Certain Elements),COVERS,related_product_text,related_product_text,Safety of Toys - Part 3: Migration of Certain Elements,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,21,1.00,
REL-SCHEME-0000234,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00217,Safety of Toys - Part 4: Swings,COVERS,related_product_text,related_product_text,Safety of Toys - Part 4: Swings,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,22,1.00,
REL-SCHEME-0000235,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00239,Slides and Similar Activity Toys,COVERS,related_product_text,related_product_text,Slides and Similar Activity Toys,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,22,1.00,
REL-SCHEME-0000236,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00203,Safety of Electric Toys,COVERS,related_product_text,related_product_text,Safety of Electric Toys,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,23,1.00,
REL-SCHEME-0000237,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00102,Flat Transparent Sheet Glass,COVERS,related_product_text,related_product_text,Flat Transparent Sheet Glass,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,24,1.00,
REL-SCHEME-0000238,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00192,"Safety Glass (Architectural, Building and General uses)",COVERS,related_product_text,related_product_text,"Safety Glass (Architectural, Building and General uses)",,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,25,1.00,
REL-SCHEME-0000239,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00193,Safety Glass (For Road Transport),COVERS,related_product_text,related_product_text,Safety Glass (For Road Transport),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,26,1.00,
REL-SCHEME-0000240,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00178,Rubber Hose for LPG (Industrial Application),COVERS,related_product_text,related_product_text,Rubber Hose for LPG (Industrial Application),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,27,1.00,
REL-SCHEME-0000241,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00175,Rubber Hose for LPG (Domestic and Commercial Application),COVERS,related_product_text,related_product_text,Rubber Hose for LPG (Domestic and Commercial Application),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,28,1.00,
REL-SCHEME-0000242,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00044,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,COVERS,related_product_text,related_product_text,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,29,1.00,
REL-SCHEME-0000243,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00265,Stainless Steel Seamless Pipes and Tubes for General Service,COVERS,related_product_text,related_product_text,Stainless Steel Seamless Pipes and Tubes for General Service,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,30,1.00,
REL-SCHEME-0000244,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00268,Stainless Steel Welded Pipes and Tubes for General Service,COVERS,related_product_text,related_product_text,Stainless Steel Welded Pipes and Tubes for General Service,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,31,1.00,
REL-SCHEME-0000245,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00099,Flashlights/Portable Lighting Devices,COVERS,related_product_text,related_product_text,Flashlights / Portable Lighting Devices,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,32,1.00,
REL-SCHEME-0000246,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00108,General Safety Requirements for Household and Similar Electrical Appliances,COVERS,related_product_text,related_product_text,General Safety Requirements for Household and Similar Electrical Appliances,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,33,1.00,
REL-SCHEME-0000247,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00243,Sports Footwear for General Purpose,COVERS,related_product_text,related_product_text,Sports Footwear for General Purpose,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,34,1.00,
REL-SCHEME-0000248,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00244,Sports Footwear for Performance Sports,COVERS,related_product_text,related_product_text,Sports Footwear for Performance Sports,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,35,1.00,
REL-SCHEME-0000249,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00246,Sports Footwear for Professional Sports,COVERS,related_product_text,related_product_text,Sports Footwear for Professional Sports,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,36,1.00,
REL-SCHEME-0000250,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00109,High Ankle Tactical Boots with PU-Rubber Sole,COVERS,related_product_text,related_product_text,High Ankle Tactical Boots with PU-Rubber Sole,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,37,1.00,
REL-SCHEME-0000251,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00048,Antiriot shoes,COVERS,related_product_text,related_product_text,Antiriot Shoes,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,38,1.00,
REL-SCHEME-0000252,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00236,Shoes for Services,COVERS,related_product_text,related_product_text,Shoes for Services,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,39,1.00,
REL-SCHEME-0000253,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00235,Shoes for General Purpose,COVERS,related_product_text,related_product_text,Shoes for General Purpose,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,40,1.00,
REL-SCHEME-0000254,SCH-00002,Scheme – II (Conformity Assessment/Registration),PROD-00140,Personal Protective Equipment – Safety Footwear,COVERS,related_product_text,related_product_text,Personal Protective Equipment – Safety Footwear,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,41,1.00,
