relationship_id,is_id,canonical_is_number,scheme_id,scheme_name,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-IS_SCH-0000212,STD-01707,IS 9573 (Part 1),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 9573 (Part 1),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,27,1.00,
REL-IS_SCH-0000213,STD-01708,IS 9573 (Part 2),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 9573 (Part 2),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,28,1.00,
REL-IS_SCH-0000214,STD-00497,IS 15392,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 15392,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,29,1.00,
REL-IS_SCH-0000215,STD-00836,IS 17875,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17875,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,30,1.00,
REL-IS_SCH-0000216,STD-00837,IS 17876,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17876,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,31,1.00,
REL-IS_SCH-0000217,STD-00947,IS 2083,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 2083,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,32,1.00,
REL-IS_SCH-0000218,STD-01090,IS 302 (Part 1),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 302 (Part 1),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,33,1.00,
REL-IS_SCH-0000219,STD-00558,IS 15844 (Part 1),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 15844 (Part 1),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,34,1.00,
REL-IS_SCH-0000220,STD-00559,IS 15844 (Part 2),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 15844 (Part 2),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,35,1.00,
REL-IS_SCH-0000221,STD-00560,IS 15844 (Part 3),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 15844 (Part 3),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,36,1.00,
REL-IS_SCH-0000222,STD-00718,IS 17012,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17012,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,37,1.00,
REL-IS_SCH-0000223,STD-00722,IS 17037,SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17037,,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,38,1.00,
REL-IS_SCH-0000224,STD-00725,IS 17043 (Part 1),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17043 (Part 1),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,39,1.00,
REL-IS_SCH-0000225,STD-00726,IS 17043 (Part 2),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17043 (Part 2),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,40,1.00,
REL-IS_SCH-0000226,STD-00481,IS 15298 (Part 2),SCH-00001,Scheme – I (ISI Mark Scheme),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 15298 (Part 2),,F024,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,41,1.00,
REL-IS_SCH-0000227,STD-00807,IS 17631,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17631,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,2,1.00,
REL-IS_SCH-0000228,STD-00808,IS 17632,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17632,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,3,1.00,
REL-IS_SCH-0000229,STD-00809,IS 17633,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17633,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,4,1.00,
REL-IS_SCH-0000230,STD-00810,IS 17634,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17634,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,5,1.00,
REL-IS_SCH-0000231,STD-00811,IS 17635,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17635,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,6,1.00,
REL-IS_SCH-0000232,STD-00812,IS 17636,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17636,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,7,1.00,
REL-IS_SCH-0000233,STD-00982,IS 2347,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 2347,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,8,1.00,
REL-IS_SCH-0000234,STD-00194,IS 12330,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 12330,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,9,1.00,
REL-IS_SCH-0000235,STD-00214,IS 12600,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 12600,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,10,1.00,
REL-IS_SCH-0000236,STD-00444,IS 1489 (Part 1),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 1489 (Part 1),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,11,1.00,
REL-IS_SCH-0000237,STD-00445,IS 1489 (Part 2),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 1489 (Part 2),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,12,1.00,
REL-IS_SCH-0000238,STD-01041,IS 269,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 269,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,13,1.00,
REL-IS_SCH-0000239,STD-01273,IS 455,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 455,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,14,1.00,
REL-IS_SCH-0000240,STD-01569,IS 8041,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 8041,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,15,1.00,
REL-IS_SCH-0000241,STD-01570,IS 8042,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 8042,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,16,1.00,
REL-IS_SCH-0000242,STD-01571,IS 8043,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 8043,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,17,1.00,
REL-IS_SCH-0000243,STD-00656,IS 16415,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 16415,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,18,1.00,
REL-IS_SCH-0000244,STD-01730,IS 9873 (Part 1),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 9873 (Part 1),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,19,1.00,
REL-IS_SCH-0000245,STD-01731,IS 9873 (Part 2),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 9873 (Part 2),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,20,1.00,
REL-IS_SCH-0000246,STD-01732,IS 9873 (Part 3),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 9873 (Part 3),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,21,1.00,
REL-IS_SCH-0000247,STD-01733,IS 9873 (Part 4),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 9873 (Part 4),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,22,1.00,
REL-IS_SCH-0000248,STD-00530,IS 15644,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 15644,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,23,1.00,
REL-IS_SCH-0000249,STD-01069,IS 2835,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 2835,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,24,1.00,
REL-IS_SCH-0000250,STD-01015,IS 2553 (Part 1),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 2553 (Part 1),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,25,1.00,
REL-IS_SCH-0000251,STD-01016,IS 2553 (Part 2),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 2553 (Part 2),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,26,1.00,
REL-IS_SCH-0000252,STD-01707,IS 9573 (Part 1),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 9573 (Part 1),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,27,1.00,
REL-IS_SCH-0000253,STD-01708,IS 9573 (Part 2),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 9573 (Part 2),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,28,1.00,
REL-IS_SCH-0000254,STD-00497,IS 15392,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 15392,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,29,1.00,
REL-IS_SCH-0000255,STD-00836,IS 17875,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17875,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,30,1.00,
REL-IS_SCH-0000256,STD-00837,IS 17876,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17876,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,31,1.00,
REL-IS_SCH-0000257,STD-00947,IS 2083,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 2083,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,32,1.00,
REL-IS_SCH-0000258,STD-01090,IS 302 (Part 1),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 302 (Part 1),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,33,1.00,
REL-IS_SCH-0000259,STD-00558,IS 15844 (Part 1),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 15844 (Part 1),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,34,1.00,
REL-IS_SCH-0000260,STD-00559,IS 15844 (Part 2),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 15844 (Part 2),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,35,1.00,
REL-IS_SCH-0000261,STD-00560,IS 15844 (Part 3),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 15844 (Part 3),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,36,1.00,
REL-IS_SCH-0000262,STD-00718,IS 17012,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17012,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,37,1.00,
REL-IS_SCH-0000263,STD-00722,IS 17037,SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17037,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,38,1.00,
REL-IS_SCH-0000264,STD-00725,IS 17043 (Part 1),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17043 (Part 1),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,39,1.00,
REL-IS_SCH-0000265,STD-00726,IS 17043 (Part 2),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 17043 (Part 2),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,40,1.00,
REL-IS_SCH-0000266,STD-00481,IS 15298 (Part 2),SCH-00002,Scheme – II (Conformity Assessment/Registration),CERTIFIABLE_UNDER,canonical_is_number,IS,IS 15298 (Part 2),,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,41,1.00,
REL-IS_SCH-0000267,STD-00807,IS 17631,SCH-00016,Scheme-I — BIS ISI Mark Certification,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I — BIS ISI Mark Certification,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,2,1.00,
REL-IS_SCH-0000268,STD-00808,IS 17632,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,3,1.00,
REL-IS_SCH-0000269,STD-00809,IS 17633,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,4,1.00,
REL-IS_SCH-0000270,STD-00810,IS 17634,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,1.00,
REL-IS_SCH-0000271,STD-00811,IS 17635,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,1.00,
REL-IS_SCH-0000272,STD-00812,IS 17636,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,1.00,
REL-IS_SCH-0000273,STD-00982,IS 2347,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,1.00,
REL-IS_SCH-0000274,STD-00194,IS 12330,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,9,1.00,
REL-IS_SCH-0000275,STD-00214,IS 12600,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,10,1.00,
REL-IS_SCH-0000276,STD-00444,IS 1489 (Part 1),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,11,1.00,
REL-IS_SCH-0000277,STD-00445,IS 1489 (Part 2),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,12,1.00,
REL-IS_SCH-0000278,STD-01041,IS 269,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,13,1.00,
REL-IS_SCH-0000279,STD-01273,IS 455,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,14,1.00,
REL-IS_SCH-0000280,STD-01569,IS 8041,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,15,1.00,
REL-IS_SCH-0000281,STD-01570,IS 8042,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,16,1.00,
REL-IS_SCH-0000282,STD-01571,IS 8043,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,17,1.00,
REL-IS_SCH-0000283,STD-00656,IS 16415,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,18,1.00,
REL-IS_SCH-0000284,STD-01730,IS 9873 (Part 1),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,19,1.00,
REL-IS_SCH-0000285,STD-01731,IS 9873 (Part 2),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,20,1.00,
REL-IS_SCH-0000286,STD-01732,IS 9873 (Part 3),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,21,1.00,
REL-IS_SCH-0000287,STD-01733,IS 9873 (Part 4),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,22,1.00,
REL-IS_SCH-0000288,STD-00530,IS 15644,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,23,1.00,
REL-IS_SCH-0000289,STD-01069,IS 2835,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,24,1.00,
REL-IS_SCH-0000290,STD-01015,IS 2553 (Part 1),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,25,1.00,
REL-IS_SCH-0000291,STD-01016,IS 2553 (Part 2),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,26,1.00,
REL-IS_SCH-0000292,STD-01707,IS 9573 (Part 1),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,27,1.00,
REL-IS_SCH-0000293,STD-01708,IS 9573 (Part 2),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,28,1.00,
REL-IS_SCH-0000294,STD-00497,IS 15392,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,29,1.00,
REL-IS_SCH-0000295,STD-00836,IS 17875,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,30,1.00,
REL-IS_SCH-0000296,STD-00837,IS 17876,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,31,1.00,
REL-IS_SCH-0000297,STD-00947,IS 2083,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,32,1.00,
REL-IS_SCH-0000298,STD-01090,IS 302 (Part 1),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,33,1.00,
REL-IS_SCH-0000299,STD-00558,IS 15844 (Part 1),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,34,1.00,
REL-IS_SCH-0000300,STD-00559,IS 15844 (Part 2),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,35,1.00,
REL-IS_SCH-0000301,STD-00560,IS 15844 (Part 3),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,36,1.00,
REL-IS_SCH-0000302,STD-00718,IS 17012,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,37,1.00,
REL-IS_SCH-0000303,STD-00722,IS 17037,SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,38,1.00,
REL-IS_SCH-0000304,STD-00725,IS 17043 (Part 1),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,39,1.00,
REL-IS_SCH-0000305,STD-00726,IS 17043 (Part 2),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,40,1.00,
REL-IS_SCH-0000306,STD-00481,IS 15298 (Part 2),SCH-00014,Scheme-I,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-I,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,41,1.00,
REL-IS_SCH-0000307,STD-01750,IS/IEC 60947 (Part 2),SCH-00025,Scheme-X/Electrical Equipment Quality Control Order,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-X / Electrical Equipment Quality Control Order,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,42,1.00,
REL-IS_SCH-0000308,STD-01751,IS/IEC 60947 (Part 3),SCH-00024,Scheme-X/EEQCO,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-X / EEQCO,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,43,1.00,
REL-IS_SCH-0000309,STD-01752,IS/IEC 60947 (Part 4),SCH-00024,Scheme-X/EEQCO,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-X / EEQCO,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,44,1.00,
REL-IS_SCH-0000310,STD-01753,IS/IEC 60947 (Part 5),SCH-00024,Scheme-X/EEQCO,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-X / EEQCO,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,45,1.00,
REL-IS_SCH-0000311,STD-01753,IS/IEC 60947 (Part 5),SCH-00024,Scheme-X/EEQCO,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-X / EEQCO,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,46,1.00,
REL-IS_SCH-0000312,STD-00807,IS 17631,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,2,1.00,
REL-IS_SCH-0000313,STD-00808,IS 17632,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,3,1.00,
