relationship_id,qco_id,qco_number,scheme_id,scheme_name,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-QCO_SC-0000182,QCO-00090,Toys (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,21,1.00,
REL-QCO_SC-0000183,QCO-00090,Toys (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,22,1.00,
REL-QCO_SC-0000184,QCO-00090,Toys (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,23,1.00,
REL-QCO_SC-0000185,QCO-00027,Flat Transparent Sheet Glass QCO,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Flat Transparent Sheet Glass QCO,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,24,1.00,
REL-QCO_SC-0000186,QCO-00078,Safety Glass (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Safety Glass (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,25,1.00,
REL-QCO_SC-0000187,QCO-00078,Safety Glass (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Safety Glass (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,26,1.00,
REL-QCO_SC-0000188,QCO-00061,Rubber Hose for LPG QCO,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Rubber Hose for LPG QCO,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,27,1.00,
REL-QCO_SC-0000189,QCO-00061,Rubber Hose for LPG QCO,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Rubber Hose for LPG QCO,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,28,1.00,
REL-QCO_SC-0000190,QCO-00005,Aluminium Foil (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Aluminium Foil (Quality Control) Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,29,1.00,
REL-QCO_SC-0000191,QCO-00083,Stainless Steel Pipes and Tubes QCO,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Stainless Steel Pipes and Tubes QCO,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,30,1.00,
REL-QCO_SC-0000192,QCO-00083,Stainless Steel Pipes and Tubes QCO,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Stainless Steel Pipes and Tubes QCO,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,31,1.00,
REL-QCO_SC-0000193,QCO-00024,Flashlights Quality Control Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Flashlights Quality Control Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,32,1.00,
REL-QCO_SC-0000194,QCO-00017,Electrical Appliances QCO,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Electrical Appliances QCO,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,33,1.00,
REL-QCO_SC-0000195,QCO-00039,Footwear (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,34,1.00,
REL-QCO_SC-0000196,QCO-00039,Footwear (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,35,1.00,
REL-QCO_SC-0000197,QCO-00039,Footwear (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,36,1.00,
REL-QCO_SC-0000198,QCO-00039,Footwear (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,37,1.00,
REL-QCO_SC-0000199,QCO-00039,Footwear (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,38,1.00,
REL-QCO_SC-0000200,QCO-00039,Footwear (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,39,1.00,
REL-QCO_SC-0000201,QCO-00039,Footwear (Quality Control) Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,Footwear Quality Control Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,40,1.00,
REL-QCO_SC-0000202,QCO-00059,PPE Footwear Quality Control Order,SCH-00002,Scheme – II (Conformity Assessment/Registration),ENFORCES,related_qco_text,related_qco_text,PPE Footwear Quality Control Order,,F025,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,41,1.00,
