relationship_id,is_id,canonical_is_number,fmcs_id,cml_licence_no,manufacturer_name,country,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-IS_FMC-0002767,STD-00669,IS 16585,FMCS-00501,,"QINGDAO YUNLU ADVANCED MATERIAL RECHNOLOGY CO. LIMITED, CHINA",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 16585 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2768,1.00,
REL-IS_FMC-0002768,STD-00669,IS 16585,FMCS-00428,,Proterial ltd,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 16585 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2769,1.00,
REL-IS_FMC-0002769,STD-00678,IS 16647,FMCS-02226,,Molecor (Sea) Sdn Bhd,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 16647 : 2017,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2770,1.00,
REL-IS_FMC-0002770,STD-00728,IS 17048,FMCS-02147,,Litmus Industries Limited,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17048 : 2018,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2771,1.00,
REL-IS_FMC-0002771,STD-00732,IS 17077 (Part 1),FMCS-01566,,Versalis S.p.A.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17077 (Part 1) : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2772,1.00,
REL-IS_FMC-0002772,STD-00732,IS 17077 (Part 1),FMCS-00891,,"LG CHEM, LTD.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17077 (Part 1) : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2773,1.00,
REL-IS_FMC-0002773,STD-00732,IS 17077 (Part 1),FMCS-00888,,LOTTE CHEMICAL CORPORATION,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17077 (Part 1) : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2774,1.00,
REL-IS_FMC-0002774,STD-00863,IS 18297,FMCS-01835,,I Steel Haiphong Company Limited,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 18297 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2775,1.00,
REL-IS_FMC-0002775,STD-00863,IS 18297,FMCS-02787,,Samet Kalip Ve Madeni Esya San. Ve Tic. A.S,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 18297 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2776,1.00,
REL-IS_FMC-0002776,STD-00863,IS 18297,FMCS-02686,,Formenti e Giovenzana SpA (Societa con Unico Socio),,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 18297 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2777,1.00,
REL-IS_FMC-0002777,STD-00732,IS 17077 (Part 1),FMCS-01388,,ARABIAN PETROCHEMICAL COMPANY PETROKEMYA,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17077 (Part 1) : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2778,1.00,
REL-IS_FMC-0002778,STD-00732,IS 17077 (Part 1),FMCS-01306,,TRINSEO NETHERLANDS B.V.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17077 (Part 1) : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2779,1.00,
REL-IS_FMC-0002779,STD-00732,IS 17077 (Part 1),FMCS-01272,,"Techno-UMG Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17077 (Part 1) : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2780,1.00,
REL-IS_FMC-0002780,STD-00737,IS 17111,FMCS-01132,,"SANYO SPECIAL STEEL CO., LTD.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2781,1.00,
REL-IS_FMC-0002781,STD-00737,IS 17111,FMCS-01039,,DH Steel,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2782,1.00,
REL-IS_FMC-0002782,STD-00737,IS 17111,FMCS-00968,,HYUNDAI SPECIAL STEEL COMPANY,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2783,1.00,
REL-IS_FMC-0002783,STD-00737,IS 17111,FMCS-01516,,SeAH Special Steel Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2784,1.00,
REL-IS_FMC-0002784,STD-00737,IS 17111,FMCS-02309,,Daido Steel Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2785,1.00,
REL-IS_FMC-0002785,STD-00737,IS 17111,FMCS-02879,,Acciaierie Bertoli Safau spa,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2786,1.00,
REL-IS_FMC-0002786,STD-00737,IS 17111,FMCS-02943,,OGISO KOGYO CO. LTD,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2787,1.00,
REL-IS_FMC-0002787,STD-00737,IS 17111,FMCS-02980,,BGH Edelstahl Siegen GmbH,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2788,1.00,
REL-IS_FMC-0002788,STD-00737,IS 17111,FMCS-02981,,BGH Edelstahl Freital GmbH,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2789,1.00,
REL-IS_FMC-0002789,STD-00737,IS 17111,FMCS-03027,,Deutsche Edelstahlwerke Siegen/Hagen GmbH & Co. KG,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2790,1.00,
REL-IS_FMC-0002790,STD-00737,IS 17111,FMCS-03021,,ASFO S.P.A.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2791,1.00,
REL-IS_FMC-0002791,STD-00737,IS 17111,FMCS-03100,,Voestalpine Wire Rod Austria GmbH,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111:2025,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2792,1.00,
REL-IS_FMC-0002792,STD-00737,IS 17111,FMCS-02509,,"POSCO Co., Ltd",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111:2025,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2793,1.00,
REL-IS_FMC-0002793,STD-00737,IS 17111,FMCS-01461,,VOESTALPINE WIRE AUSTRIA GMBH,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111:2025,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2794,1.00,
REL-IS_FMC-0002794,STD-00737,IS 17111,FMCS-01744,,MARCEGAGLIA FOS SUR MER,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17111:2025,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2795,1.00,
REL-IS_FMC-0002795,STD-00751,IS 17265,FMCS-01036,,PT Delta Merlin Sandang Tekstil,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17265 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2796,1.00,
REL-IS_FMC-0002796,STD-00747,IS 17261,FMCS-01913,,PT. Asia Pacific Fibers TDK,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17261:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2797,1.00,
REL-IS_FMC-0002797,STD-00747,IS 17261,FMCS-01433,,Daehan Synthetic Fiber Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17261:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2798,1.00,
REL-IS_FMC-0002798,STD-00747,IS 17261,FMCS-02420,,Billion Industrial Viet Nam,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17261:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2799,1.00,
REL-IS_FMC-0002799,STD-00747,IS 17261,FMCS-02417,,SUNFLAG (THAILAND) CO. LTD,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17261:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2800,1.00,
REL-IS_FMC-0002800,STD-00747,IS 17261,FMCS-00959,,HYOSUNG TNC CORPORATION,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17261:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2801,1.00,
REL-IS_FMC-0002801,STD-00747,IS 17261,FMCS-00932,,PT. INDORAMA VENTURES INDONESIA,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17261:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2802,1.00,
REL-IS_FMC-0002802,STD-00747,IS 17261,FMCS-01043,,TEIJIN POLYESTER (THAILAND) LIMITED,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17261:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2803,1.00,
REL-IS_FMC-0002803,STD-00752,IS 17266,FMCS-01025,,Lenzing AG,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17266 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2804,1.00,
REL-IS_FMC-0002804,STD-00747,IS 17261,FMCS-01164,,SHIN PONT INDUSTRIAL INC.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17261:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2805,1.00,
REL-IS_FMC-0002805,STD-00747,IS 17261,FMCS-01103,,HUVIS CORPORATION,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17261:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2806,1.00,
REL-IS_FMC-0002806,STD-00715,IS 170,FMCS-01312,,Sasol South Africa ltd,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 170 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2807,1.00,
REL-IS_FMC-0002807,STD-01006,IS 252,FMCS-00675,,LG Chem Ltd (CA 2 Factory),,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 252 : 2013,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2808,1.00,
REL-IS_FMC-0002808,STD-01006,IS 252,FMCS-00472,,TASNIM CHEMICAL COMPLEX LIMITED,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 252 : 2013,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2809,1.00,
REL-IS_FMC-0002809,STD-01006,IS 252,FMCS-00488,,Samuda Chemical Complex Limited,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 252 : 2013,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2810,1.00,
REL-IS_FMC-0002810,STD-00747,IS 17261,FMCS-01238,,PT. INDORAMA POLYCHEM INDONESIA,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17261:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2811,1.00,
REL-IS_FMC-0002811,STD-00747,IS 17261,FMCS-01377,,Recron Malaysia Sdn. Bhd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17261:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2812,1.00,
REL-IS_FMC-0002812,STD-00747,IS 17261,FMCS-00911,,PT. INDO-RAMA SYNTHETICS TBK,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17261:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2813,1.00,
REL-IS_FMC-0002813,STD-00748,IS 17262,FMCS-01568,,"Zig Sheng Industrial Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17262 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2814,1.00,
REL-IS_FMC-0002814,STD-00752,IS 17266,FMCS-01026,,Lenzing Fibers GmbH,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17266 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2815,1.00,
REL-IS_FMC-0002815,STD-00748,IS 17262,FMCS-02419,,SUNFLAG (THAILAND) CO. LTD,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17262 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2816,1.00,
REL-IS_FMC-0002816,STD-00748,IS 17262,FMCS-02321,,ECO SPINDLES (PRIVATE) LIMITED,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17262 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2817,1.00,
REL-IS_FMC-0002817,STD-00748,IS 17262,FMCS-01413,,PT. Indorama Polychem Indonesia,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17262 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2818,1.00,
REL-IS_FMC-0002818,STD-00748,IS 17262,FMCS-00933,,PT. INDO- RAMA SYNTHETICS TBK,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17262 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2819,1.00,
REL-IS_FMC-0002819,STD-00748,IS 17262,FMCS-00960,,Hyosung TNC Corporation,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17262 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2820,1.00,
REL-IS_FMC-0002820,STD-00749,IS 17263,FMCS-01239,,PT. INDORAMA POLYCHEM INDONESIA,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2821,1.00,
REL-IS_FMC-0002821,STD-00749,IS 17263,FMCS-01251,,"Prince Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2822,1.00,
REL-IS_FMC-0002822,STD-00749,IS 17263,FMCS-02340,,Rashni Poly Fiber Industries Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2823,1.00,
REL-IS_FMC-0002823,STD-00752,IS 17266,FMCS-00996,,Lenzing Fibers Grimsby Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17266 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2824,1.00,
REL-IS_FMC-0002824,STD-00749,IS 17263,FMCS-02418,,SUNFLAG (THAILAND) CO. LTD,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2825,1.00,
REL-IS_FMC-0002825,STD-00749,IS 17263,FMCS-02087,,Xin Da Spinning Technology Sdn. Bhd,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2826,1.00,
REL-IS_FMC-0002826,STD-00749,IS 17263,FMCS-01471,,"Zhongthai Chemical Fiber Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2827,1.00,
REL-IS_FMC-0002827,STD-00749,IS 17263,FMCS-01427,,Neel Nagar Industries Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2828,1.00,
REL-IS_FMC-0002828,STD-01006,IS 252,FMCS-01651,,Pt Asahimas Chemical,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 252 : 2013,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2829,1.00,
REL-IS_FMC-0002829,STD-01041,IS 269,FMCS-01680,,Pioneer Cement Industries,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 269 : 2015,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2830,1.00,
REL-IS_FMC-0002830,STD-00749,IS 17263,FMCS-02613,,Far Eastern Polytex (Vietnam) Limited,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2831,1.00,
REL-IS_FMC-0002831,STD-00749,IS 17263,FMCS-00910,,INDORAMA POLYESTER INDUSTRIES PUBLIC COMPANY LIMITED,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2832,1.00,
REL-IS_FMC-0002832,STD-00749,IS 17263,FMCS-00920,,Indorama Polyester Industries Public Company Limited,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2833,1.00,
REL-IS_FMC-0002833,STD-00749,IS 17263,FMCS-00927,,PT. INDO-RAMA SYNTHETICS TBK,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2834,1.00,
REL-IS_FMC-0002834,STD-00749,IS 17263,FMCS-01190,,FAR EASTERN NEW CENTURY CORPORATION,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2835,1.00,
REL-IS_FMC-0002835,STD-00749,IS 17263,FMCS-01394,,GH ADVANCED MATERIALS INC.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2836,1.00,
REL-IS_FMC-0002836,STD-00749,IS 17263,FMCS-01372,,Nanya Plastics Corporation,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2837,1.00,
REL-IS_FMC-0002837,STD-00752,IS 17266,FMCS-02122,,P.T Asia Pacific Rayon,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17266 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2838,1.00,
REL-IS_FMC-0002838,STD-00749,IS 17263,FMCS-01336,,Mumanu Polyester Industries Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2839,1.00,
REL-IS_FMC-0002839,STD-00749,IS 17263,FMCS-01037,,PENFIBRE SDN. BERHAD,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17263 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2840,1.00,
REL-IS_FMC-0002840,STD-00750,IS 17264,FMCS-01191,,Far Eastern New Century Corporation,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17264 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2841,1.00,
REL-IS_FMC-0002841,STD-00750,IS 17264,FMCS-01266,,SHINKONG SYNTHETIC FIBERS CORPORATION,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17264 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2842,1.00,
REL-IS_FMC-0002842,STD-00750,IS 17264,FMCS-01004,,"Hyosung Dong Nai Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17264 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2843,1.00,
REL-IS_FMC-0002843,STD-00750,IS 17264,FMCS-01438,,"Hailide (Viet Nam)Co., LTD",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17264 : 2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2844,1.00,
REL-IS_FMC-0002844,STD-00751,IS 17265,FMCS-01042,,Reliance Spinning Mills Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17265 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2845,1.00,
REL-IS_FMC-0002845,STD-00752,IS 17266,FMCS-02467,,"Lenzing (Thailand) Co., Ltd.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17266 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2846,1.00,
REL-IS_FMC-0002846,STD-00752,IS 17266,FMCS-02496,,PT South Pacific Viscose,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17266 : 2019,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2847,1.00,
REL-IS_FMC-0002847,STD-00751,IS 17265,FMCS-01459,,PT. Indo-Rama Synthetics Tbk,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17265:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2848,1.00,
REL-IS_FMC-0002848,STD-00751,IS 17265,FMCS-01983,,Formosa Industries Corporation,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17265:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2849,1.00,
REL-IS_FMC-0002849,STD-00751,IS 17265,FMCS-01013,,PT DELTA DUNIA SANDANG TEKSTIL,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17265:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2850,1.00,
REL-IS_FMC-0002850,STD-00751,IS 17265,FMCS-00934,,PT. INDO-RAMA SYNTHETICS TBK.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17265:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2851,1.00,
REL-IS_FMC-0002851,STD-00751,IS 17265,FMCS-01069,,PT Delta Dunia Tekstil,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17265:2022,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2852,1.00,
REL-IS_FMC-0002852,STD-00751,IS 17265,FMCS-01177,,Jagdamba Spinning Mills Limited,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17265 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2853,1.00,
REL-IS_FMC-0002853,STD-00751,IS 17265,FMCS-01146,,Triveni Spinning Mills Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17265 : 2023,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2854,1.00,
REL-IS_FMC-0002854,STD-00770,IS 17397,FMCS-01934,,BorsodChem Zrt.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17397,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2855,1.00,
REL-IS_FMC-0002855,STD-00770,IS 17397,FMCS-01345,,BASF TAIWAN LTD. CHANGHUA SITE,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17397,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2856,1.00,
REL-IS_FMC-0002856,STD-00770,IS 17397,FMCS-01242,,Lubrizol Advanced Materials,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17397,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2857,1.00,
REL-IS_FMC-0002857,STD-00770,IS 17397,FMCS-01283,,COVESTRO (TAIWAN) LTD,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17397,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2858,1.00,
REL-IS_FMC-0002858,STD-00770,IS 17397,FMCS-01188,,BASF POLYURETHANES GMBH,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17397,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2859,1.00,
REL-IS_FMC-0002859,STD-00774,IS 17404,FMCS-01086,,NIPPON STEEL CORPORATION,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17404 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2860,1.00,
REL-IS_FMC-0002860,STD-01041,IS 269,FMCS-01963,,Jaya Bageshwari Cements Pvt. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 269 : 2015,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2861,1.00,
REL-IS_FMC-0002861,STD-00770,IS 17397,FMCS-01195,,"LUBRIZOL ADVANCED MATERIALS SPAIN, S.L.",,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17397,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2862,1.00,
REL-IS_FMC-0002862,STD-00770,IS 17397,FMCS-01203,,LUBRIZOL ADVANCED MATERIALS EUROPE.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17397,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2863,1.00,
REL-IS_FMC-0002863,STD-00770,IS 17397,FMCS-01201,,COVESTRO DEUTSCHLAND AG,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17397,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2864,1.00,
REL-IS_FMC-0002864,STD-00770,IS 17397,FMCS-01217,,COIM S.P.A.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17397,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2865,1.00,
REL-IS_FMC-0002865,STD-00770,IS 17397,FMCS-01136,,LUBRIZOL ADVANCED MATERIALS INC.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17397,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2866,1.00,
REL-IS_FMC-0002866,STD-00774,IS 17404,FMCS-01064,,JFE STEEL CORPORATION,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17404 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2867,1.00,
REL-IS_FMC-0002867,STD-00774,IS 17404,FMCS-01096,,NIPPON STEEL CORPORATION,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17404 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2868,1.00,
REL-IS_FMC-0002868,STD-00781,IS 17442,FMCS-02105,,Kashima Vinyl Chloride Monomer Co. Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17442 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2869,1.00,
REL-IS_FMC-0002869,STD-01041,IS 269,FMCS-01996,,MARUTI CEMENTS LIMITED,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 269 : 2015,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2870,1.00,
REL-IS_FMC-0002870,STD-01041,IS 269,FMCS-02269,,Shubhashree Agni Cement Udhyog Ltd.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 269 : 2015,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2871,1.00,
REL-IS_FMC-0002871,STD-00774,IS 17404,FMCS-01185,,CHINA STEEL CORPORATION,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17404 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2872,1.00,
REL-IS_FMC-0002872,STD-00774,IS 17404,FMCS-00839,,POSCO CO. LTD.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17404 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2873,1.00,
REL-IS_FMC-0002873,STD-00774,IS 17404,FMCS-00843,,POSCO CO. LTD.,,LICENSED_FOR,licensed_is_text,licensed_is_text,IS 17404 : 2020,,F040,data__raw__fmcs_all_fmcs_list_raw.csv,,2874,1.00,
